species sample cov covnozeroes
Roseburia_intestinalis_56239 XGA-057 3 4
Roseburia_intestinalis_56239 XGA-064 3 6
Roseburia_intestinalis_56239 XGC-252 3 4
Roseburia_intestinalis_56239 XGC-364 3 4
Roseburia_intestinalis_56239 XHA-029 3 5
Roseburia_intestinalis_56239 XIC-028 3 5
Roseburia_intestinalis_56239 XLB-064 3 5
Roseburia_intestinalis_56239 XOB-064 3 4
Roseburia_intestinalis_56239 XRB-002 3 4
Roseburia_intestinalis_56239 XRB-347 3 5
Roseburia_intestinalis_56239 XSA-024 3 5
Roseburia_intestinalis_56239 XSA-040 3 4
Roseburia_intestinalis_56239 XSA-043 3 4
Roseburia_intestinalis_56239 XTA-057 3 4
Roseburia_intestinalis_56239 XUA-030 3 5
Roseburia_intestinalis_56239 XUA-031 3 5
Roseburia_intestinalis_56239 XUA-035 3 5
Roseburia_intestinalis_56239 XUA-039 3 5
Roseburia_intestinalis_56239 XUA-043 3 4
Roseburia_intestinalis_56239 XVA-617 3 4
Roseburia_intestinalis_56239 YEB-001 3 4
Roseburia_intestinalis_56239 ZCB-408 3 4
Roseburia_intestinalis_56239 ZDB-596 3 5
Roseburia_intestinalis_56239 XAC-224 4 6
Roseburia_intestinalis_56239 XAD-036 4 6
Roseburia_intestinalis_56239 XAD-225 4 6
Roseburia_intestinalis_56239 XBA-610 4 6
Roseburia_intestinalis_56239 XDA-513 4 6
Roseburia_intestinalis_56239 XEA-001 4 6
Roseburia_intestinalis_56239 XGA-039 4 5
Roseburia_intestinalis_56239 XHB-505 4 5
Roseburia_intestinalis_56239 XHC-008 4 5
Roseburia_intestinalis_56239 XHC-015 4 5
Roseburia_intestinalis_56239 XHC-030 4 5
Roseburia_intestinalis_56239 XHC-034 4 5
Roseburia_intestinalis_56239 XIA-015 4 5
Roseburia_intestinalis_56239 XIA-031 4 5
Roseburia_intestinalis_56239 XIA-032 4 5
Roseburia_intestinalis_56239 XLA-050 4 6
Roseburia_intestinalis_56239 XPA-035 4 6
Roseburia_intestinalis_56239 XQB-452 4 6
Roseburia_intestinalis_56239 XSA-023 4 5
Roseburia_intestinalis_56239 XSA-025 4 5
Roseburia_intestinalis_56239 XSA-027 4 6
Roseburia_intestinalis_56239 XSA-239 4 5
Roseburia_intestinalis_56239 XUA-033 4 6
Roseburia_intestinalis_56239 XVB-064 4 6
Roseburia_intestinalis_56239 XBA-907 5 8
Roseburia_intestinalis_56239 XCB-804 5 6
Roseburia_intestinalis_56239 XDA-029 5 7
Roseburia_intestinalis_56239 XDA-057 5 7
Roseburia_intestinalis_56239 XEA-016 5 7
Roseburia_intestinalis_56239 XHB-412 5 6
Roseburia_intestinalis_56239 XHC-031 5 6
Roseburia_intestinalis_56239 XHC-038 5 6
Roseburia_intestinalis_56239 XHC-039 5 6
Roseburia_intestinalis_56239 XIA-030 5 7
Roseburia_intestinalis_56239 XJB-036 5 6
Roseburia_intestinalis_56239 XLA-001 5 7
Roseburia_intestinalis_56239 XPA-019 5 7
Roseburia_intestinalis_56239 XQB-531 5 7
Roseburia_intestinalis_56239 XSA-015 5 6
Roseburia_intestinalis_56239 XUA-038 5 7
Roseburia_intestinalis_56239 XUA-040 5 7
Roseburia_intestinalis_56239 XUA-221 5 7
Roseburia_intestinalis_56239 XUA-397 5 8
Roseburia_intestinalis_56239 XVB-310 5 7
Roseburia_intestinalis_56239 ZCA-323 5 6
Roseburia_intestinalis_56239 ZEA-001 5 7
Roseburia_intestinalis_56239 XAC-036 6 10
Roseburia_intestinalis_56239 XAD-063 6 9
Roseburia_intestinalis_56239 XCB-695 6 7
Roseburia_intestinalis_56239 XDA-268 6 8
Roseburia_intestinalis_56239 XDA-589 6 8
Roseburia_intestinalis_56239 XEA-023 6 7
Roseburia_intestinalis_56239 XFB-029 6 8
Roseburia_intestinalis_56239 XFB-036 6 9
Roseburia_intestinalis_56239 XIA-008 6 8
Roseburia_intestinalis_56239 XIA-027 6 8
Roseburia_intestinalis_56239 XIA-057 6 7
Roseburia_intestinalis_56239 XIA-064 6 7
Roseburia_intestinalis_56239 XSA-001 6 8
Roseburia_intestinalis_56239 XSA-028 6 8
Roseburia_intestinalis_56239 XSA-534 6 8
Roseburia_intestinalis_56239 YEC-005 6 8
Roseburia_intestinalis_56239 ZCB-505 6 8
Roseburia_intestinalis_56239 ZDB-324 6 7
Roseburia_intestinalis_56239 XCA-604 7 10
Roseburia_intestinalis_56239 XEA-029 7 9
Roseburia_intestinalis_56239 XEA-036 7 10
Roseburia_intestinalis_56239 XFB-242 7 9
Roseburia_intestinalis_56239 XGB-029 7 10
Roseburia_intestinalis_56239 XGC-029 7 10
Roseburia_intestinalis_56239 XSA-030 7 9
Roseburia_intestinalis_56239 XSA-333 7 9
Roseburia_intestinalis_56239 XTB-065 7 9
Roseburia_intestinalis_56239 YDB-006 7 9
Roseburia_intestinalis_56239 ZAB-504 7 9
Roseburia_intestinalis_56239 ZCB-597 7 9
Roseburia_intestinalis_56239 ZDA-001 7 10
Roseburia_intestinalis_56239 ZDA-598 7 9
Roseburia_intestinalis_56239 XBA-698 8 11
Roseburia_intestinalis_56239 XDA-037 8 11
Roseburia_intestinalis_56239 XDA-417 8 11
Roseburia_intestinalis_56239 XGA-029 8 10
Roseburia_intestinalis_56239 XHC-027 8 9
Roseburia_intestinalis_56239 XHC-044 8 9
Roseburia_intestinalis_56239 XQB-029 8 10
Roseburia_intestinalis_56239 XSA-022 8 10
Roseburia_intestinalis_56239 YAD-001 8 10
Roseburia_intestinalis_56239 XDA-460 9 12
Roseburia_intestinalis_56239 XFB-001 9 12
Roseburia_intestinalis_56239 XHC-033 9 10
Roseburia_intestinalis_56239 XIA-028 9 11
Roseburia_intestinalis_56239 XQB-348 9 11
Roseburia_intestinalis_56239 XSA-050 9 12
Roseburia_intestinalis_56239 XSA-057 9 11
Roseburia_intestinalis_56239 XBA-714 10 12
Roseburia_intestinalis_56239 XDA-001 10 13
Roseburia_intestinalis_56239 XDA-044 10 12
Roseburia_intestinalis_56239 XOB-001 10 12
Roseburia_intestinalis_56239 XSA-008 10 13
Roseburia_intestinalis_56239 XTA-064 10 12
Roseburia_intestinalis_56239 XUB-130 10 13
Roseburia_intestinalis_56239 YAA-064 10 13
Roseburia_intestinalis_56239 ZAB-256 10 13
Roseburia_intestinalis_56239 XDA-036 11 14
Roseburia_intestinalis_56239 XIB-064 11 13
Roseburia_intestinalis_56239 XOB-036 11 13
Roseburia_intestinalis_56239 XPA-029 11 14
Roseburia_intestinalis_56239 XQB-036 11 13
Roseburia_intestinalis_56239 XUB-029 11 13
Roseburia_intestinalis_56239 YEB-002 11 13
Roseburia_intestinalis_56239 ZDB-001 11 14
Roseburia_intestinalis_56239 XCB-410 12 15
Roseburia_intestinalis_56239 XPA-002 12 14
Roseburia_intestinalis_56239 XPA-036 12 14
Roseburia_intestinalis_56239 XUB-001 12 15
Roseburia_intestinalis_56239 ZCA-064 12 14
Roseburia_intestinalis_56239 ZDB-064 12 15
Roseburia_intestinalis_56239 XCB-310 13 15
Roseburia_intestinalis_56239 XGA-036 13 16
Roseburia_intestinalis_56239 XGB-064 13 16
Roseburia_intestinalis_56239 ZCB-064 13 16
Roseburia_intestinalis_56239 XJB-001 14 17
Roseburia_intestinalis_56239 XLA-148 14 16
Roseburia_intestinalis_56239 XUA-129 14 16
Roseburia_intestinalis_56239 XHC-036 15 18
Roseburia_intestinalis_56239 ZAB-411 15 18
Roseburia_intestinalis_56239 XCB-036 16 20
Roseburia_intestinalis_56239 XCB-064 16 19
Roseburia_intestinalis_56239 XEA-390 16 20
Roseburia_intestinalis_56239 XHC-064 16 18
Roseburia_intestinalis_56239 XJB-064 16 19
Roseburia_intestinalis_56239 YCB-064 16 20
Roseburia_intestinalis_56239 XJB-029 17 21
Roseburia_intestinalis_56239 ZCB-001 17 21
Roseburia_intestinalis_56239 XHC-001 18 20
Roseburia_intestinalis_56239 XLA-064 18 21
Roseburia_intestinalis_56239 XQB-064 18 21
Roseburia_intestinalis_56239 YAC-064 18 22
Roseburia_intestinalis_56239 XCB-001 19 23
Roseburia_intestinalis_56239 XDA-330 21 25
Roseburia_intestinalis_56239 XDA-816 21 25
Roseburia_intestinalis_56239 XDA-556 22 26
Roseburia_intestinalis_56239 XEB-029 22 27
Roseburia_intestinalis_56239 XPA-151 22 26
Roseburia_intestinalis_56239 ZCB-261 22 25
Roseburia_intestinalis_56239 XSA-029 23 27
Roseburia_intestinalis_56239 YAD-064 23 27
Roseburia_intestinalis_56239 ZCA-260 23 25
Roseburia_intestinalis_56239 XBA-358 24 28
Roseburia_intestinalis_56239 XLB-029 24 28
Roseburia_intestinalis_56239 XRB-153 24 27
Roseburia_intestinalis_56239 XHC-029 26 28
Roseburia_intestinalis_56239 XSA-064 28 32
Roseburia_intestinalis_56239 XQB-133 29 34
Roseburia_intestinalis_56239 XUA-029 29 32
Roseburia_intestinalis_56239 XFB-313 30 33
Roseburia_intestinalis_56239 XQB-001 30 34
Roseburia_intestinalis_56239 ZCB-323 31 34
Roseburia_intestinalis_56239 XPA-072 32 36
Roseburia_intestinalis_56239 XEA-302 34 39
Roseburia_intestinalis_56239 XOB-129 34 38
Roseburia_intestinalis_56239 XOB-028 37 41
Roseburia_intestinalis_56239 XCB-029 38 43
Roseburia_intestinalis_56239 XIA-029 38 42
Roseburia_intestinalis_56239 ZCA-001 38 41
Roseburia_intestinalis_56239 XDA-064 41 47
Roseburia_intestinalis_56239 XBA-351 42 48
Roseburia_intestinalis_56239 XCB-258 44 49
Roseburia_intestinalis_56239 ZAB-002 49 56
Roseburia_intestinalis_56239 XUA-036 50 56
Roseburia_intestinalis_56239 XDA-706 53 59
Roseburia_intestinalis_56239 XGB-252 60 67
Roseburia_intestinalis_56239 XLB-036 61 67
Roseburia_intestinalis_56239 XUA-064 65 72
Roseburia_intestinalis_56239 ZAB-064 70 80
Roseburia_intestinalis_56239 YAB-001 71 81
Roseburia_intestinalis_56239 YAA-001 109 122
Roseburia_intestinalis_56239 YEA-004 118 132
Roseburia_inulinivorans_61943 XAC-036 0 3
Roseburia_inulinivorans_61943 XAC-064 0 3
Roseburia_inulinivorans_61943 XBB-456 0 2
Roseburia_inulinivorans_61943 XFB-036 0 3
Roseburia_inulinivorans_61943 XFB-242 0 2
Roseburia_inulinivorans_61943 XNA-033 0 2
Roseburia_inulinivorans_61943 XOA-001 0 2
Roseburia_inulinivorans_61943 XSB-240 0 2
Roseburia_inulinivorans_61943 XUA-040 0 2
Roseburia_inulinivorans_61943 XUA-221 0 2
Roseburia_inulinivorans_61943 XVB-129 0 2
Roseburia_inulinivorans_61943 XBB-001 1 3
Roseburia_inulinivorans_61943 XDA-001 1 3
Roseburia_inulinivorans_61943 XFA-064 1 3
Roseburia_inulinivorans_61943 XOB-036 1 2
Roseburia_inulinivorans_61943 XPB-008 1 2
Roseburia_inulinivorans_61943 XSA-001 1 2
Roseburia_inulinivorans_61943 XSA-030 1 3
Roseburia_inulinivorans_61943 XSA-534 1 2
Roseburia_inulinivorans_61943 XSB-533 1 2
Roseburia_inulinivorans_61943 XUA-008 1 2
Roseburia_inulinivorans_61943 XUB-036 1 2
Roseburia_inulinivorans_61943 XVA-029 1 2
Roseburia_inulinivorans_61943 ZAB-504 1 3
Roseburia_inulinivorans_61943 ZDB-506 1 3
Roseburia_inulinivorans_61943 XAC-029 2 5
Roseburia_inulinivorans_61943 XCB-258 2 4
Roseburia_inulinivorans_61943 XCB-310 2 3
Roseburia_inulinivorans_61943 XCB-604 2 4
Roseburia_inulinivorans_61943 XDA-268 2 3
Roseburia_inulinivorans_61943 XEB-064 2 4
Roseburia_inulinivorans_61943 XIA-023 2 4
Roseburia_inulinivorans_61943 XIA-045 2 4
Roseburia_inulinivorans_61943 XJB-064 2 3
Roseburia_inulinivorans_61943 XNA-008 2 4
Roseburia_inulinivorans_61943 XNA-024 2 3
Roseburia_inulinivorans_61943 XNA-027 2 4
Roseburia_inulinivorans_61943 XNA-038 2 4
Roseburia_inulinivorans_61943 XOA-038 2 3
Roseburia_inulinivorans_61943 XOA-064 2 4
Roseburia_inulinivorans_61943 XOB-001 2 3
Roseburia_inulinivorans_61943 XOB-064 2 4
Roseburia_inulinivorans_61943 XPA-029 2 3
Roseburia_inulinivorans_61943 XPA-151 2 4
Roseburia_inulinivorans_61943 XQA-532 2 3
Roseburia_inulinivorans_61943 XRA-064 2 3
Roseburia_inulinivorans_61943 XSA-034 2 4
Roseburia_inulinivorans_61943 XSB-029 2 4
Roseburia_inulinivorans_61943 XTB-028 2 3
Roseburia_inulinivorans_61943 XUA-029 2 3
Roseburia_inulinivorans_61943 XUA-034 2 4
Roseburia_inulinivorans_61943 XUB-029 2 3
Roseburia_inulinivorans_61943 YAB-064 2 4
Roseburia_inulinivorans_61943 YBC-043 2 4
Roseburia_inulinivorans_61943 ZAA-263 2 3
Roseburia_inulinivorans_61943 ZCB-597 2 4
Roseburia_inulinivorans_61943 ZDB-411 2 4
Roseburia_inulinivorans_61943 ZEA-064 2 4
Roseburia_inulinivorans_61943 XAC-002 3 5
Roseburia_inulinivorans_61943 XBA-008 3 4
Roseburia_inulinivorans_61943 XBB-036 3 5
Roseburia_inulinivorans_61943 XBB-274 3 4
Roseburia_inulinivorans_61943 XCA-035 3 4
Roseburia_inulinivorans_61943 XCA-050 3 5
Roseburia_inulinivorans_61943 XCB-001 3 5
Roseburia_inulinivorans_61943 XDA-330 3 4
Roseburia_inulinivorans_61943 XEA-043 3 5
Roseburia_inulinivorans_61943 XFA-015 3 5
Roseburia_inulinivorans_61943 XFA-022 3 4
Roseburia_inulinivorans_61943 XFA-030 3 4
Roseburia_inulinivorans_61943 XFA-039 3 4
Roseburia_inulinivorans_61943 XFB-001 3 6
Roseburia_inulinivorans_61943 XHB-001 3 5
Roseburia_inulinivorans_61943 XHC-028 3 5
Roseburia_inulinivorans_61943 XHC-036 3 5
Roseburia_inulinivorans_61943 XHC-412 3 4
Roseburia_inulinivorans_61943 XIC-015 3 5
Roseburia_inulinivorans_61943 XIC-036 3 5
Roseburia_inulinivorans_61943 XJA-036 3 4
Roseburia_inulinivorans_61943 XNA-015 3 5
Roseburia_inulinivorans_61943 XNA-026 3 5
Roseburia_inulinivorans_61943 XNA-029 3 4
Roseburia_inulinivorans_61943 XPA-036 3 5
Roseburia_inulinivorans_61943 XQA-024 3 4
Roseburia_inulinivorans_61943 XQA-035 3 5
Roseburia_inulinivorans_61943 XRA-008 3 5
Roseburia_inulinivorans_61943 XRA-022 3 4
Roseburia_inulinivorans_61943 XRA-036 3 4
Roseburia_inulinivorans_61943 XSA-057 3 5
Roseburia_inulinivorans_61943 XTA-023 3 4
Roseburia_inulinivorans_61943 XTA-038 3 5
Roseburia_inulinivorans_61943 XTA-050 3 5
Roseburia_inulinivorans_61943 XTA-057 3 4
Roseburia_inulinivorans_61943 XUA-001 3 5
Roseburia_inulinivorans_61943 YBA-435 3 4
Roseburia_inulinivorans_61943 ZCA-260 3 4
Roseburia_inulinivorans_61943 ZDB-596 3 5
Roseburia_inulinivorans_61943 XBB-034 4 7
Roseburia_inulinivorans_61943 XBB-204 4 6
Roseburia_inulinivorans_61943 XBB-351 4 6
Roseburia_inulinivorans_61943 XCA-001 4 6
Roseburia_inulinivorans_61943 XCA-258 4 5
Roseburia_inulinivorans_61943 XCA-695 4 5
Roseburia_inulinivorans_61943 XCB-410 4 5
Roseburia_inulinivorans_61943 XEA-034 4 6
Roseburia_inulinivorans_61943 XEA-057 4 6
Roseburia_inulinivorans_61943 XEA-064 4 5
Roseburia_inulinivorans_61943 XFA-027 4 5
Roseburia_inulinivorans_61943 XFA-028 4 5
Roseburia_inulinivorans_61943 XFB-029 4 7
Roseburia_inulinivorans_61943 XHC-027 4 6
Roseburia_inulinivorans_61943 XHC-030 4 6
Roseburia_inulinivorans_61943 XHC-032 4 5
Roseburia_inulinivorans_61943 XHC-505 4 5
Roseburia_inulinivorans_61943 XIC-025 4 6
Roseburia_inulinivorans_61943 XIC-026 4 5
Roseburia_inulinivorans_61943 XIC-028 4 5
Roseburia_inulinivorans_61943 XJA-039 4 5
Roseburia_inulinivorans_61943 XJB-036 4 6
Roseburia_inulinivorans_61943 XMB-116 4 5
Roseburia_inulinivorans_61943 XNA-025 4 6
Roseburia_inulinivorans_61943 XNA-037 4 6
Roseburia_inulinivorans_61943 XNA-057 4 6
Roseburia_inulinivorans_61943 XOA-129 4 5
Roseburia_inulinivorans_61943 XPA-002 4 5
Roseburia_inulinivorans_61943 XQA-025 4 5
Roseburia_inulinivorans_61943 XRA-026 4 5
Roseburia_inulinivorans_61943 XRA-038 4 5
Roseburia_inulinivorans_61943 XSB-001 4 6
Roseburia_inulinivorans_61943 XTA-064 4 6
Roseburia_inulinivorans_61943 XUA-129 4 5
Roseburia_inulinivorans_61943 XUB-130 4 5
Roseburia_inulinivorans_61943 XVA-064 4 5
Roseburia_inulinivorans_61943 YAD-001 4 6
Roseburia_inulinivorans_61943 YCA-001 4 6
Roseburia_inulinivorans_61943 YEB-001 4 6
Roseburia_inulinivorans_61943 XAA-027 5 7
Roseburia_inulinivorans_61943 XBA-001 5 7
Roseburia_inulinivorans_61943 XCA-604 5 6
Roseburia_inulinivorans_61943 XDB-330 5 6
Roseburia_inulinivorans_61943 XEA-030 5 6
Roseburia_inulinivorans_61943 XEA-040 5 6
Roseburia_inulinivorans_61943 XHC-001 5 7
Roseburia_inulinivorans_61943 XHC-031 5 6
Roseburia_inulinivorans_61943 XHC-044 5 7
Roseburia_inulinivorans_61943 XHC-064 5 7
Roseburia_inulinivorans_61943 XIA-025 5 6
Roseburia_inulinivorans_61943 XIC-027 5 6
Roseburia_inulinivorans_61943 XIC-029 5 6
Roseburia_inulinivorans_61943 XIC-034 5 6
Roseburia_inulinivorans_61943 XIC-198 5 6
Roseburia_inulinivorans_61943 XMA-264 5 8
Roseburia_inulinivorans_61943 XMB-036 5 7
Roseburia_inulinivorans_61943 XMB-064 5 6
Roseburia_inulinivorans_61943 XNA-039 5 7
Roseburia_inulinivorans_61943 XOA-036 5 6
Roseburia_inulinivorans_61943 XRB-002 5 6
Roseburia_inulinivorans_61943 XRB-029 5 6
Roseburia_inulinivorans_61943 XRB-059 5 6
Roseburia_inulinivorans_61943 XTA-036 5 7
Roseburia_inulinivorans_61943 XTA-037 5 7
Roseburia_inulinivorans_61943 XTB-065 5 7
Roseburia_inulinivorans_61943 YAC-001 5 7
Roseburia_inulinivorans_61943 ZCB-261 5 7
Roseburia_inulinivorans_61943 ZDB-324 5 6
Roseburia_inulinivorans_61943 XBB-240 6 8
Roseburia_inulinivorans_61943 XCB-804 6 8
Roseburia_inulinivorans_61943 XEA-024 6 8
Roseburia_inulinivorans_61943 XFA-025 6 7
Roseburia_inulinivorans_61943 XIA-002 6 8
Roseburia_inulinivorans_61943 XIA-026 6 7
Roseburia_inulinivorans_61943 XIA-259 6 7
Roseburia_inulinivorans_61943 XIC-057 6 8
Roseburia_inulinivorans_61943 XJB-001 6 8
Roseburia_inulinivorans_61943 XMA-180 6 7
Roseburia_inulinivorans_61943 XMB-180 6 8
Roseburia_inulinivorans_61943 XNA-034 6 8
Roseburia_inulinivorans_61943 XNA-040 6 8
Roseburia_inulinivorans_61943 XQB-064 6 8
Roseburia_inulinivorans_61943 XQB-452 6 8
Roseburia_inulinivorans_61943 XRA-001 6 8
Roseburia_inulinivorans_61943 XRA-029 6 7
Roseburia_inulinivorans_61943 XSB-036 6 7
Roseburia_inulinivorans_61943 XSB-147 6 7
Roseburia_inulinivorans_61943 XTA-024 6 7
Roseburia_inulinivorans_61943 XTA-026 6 8
Roseburia_inulinivorans_61943 XUB-001 6 8
Roseburia_inulinivorans_61943 YAD-064 6 7
Roseburia_inulinivorans_61943 ZAA-326 6 7
Roseburia_inulinivorans_61943 ZCB-064 6 7
Roseburia_inulinivorans_61943 ZDA-413 6 8
Roseburia_inulinivorans_61943 ZDB-261 6 8
Roseburia_inulinivorans_61943 XAA-002 7 9
Roseburia_inulinivorans_61943 XBA-029 7 10
Roseburia_inulinivorans_61943 XDA-029 7 10
Roseburia_inulinivorans_61943 XFA-023 7 8
Roseburia_inulinivorans_61943 XFA-024 7 8
Roseburia_inulinivorans_61943 XFA-026 7 9
Roseburia_inulinivorans_61943 XHA-003 7 9
Roseburia_inulinivorans_61943 XIA-199 7 8
Roseburia_inulinivorans_61943 XIB-199 7 8
Roseburia_inulinivorans_61943 XMB-264 7 9
Roseburia_inulinivorans_61943 XNA-043 7 10
Roseburia_inulinivorans_61943 XQA-030 7 9
Roseburia_inulinivorans_61943 XQA-031 7 9
Roseburia_inulinivorans_61943 XQA-037 7 8
Roseburia_inulinivorans_61943 XQA-040 7 9
Roseburia_inulinivorans_61943 XQA-244 7 9
Roseburia_inulinivorans_61943 XQB-036 7 8
Roseburia_inulinivorans_61943 XTA-043 7 9
Roseburia_inulinivorans_61943 YAB-001 7 10
Roseburia_inulinivorans_61943 ZCA-064 7 9
Roseburia_inulinivorans_61943 WWW-000 8 11
Roseburia_inulinivorans_61943 XBB-064 8 11
Roseburia_inulinivorans_61943 XCA-805 8 10
Roseburia_inulinivorans_61943 XDA-036 8 11
Roseburia_inulinivorans_61943 XEA-028 8 9
Roseburia_inulinivorans_61943 XFA-035 8 10
Roseburia_inulinivorans_61943 XIA-015 8 9
Roseburia_inulinivorans_61943 XIA-027 8 10
Roseburia_inulinivorans_61943 XIB-002 8 9
Roseburia_inulinivorans_61943 XIC-024 8 10
Roseburia_inulinivorans_61943 XMA-029 8 10
Roseburia_inulinivorans_61943 XQA-015 8 10
Roseburia_inulinivorans_61943 XRA-153 8 9
Roseburia_inulinivorans_61943 XRB-036 8 10
Roseburia_inulinivorans_61943 XSA-036 8 10
Roseburia_inulinivorans_61943 XSA-064 8 10
Roseburia_inulinivorans_61943 XTA-039 8 10
Roseburia_inulinivorans_61943 XTB-001 8 9
Roseburia_inulinivorans_61943 YEB-002 8 9
Roseburia_inulinivorans_61943 ZAB-002 8 10
Roseburia_inulinivorans_61943 ZCA-001 8 10
Roseburia_inulinivorans_61943 XEA-026 9 11
Roseburia_inulinivorans_61943 XHB-064 9 11
Roseburia_inulinivorans_61943 XIA-008 9 10
Roseburia_inulinivorans_61943 XIA-024 9 11
Roseburia_inulinivorans_61943 XIA-028 9 10
Roseburia_inulinivorans_61943 XIB-029 9 11
Roseburia_inulinivorans_61943 XIB-277 9 11
Roseburia_inulinivorans_61943 XNA-050 9 11
Roseburia_inulinivorans_61943 XOB-028 9 11
Roseburia_inulinivorans_61943 XRB-153 9 11
Roseburia_inulinivorans_61943 XUB-064 9 11
Roseburia_inulinivorans_61943 ZDA-260 9 11
Roseburia_inulinivorans_61943 XEA-008 10 12
Roseburia_inulinivorans_61943 XPA-072 10 12
Roseburia_inulinivorans_61943 XQA-039 10 12
Roseburia_inulinivorans_61943 XQA-133 10 12
Roseburia_inulinivorans_61943 ZAB-813 10 12
Roseburia_inulinivorans_61943 ZDA-001 10 12
Roseburia_inulinivorans_61943 XEA-025 11 13
Roseburia_inulinivorans_61943 XEA-037 11 13
Roseburia_inulinivorans_61943 XFA-031 11 14
Roseburia_inulinivorans_61943 XIB-064 11 13
Roseburia_inulinivorans_61943 XJB-029 11 14
Roseburia_inulinivorans_61943 XMB-029 11 13
Roseburia_inulinivorans_61943 XOA-029 11 13
Roseburia_inulinivorans_61943 XQA-038 11 13
Roseburia_inulinivorans_61943 XTA-001 11 13
Roseburia_inulinivorans_61943 ZAA-817 11 13
Roseburia_inulinivorans_61943 ZCA-323 11 12
Roseburia_inulinivorans_61943 ZDA-324 11 13
Roseburia_inulinivorans_61943 ZDB-064 11 15
Roseburia_inulinivorans_61943 XFB-313 12 14
Roseburia_inulinivorans_61943 XQA-036 12 14
Roseburia_inulinivorans_61943 ZAB-326 12 14
Roseburia_inulinivorans_61943 ZDB-001 12 16
Roseburia_inulinivorans_61943 XAA-026 13 16
Roseburia_inulinivorans_61943 XFA-029 13 15
Roseburia_inulinivorans_61943 XIB-259 13 15
Roseburia_inulinivorans_61943 XMB-001 13 15
Roseburia_inulinivorans_61943 XEA-027 14 16
Roseburia_inulinivorans_61943 XHC-323 14 16
Roseburia_inulinivorans_61943 XIA-031 14 16
Roseburia_inulinivorans_61943 XOA-030 14 16
Roseburia_inulinivorans_61943 XQA-022 14 16
Roseburia_inulinivorans_61943 XQB-029 14 16
Roseburia_inulinivorans_61943 XQB-133 14 16
Roseburia_inulinivorans_61943 XVA-129 14 17
Roseburia_inulinivorans_61943 YAC-064 14 17
Roseburia_inulinivorans_61943 ZCB-001 14 17
Roseburia_inulinivorans_61943 XEA-038 15 17
Roseburia_inulinivorans_61943 XFA-312 15 17
Roseburia_inulinivorans_61943 XIA-050 15 17
Roseburia_inulinivorans_61943 XMB-359 15 18
Roseburia_inulinivorans_61943 XSA-029 15 17
Roseburia_inulinivorans_61943 XUA-036 15 18
Roseburia_inulinivorans_61943 ZAA-504 15 17
Roseburia_inulinivorans_61943 XBB-066 16 20
Roseburia_inulinivorans_61943 XEA-302 16 18
Roseburia_inulinivorans_61943 XHB-324 16 19
Roseburia_inulinivorans_61943 XIA-030 16 19
Roseburia_inulinivorans_61943 XIA-277 16 18
Roseburia_inulinivorans_61943 XOB-129 16 18
Roseburia_inulinivorans_61943 XUA-064 16 19
Roseburia_inulinivorans_61943 XFA-034 17 20
Roseburia_inulinivorans_61943 XIA-057 17 19
Roseburia_inulinivorans_61943 XMA-064 18 21
Roseburia_inulinivorans_61943 XOA-031 18 20
Roseburia_inulinivorans_61943 ZEC-064 18 20
Roseburia_inulinivorans_61943 XEB-029 19 24
Roseburia_inulinivorans_61943 XQB-001 19 21
Roseburia_inulinivorans_61943 ZCB-323 19 22
Roseburia_inulinivorans_61943 XAA-028 20 25
Roseburia_inulinivorans_61943 XCA-317 20 23
Roseburia_inulinivorans_61943 XEA-016 20 22
Roseburia_inulinivorans_61943 XEA-023 20 22
Roseburia_inulinivorans_61943 XEA-036 20 24
Roseburia_inulinivorans_61943 ZDA-065 20 24
Roseburia_inulinivorans_61943 XIA-032 21 24
Roseburia_inulinivorans_61943 XCB-695 24 28
Roseburia_inulinivorans_61943 XFA-033 24 28
Roseburia_inulinivorans_61943 XFA-036 24 28
Roseburia_inulinivorans_61943 XNA-036 24 28
Roseburia_inulinivorans_61943 XHB-029 25 31
Roseburia_inulinivorans_61943 XIB-036 25 28
Roseburia_inulinivorans_61943 XIC-064 26 28
Roseburia_inulinivorans_61943 XQA-029 27 30
Roseburia_inulinivorans_61943 XHC-262 28 32
Roseburia_inulinivorans_61943 ZEA-001 29 34
Roseburia_inulinivorans_61943 XIA-029 30 32
Roseburia_inulinivorans_61943 XEA-029 32 36
Roseburia_inulinivorans_61943 XCA-036 33 39
Roseburia_inulinivorans_61943 XHB-262 33 37
Roseburia_inulinivorans_61943 ZAB-064 33 37
Roseburia_inulinivorans_61943 XIC-008 35 38
Roseburia_inulinivorans_61943 XOA-032 37 42
Roseburia_inulinivorans_61943 XNA-001 38 43
Roseburia_inulinivorans_61943 XNA-064 38 43
Roseburia_inulinivorans_61943 XFA-001 39 43
Roseburia_inulinivorans_61943 XEB-036 40 47
Roseburia_inulinivorans_61943 XQA-064 41 45
Roseburia_inulinivorans_61943 YBA-360 44 50
Roseburia_inulinivorans_61943 XEA-001 45 51
Roseburia_inulinivorans_61943 XIA-064 46 50
Roseburia_inulinivorans_61943 XHB-036 47 56
Roseburia_inulinivorans_61943 XBB-029 52 61
Roseburia_inulinivorans_61943 XQA-001 53 58
Roseburia_inulinivorans_61943 XHC-029 59 66
Roseburia_inulinivorans_61943 XFA-242 61 66
Roseburia_inulinivorans_61943 XEB-001 68 78
