sample1 sample2 subject1 subject2 hh1 hh2 keyTimepoint species shared
XVA-064 XVB-064 XVA XVB XV XV final Faecalibacterium_cf_62236 FALSE
XCA-029 XCB-029 XCA XCB XC XC pre-abx Faecalibacterium_prausnitzii_57453 FALSE
XCA-064 XCB-064 XCA XCB XC XC final Faecalibacterium_prausnitzii_57453 FALSE
XDA-001 XDB-001 XDA XDB XD XD initial Faecalibacterium_prausnitzii_57453 FALSE
XDA-029 XDB-029 XDA XDB XD XD pre-abx Faecalibacterium_prausnitzii_57453 TRUE
XEA-001 XEB-001 XEA XEB XE XE initial Faecalibacterium_prausnitzii_57453 FALSE
XEA-029 XEB-029 XEA XEB XE XE pre-abx Faecalibacterium_prausnitzii_57453 FALSE
XFA-001 XFB-001 XFA XFB XF XF initial Faecalibacterium_prausnitzii_57453 FALSE
XFA-029 XFB-029 XFA XFB XF XF pre-abx Faecalibacterium_prausnitzii_57453 FALSE
XFA-064 XFB-064 XFA XFB XF XF final Faecalibacterium_prausnitzii_57453 FALSE
XGA-001 XGC-001 XGA XGC XG XG initial Faecalibacterium_prausnitzii_57453 TRUE
XGA-029 XGB-029 XGA XGB XG XG pre-abx Faecalibacterium_prausnitzii_57453 FALSE
XGA-029 XGC-029 XGA XGC XG XG pre-abx Faecalibacterium_prausnitzii_57453 TRUE
XGA-064 XGB-064 XGA XGB XG XG final Faecalibacterium_prausnitzii_57453 TRUE
XGA-064 XGC-064 XGA XGC XG XG final Faecalibacterium_prausnitzii_57453 TRUE
XGB-029 XGC-029 XGB XGC XG XG pre-abx Faecalibacterium_prausnitzii_57453 FALSE
XGB-036 XGC-037 XGB XGC XG XG post-abx Faecalibacterium_prausnitzii_57453 FALSE
XGB-064 XGC-064 XGB XGC XG XG final Faecalibacterium_prausnitzii_57453 FALSE
XHB-001 XHC-001 XHB XHC XH XH initial Faecalibacterium_prausnitzii_57453 FALSE
XHB-064 XHC-064 XHB XHC XH XH final Faecalibacterium_prausnitzii_57453 TRUE
XIA-002 XIB-002 XIA XIB XI XI initial Faecalibacterium_prausnitzii_57453 TRUE
XIA-002 XIC-008 XIA XIC XI XI initial Faecalibacterium_prausnitzii_57453 FALSE
XIA-029 XIB-029 XIA XIB XI XI pre-abx Faecalibacterium_prausnitzii_57453 TRUE
XIA-029 XIC-029 XIA XIC XI XI pre-abx Faecalibacterium_prausnitzii_57453 FALSE
XIA-036 XIB-036 XIA XIB XI XI post-abx Faecalibacterium_prausnitzii_57453 TRUE
XIA-036 XIC-036 XIA XIC XI XI post-abx Faecalibacterium_prausnitzii_57453 FALSE
XIA-064 XIB-064 XIA XIB XI XI final Faecalibacterium_prausnitzii_57453 TRUE
XIA-064 XIC-064 XIA XIC XI XI final Faecalibacterium_prausnitzii_57453 FALSE
XIB-002 XIC-008 XIB XIC XI XI initial Faecalibacterium_prausnitzii_57453 FALSE
XIB-029 XIC-029 XIB XIC XI XI pre-abx Faecalibacterium_prausnitzii_57453 TRUE
XIB-036 XIC-036 XIB XIC XI XI post-abx Faecalibacterium_prausnitzii_57453 FALSE
XIB-064 XIC-064 XIB XIC XI XI final Faecalibacterium_prausnitzii_57453 TRUE
XKA-001 XKB-001 XKA XKB XK XK initial Faecalibacterium_prausnitzii_57453 FALSE
XMA-001 XMB-001 XMA XMB XM XM initial Faecalibacterium_prausnitzii_57453 FALSE
XMA-029 XMB-029 XMA XMB XM XM pre-abx Faecalibacterium_prausnitzii_57453 FALSE
XMA-064 XMB-064 XMA XMB XM XM final Faecalibacterium_prausnitzii_57453 FALSE
XQA-064 XQB-064 XQA XQB XQ XQ final Faecalibacterium_prausnitzii_57453 FALSE
XRA-064 XRB-059 XRA XRB XR XR final Faecalibacterium_prausnitzii_57453 FALSE
XSA-001 XSB-001 XSA XSB XS XS initial Faecalibacterium_prausnitzii_57453 FALSE
XSA-029 XSB-029 XSA XSB XS XS pre-abx Faecalibacterium_prausnitzii_57453 FALSE
XTA-001 XTB-001 XTA XTB XT XT initial Faecalibacterium_prausnitzii_57453 FALSE
XTA-029 XTB-028 XTA XTB XT XT pre-abx Faecalibacterium_prausnitzii_57453 FALSE
XUA-001 XUB-001 XUA XUB XU XU initial Faecalibacterium_prausnitzii_57453 FALSE
XUA-029 XUB-029 XUA XUB XU XU pre-abx Faecalibacterium_prausnitzii_57453 FALSE
XUA-036 XUB-036 XUA XUB XU XU post-abx Faecalibacterium_prausnitzii_57453 TRUE
XUA-064 XUB-064 XUA XUB XU XU final Faecalibacterium_prausnitzii_57453 TRUE
XVA-001 XVB-001 XVA XVB XV XV initial Faecalibacterium_prausnitzii_57453 FALSE
XVA-029 XVB-027 XVA XVB XV XV pre-abx Faecalibacterium_prausnitzii_57453 FALSE
XVA-064 XVB-064 XVA XVB XV XV final Faecalibacterium_prausnitzii_57453 FALSE
XCA-001 XCB-001 XCA XCB XC XC initial Faecalibacterium_prausnitzii_61481 FALSE
XCA-036 XCB-036 XCA XCB XC XC post-abx Faecalibacterium_prausnitzii_61481 FALSE
XCA-064 XCB-064 XCA XCB XC XC final Faecalibacterium_prausnitzii_61481 FALSE
XEA-001 XEB-001 XEA XEB XE XE initial Faecalibacterium_prausnitzii_61481 FALSE
XEA-029 XEB-029 XEA XEB XE XE pre-abx Faecalibacterium_prausnitzii_61481 FALSE
XFA-001 XFB-001 XFA XFB XF XF initial Faecalibacterium_prausnitzii_61481 FALSE
XFA-029 XFB-029 XFA XFB XF XF pre-abx Faecalibacterium_prausnitzii_61481 FALSE
XGA-001 XGC-001 XGA XGC XG XG initial Faecalibacterium_prausnitzii_61481 TRUE
XGA-029 XGC-029 XGA XGC XG XG pre-abx Faecalibacterium_prausnitzii_61481 TRUE
XGA-064 XGC-064 XGA XGC XG XG final Faecalibacterium_prausnitzii_61481 TRUE
XHB-001 XHC-001 XHB XHC XH XH initial Faecalibacterium_prausnitzii_61481 FALSE
XHB-029 XHC-029 XHB XHC XH XH pre-abx Faecalibacterium_prausnitzii_61481 TRUE
XHB-064 XHC-064 XHB XHC XH XH final Faecalibacterium_prausnitzii_61481 FALSE
XIA-002 XIB-002 XIA XIB XI XI initial Faecalibacterium_prausnitzii_61481 TRUE
XIA-002 XIC-008 XIA XIC XI XI initial Faecalibacterium_prausnitzii_61481 TRUE
XIA-029 XIB-029 XIA XIB XI XI pre-abx Faecalibacterium_prausnitzii_61481 TRUE
XIA-029 XIC-029 XIA XIC XI XI pre-abx Faecalibacterium_prausnitzii_61481 TRUE
XIA-064 XIB-064 XIA XIB XI XI final Faecalibacterium_prausnitzii_61481 TRUE
XIA-064 XIC-064 XIA XIC XI XI final Faecalibacterium_prausnitzii_61481 TRUE
XIB-002 XIC-008 XIB XIC XI XI initial Faecalibacterium_prausnitzii_61481 TRUE
XIB-029 XIC-029 XIB XIC XI XI pre-abx Faecalibacterium_prausnitzii_61481 TRUE
XIB-036 XIC-036 XIB XIC XI XI post-abx Faecalibacterium_prausnitzii_61481 TRUE
XIB-064 XIC-064 XIB XIC XI XI final Faecalibacterium_prausnitzii_61481 TRUE
XMA-029 XMB-029 XMA XMB XM XM pre-abx Faecalibacterium_prausnitzii_61481 FALSE
XQA-001 XQB-001 XQA XQB XQ XQ initial Faecalibacterium_prausnitzii_61481 FALSE
XQA-064 XQB-064 XQA XQB XQ XQ final Faecalibacterium_prausnitzii_61481 FALSE
XRA-001 XRB-002 XRA XRB XR XR initial Faecalibacterium_prausnitzii_61481 FALSE
XRA-029 XRB-029 XRA XRB XR XR pre-abx Faecalibacterium_prausnitzii_61481 FALSE
XRA-064 XRB-059 XRA XRB XR XR final Faecalibacterium_prausnitzii_61481 FALSE
XSA-001 XSB-001 XSA XSB XS XS initial Faecalibacterium_prausnitzii_61481 FALSE
XSA-029 XSB-029 XSA XSB XS XS pre-abx Faecalibacterium_prausnitzii_61481 FALSE
XUA-001 XUB-001 XUA XUB XU XU initial Faecalibacterium_prausnitzii_61481 TRUE
XUA-029 XUB-029 XUA XUB XU XU pre-abx Faecalibacterium_prausnitzii_61481 FALSE
XUA-036 XUB-036 XUA XUB XU XU post-abx Faecalibacterium_prausnitzii_61481 FALSE
XUA-064 XUB-064 XUA XUB XU XU final Faecalibacterium_prausnitzii_61481 TRUE
XVA-001 XVB-001 XVA XVB XV XV initial Faecalibacterium_prausnitzii_61481 FALSE
XVA-029 XVB-027 XVA XVB XV XV pre-abx Faecalibacterium_prausnitzii_61481 FALSE
XVA-064 XVB-064 XVA XVB XV XV final Faecalibacterium_prausnitzii_61481 FALSE
XAC-002 XAD-003 XAC XAD XA XA initial Faecalibacterium_prausnitzii_62201 FALSE
XAC-029 XAD-029 XAC XAD XA XA pre-abx Faecalibacterium_prausnitzii_62201 FALSE
XAC-036 XAD-036 XAC XAD XA XA post-abx Faecalibacterium_prausnitzii_62201 FALSE
XBA-001 XBB-001 XBA XBB XB XB initial Faecalibacterium_prausnitzii_62201 FALSE
XBA-029 XBB-029 XBA XBB XB XB pre-abx Faecalibacterium_prausnitzii_62201 FALSE
XDA-029 XDB-029 XDA XDB XD XD pre-abx Faecalibacterium_prausnitzii_62201 TRUE
XDA-064 XDB-064 XDA XDB XD XD final Faecalibacterium_prausnitzii_62201 TRUE
XEA-001 XEB-001 XEA XEB XE XE initial Faecalibacterium_prausnitzii_62201 FALSE
XEA-029 XEB-029 XEA XEB XE XE pre-abx Faecalibacterium_prausnitzii_62201 TRUE
XFA-001 XFB-001 XFA XFB XF XF initial Faecalibacterium_prausnitzii_62201 FALSE
XFA-029 XFB-029 XFA XFB XF XF pre-abx Faecalibacterium_prausnitzii_62201 FALSE
XHA-003 XHB-001 XHA XHB XH XH initial Faecalibacterium_prausnitzii_62201 FALSE
XHA-003 XHC-001 XHA XHC XH XH initial Faecalibacterium_prausnitzii_62201 FALSE
XHA-029 XHB-029 XHA XHB XH XH pre-abx Faecalibacterium_prausnitzii_62201 FALSE
XHA-029 XHC-029 XHA XHC XH XH pre-abx Faecalibacterium_prausnitzii_62201 FALSE
XHA-036 XHC-036 XHA XHC XH XH post-abx Faecalibacterium_prausnitzii_62201 FALSE
XHA-064 XHB-064 XHA XHB XH XH final Faecalibacterium_prausnitzii_62201 FALSE
XHA-064 XHC-064 XHA XHC XH XH final Faecalibacterium_prausnitzii_62201 FALSE
XHB-001 XHC-001 XHB XHC XH XH initial Faecalibacterium_prausnitzii_62201 FALSE
XHB-029 XHC-029 XHB XHC XH XH pre-abx Faecalibacterium_prausnitzii_62201 FALSE
XHB-064 XHC-064 XHB XHC XH XH final Faecalibacterium_prausnitzii_62201 FALSE
XIA-002 XIB-002 XIA XIB XI XI initial Faecalibacterium_prausnitzii_62201 FALSE
XIA-029 XIB-029 XIA XIB XI XI pre-abx Faecalibacterium_prausnitzii_62201 TRUE
XIA-064 XIB-064 XIA XIB XI XI final Faecalibacterium_prausnitzii_62201 TRUE
XOA-001 XOB-001 XOA XOB XO XO initial Faecalibacterium_prausnitzii_62201 FALSE
XOA-029 XOB-028 XOA XOB XO XO pre-abx Faecalibacterium_prausnitzii_62201 FALSE
XOA-064 XOB-064 XOA XOB XO XO final Faecalibacterium_prausnitzii_62201 FALSE
XPA-002 XPB-008 XPA XPB XP XP initial Faecalibacterium_prausnitzii_62201 FALSE
XPA-036 XPB-036 XPA XPB XP XP post-abx Faecalibacterium_prausnitzii_62201 FALSE
XPA-072 XPB-063 XPA XPB XP XP final Faecalibacterium_prausnitzii_62201 FALSE
XQA-001 XQB-001 XQA XQB XQ XQ initial Faecalibacterium_prausnitzii_62201 FALSE
XQA-029 XQB-029 XQA XQB XQ XQ pre-abx Faecalibacterium_prausnitzii_62201 FALSE
XQA-064 XQB-064 XQA XQB XQ XQ final Faecalibacterium_prausnitzii_62201 FALSE
XSA-029 XSB-029 XSA XSB XS XS pre-abx Faecalibacterium_prausnitzii_62201 FALSE
XTA-001 XTB-001 XTA XTB XT XT initial Faecalibacterium_prausnitzii_62201 FALSE
XUA-029 XUB-029 XUA XUB XU XU pre-abx Faecalibacterium_prausnitzii_62201 FALSE
XUA-064 XUB-064 XUA XUB XU XU final Faecalibacterium_prausnitzii_62201 FALSE
XVA-029 XVB-027 XVA XVB XV XV pre-abx Faecalibacterium_prausnitzii_62201 FALSE
XVA-064 XVB-064 XVA XVB XV XV final Faecalibacterium_prausnitzii_62201 FALSE
XEA-001 XEB-001 XEA XEB XE XE initial Guyana_massiliensis_60772 FALSE
XFA-001 XFB-001 XFA XFB XF XF initial Guyana_massiliensis_60772 FALSE
XFA-029 XFB-029 XFA XFB XF XF pre-abx Guyana_massiliensis_60772 FALSE
XGA-029 XGB-029 XGA XGB XG XG pre-abx Guyana_massiliensis_60772 FALSE
XGA-029 XGC-029 XGA XGC XG XG pre-abx Guyana_massiliensis_60772 FALSE
XGB-001 XGC-001 XGB XGC XG XG initial Guyana_massiliensis_60772 FALSE
XGB-029 XGC-029 XGB XGC XG XG pre-abx Guyana_massiliensis_60772 FALSE
XGB-036 XGC-037 XGB XGC XG XG post-abx Guyana_massiliensis_60772 FALSE
XGB-064 XGC-064 XGB XGC XG XG final Guyana_massiliensis_60772 FALSE
XHA-003 XHC-001 XHA XHC XH XH initial Guyana_massiliensis_60772 FALSE
XHA-064 XHB-064 XHA XHB XH XH final Guyana_massiliensis_60772 FALSE
XHA-064 XHC-064 XHA XHC XH XH final Guyana_massiliensis_60772 FALSE
XHB-029 XHC-029 XHB XHC XH XH pre-abx Guyana_massiliensis_60772 TRUE
XHB-064 XHC-064 XHB XHC XH XH final Guyana_massiliensis_60772 FALSE
XMA-001 XMB-001 XMA XMB XM XM initial Guyana_massiliensis_60772 FALSE
XMA-029 XMB-029 XMA XMB XM XM pre-abx Guyana_massiliensis_60772 FALSE
XNA-001 XNB-001 XNA XNB XN XN initial Guyana_massiliensis_60772 FALSE
XNA-029 XNB-029 XNA XNB XN XN pre-abx Guyana_massiliensis_60772 FALSE
XOA-036 XOB-036 XOA XOB XO XO post-abx Guyana_massiliensis_60772 FALSE
XOA-064 XOB-064 XOA XOB XO XO final Guyana_massiliensis_60772 FALSE
XRA-001 XRB-002 XRA XRB XR XR initial Guyana_massiliensis_60772 FALSE
XRA-029 XRB-029 XRA XRB XR XR pre-abx Guyana_massiliensis_60772 FALSE
XUA-001 XUB-001 XUA XUB XU XU initial Guyana_massiliensis_60772 TRUE
XVA-001 XVB-001 XVA XVB XV XV initial Guyana_massiliensis_60772 FALSE
XVA-029 XVB-027 XVA XVB XV XV pre-abx Guyana_massiliensis_60772 FALSE
XVA-064 XVB-064 XVA XVB XV XV final Guyana_massiliensis_60772 FALSE
XIA-029 XIB-029 XIA XIB XI XI pre-abx Lactobacillus_ruminis_57020 TRUE
XCA-001 XCB-001 XCA XCB XC XC initial Odoribacter_splanchnicus_62174 FALSE
XCA-029 XCB-029 XCA XCB XC XC pre-abx Odoribacter_splanchnicus_62174 FALSE
XCA-036 XCB-036 XCA XCB XC XC post-abx Odoribacter_splanchnicus_62174 FALSE
XCA-064 XCB-064 XCA XCB XC XC final Odoribacter_splanchnicus_62174 FALSE
XDA-029 XDB-029 XDA XDB XD XD pre-abx Odoribacter_splanchnicus_62174 FALSE
XEA-001 XEB-001 XEA XEB XE XE initial Odoribacter_splanchnicus_62174 FALSE
XEA-029 XEB-029 XEA XEB XE XE pre-abx Odoribacter_splanchnicus_62174 FALSE
XHA-029 XHB-029 XHA XHB XH XH pre-abx Odoribacter_splanchnicus_62174 FALSE
XHA-064 XHB-064 XHA XHB XH XH final Odoribacter_splanchnicus_62174 FALSE
XIB-064 XIC-064 XIB XIC XI XI final Odoribacter_splanchnicus_62174 FALSE
XLA-029 XLB-029 XLA XLB XL XL pre-abx Odoribacter_splanchnicus_62174 FALSE
XRA-001 XRB-002 XRA XRB XR XR initial Odoribacter_splanchnicus_62174 FALSE
XRA-029 XRB-029 XRA XRB XR XR pre-abx Odoribacter_splanchnicus_62174 FALSE
XVA-001 XVB-001 XVA XVB XV XV initial Odoribacter_splanchnicus_62174 TRUE
XVA-029 XVB-027 XVA XVB XV XV pre-abx Odoribacter_splanchnicus_62174 TRUE
XVA-064 XVB-064 XVA XVB XV XV final Odoribacter_splanchnicus_62174 TRUE
XEA-029 XEB-029 XEA XEB XE XE pre-abx Oscillibacter_sp_60799 FALSE
XGA-064 XGC-064 XGA XGC XG XG final Oscillibacter_sp_60799 TRUE
XIA-002 XIB-002 XIA XIB XI XI initial Oscillibacter_sp_60799 FALSE
XIA-002 XIC-008 XIA XIC XI XI initial Oscillibacter_sp_60799 TRUE
XIA-029 XIB-029 XIA XIB XI XI pre-abx Oscillibacter_sp_60799 FALSE
XIA-029 XIC-029 XIA XIC XI XI pre-abx Oscillibacter_sp_60799 TRUE
XIB-002 XIC-008 XIB XIC XI XI initial Oscillibacter_sp_60799 FALSE
XIB-029 XIC-029 XIB XIC XI XI pre-abx Oscillibacter_sp_60799 FALSE
XIB-036 XIC-036 XIB XIC XI XI post-abx Oscillibacter_sp_60799 FALSE
XIB-064 XIC-064 XIB XIC XI XI final Oscillibacter_sp_60799 TRUE
XPA-002 XPB-008 XPA XPB XP XP initial Oscillibacter_sp_60799 FALSE
XAA-002 XAC-002 XAA XAC XA XA initial Parabacteroides_distasonis_56985 FALSE
XAA-002 XAD-003 XAA XAD XA XA initial Parabacteroides_distasonis_56985 FALSE
XAC-002 XAD-003 XAC XAD XA XA initial Parabacteroides_distasonis_56985 FALSE
XAC-029 XAD-029 XAC XAD XA XA pre-abx Parabacteroides_distasonis_56985 FALSE
XAC-036 XAD-036 XAC XAD XA XA post-abx Parabacteroides_distasonis_56985 FALSE
XAC-064 XAD-063 XAC XAD XA XA final Parabacteroides_distasonis_56985 FALSE
XBA-001 XBB-001 XBA XBB XB XB initial Parabacteroides_distasonis_56985 TRUE
XBA-029 XBB-029 XBA XBB XB XB pre-abx Parabacteroides_distasonis_56985 TRUE
XCA-001 XCB-001 XCA XCB XC XC initial Parabacteroides_distasonis_56985 FALSE
XCA-064 XCB-064 XCA XCB XC XC final Parabacteroides_distasonis_56985 TRUE
XDA-001 XDB-001 XDA XDB XD XD initial Parabacteroides_distasonis_56985 FALSE
XDA-029 XDB-029 XDA XDB XD XD pre-abx Parabacteroides_distasonis_56985 FALSE
XFA-001 XFB-001 XFA XFB XF XF initial Parabacteroides_distasonis_56985 TRUE
XFA-029 XFB-029 XFA XFB XF XF pre-abx Parabacteroides_distasonis_56985 TRUE
XGB-001 XGC-001 XGB XGC XG XG initial Parabacteroides_distasonis_56985 TRUE
XGB-036 XGC-037 XGB XGC XG XG post-abx Parabacteroides_distasonis_56985 TRUE
XLA-001 XLB-001 XLA XLB XL XL initial Parabacteroides_distasonis_56985 TRUE
XLA-029 XLB-029 XLA XLB XL XL pre-abx Parabacteroides_distasonis_56985 TRUE
XNA-001 XNB-001 XNA XNB XN XN initial Parabacteroides_distasonis_56985 FALSE
XPA-029 XPB-028 XPA XPB XP XP pre-abx Parabacteroides_distasonis_56985 FALSE
XPA-036 XPB-036 XPA XPB XP XP post-abx Parabacteroides_distasonis_56985 FALSE
XQA-001 XQB-001 XQA XQB XQ XQ initial Parabacteroides_distasonis_56985 FALSE
XQA-029 XQB-029 XQA XQB XQ XQ pre-abx Parabacteroides_distasonis_56985 FALSE
XQA-064 XQB-064 XQA XQB XQ XQ final Parabacteroides_distasonis_56985 FALSE
XRA-001 XRB-002 XRA XRB XR XR initial Parabacteroides_distasonis_56985 FALSE
XRA-029 XRB-029 XRA XRB XR XR pre-abx Parabacteroides_distasonis_56985 FALSE
XRA-036 XRB-036 XRA XRB XR XR post-abx Parabacteroides_distasonis_56985 FALSE
XRA-064 XRB-059 XRA XRB XR XR final Parabacteroides_distasonis_56985 FALSE
XTA-001 XTB-001 XTA XTB XT XT initial Parabacteroides_distasonis_56985 FALSE
XUA-001 XUB-001 XUA XUB XU XU initial Parabacteroides_distasonis_56985 FALSE
XUA-064 XUB-064 XUA XUB XU XU final Parabacteroides_distasonis_56985 FALSE
XDA-001 XDB-001 XDA XDB XD XD initial Parabacteroides_johnsonii_55217 FALSE
XAA-002 XAC-002 XAA XAC XA XA initial Parabacteroides_merdae_56972 TRUE
XFA-001 XFB-001 XFA XFB XF XF initial Parabacteroides_merdae_56972 TRUE
XFA-029 XFB-029 XFA XFB XF XF pre-abx Parabacteroides_merdae_56972 TRUE
XGA-001 XGB-001 XGA XGB XG XG initial Parabacteroides_merdae_56972 TRUE
XGA-001 XGC-001 XGA XGC XG XG initial Parabacteroides_merdae_56972 TRUE
XGA-029 XGB-029 XGA XGB XG XG pre-abx Parabacteroides_merdae_56972 TRUE
XGA-029 XGC-029 XGA XGC XG XG pre-abx Parabacteroides_merdae_56972 TRUE
XGA-064 XGB-064 XGA XGB XG XG final Parabacteroides_merdae_56972 TRUE
XGA-064 XGC-064 XGA XGC XG XG final Parabacteroides_merdae_56972 TRUE
XGB-001 XGC-001 XGB XGC XG XG initial Parabacteroides_merdae_56972 TRUE
XGB-029 XGC-029 XGB XGC XG XG pre-abx Parabacteroides_merdae_56972 TRUE
XGB-036 XGC-037 XGB XGC XG XG post-abx Parabacteroides_merdae_56972 TRUE
XGB-064 XGC-064 XGB XGC XG XG final Parabacteroides_merdae_56972 TRUE
XIA-029 XIB-029 XIA XIB XI XI pre-abx Parabacteroides_merdae_56972 TRUE
XIA-029 XIC-029 XIA XIC XI XI pre-abx Parabacteroides_merdae_56972 FALSE
XIA-036 XIB-036 XIA XIB XI XI post-abx Parabacteroides_merdae_56972 FALSE
XIA-036 XIC-036 XIA XIC XI XI post-abx Parabacteroides_merdae_56972 FALSE
XIA-064 XIB-064 XIA XIB XI XI final Parabacteroides_merdae_56972 TRUE
XIA-064 XIC-064 XIA XIC XI XI final Parabacteroides_merdae_56972 FALSE
XIB-029 XIC-029 XIB XIC XI XI pre-abx Parabacteroides_merdae_56972 FALSE
XIB-036 XIC-036 XIB XIC XI XI post-abx Parabacteroides_merdae_56972 FALSE
XIB-064 XIC-064 XIB XIC XI XI final Parabacteroides_merdae_56972 FALSE
XUA-001 XUB-001 XUA XUB XU XU initial Parabacteroides_merdae_56972 FALSE
XUA-064 XUB-064 XUA XUB XU XU final Parabacteroides_merdae_56972 FALSE
XIB-029 XIC-029 XIB XIC XI XI pre-abx Paraprevotella_clara_33712 FALSE
XUA-001 XUB-001 XUA XUB XU XU initial Paraprevotella_clara_33712 FALSE
XUA-029 XUB-029 XUA XUB XU XU pre-abx Paraprevotella_clara_33712 FALSE
XUA-036 XUB-036 XUA XUB XU XU post-abx Paraprevotella_clara_33712 FALSE
XUA-064 XUB-064 XUA XUB XU XU final Paraprevotella_clara_33712 FALSE
XLA-001 XLB-001 XLA XLB XL XL initial Phascolarctobacterium_sp_59817 TRUE
XUA-036 XUB-036 XUA XUB XU XU post-abx Phascolarctobacterium_sp_59817 FALSE
XUA-064 XUB-064 XUA XUB XU XU final Phascolarctobacterium_sp_59817 FALSE
XPA-002 XPB-008 XPA XPB XP XP initial Phascolarctobacterium_sp_59818 FALSE
XPA-029 XPB-028 XPA XPB XP XP pre-abx Phascolarctobacterium_sp_59818 FALSE
XPA-036 XPB-036 XPA XPB XP XP post-abx Phascolarctobacterium_sp_59818 FALSE
XHA-003 XHB-001 XHA XHB XH XH initial Prevotella_copri_61740 FALSE
XHA-029 XHB-029 XHA XHB XH XH pre-abx Prevotella_copri_61740 FALSE
XHA-036 XHB-036 XHA XHB XH XH post-abx Prevotella_copri_61740 FALSE
XHA-064 XHB-064 XHA XHB XH XH final Prevotella_copri_61740 FALSE
XIB-002 XIC-008 XIB XIC XI XI initial Prevotella_copri_61740 TRUE
XIB-029 XIC-029 XIB XIC XI XI pre-abx Prevotella_copri_61740 TRUE
XIB-036 XIC-036 XIB XIC XI XI post-abx Prevotella_copri_61740 TRUE
XIB-064 XIC-064 XIB XIC XI XI final Prevotella_copri_61740 TRUE
XFA-001 XFB-001 XFA XFB XF XF initial Roseburia_hominis_61877 FALSE
XGA-064 XGC-064 XGA XGC XG XG final Roseburia_hominis_61877 FALSE
XPA-036 XPB-036 XPA XPB XP XP post-abx Roseburia_hominis_61877 FALSE
XRA-064 XRB-059 XRA XRB XR XR final Roseburia_hominis_61877 FALSE
XEA-029 XEB-029 XEA XEB XE XE pre-abx Roseburia_intestinalis_56239 FALSE
XGA-029 XGB-029 XGA XGB XG XG pre-abx Roseburia_intestinalis_56239 FALSE
XGA-029 XGC-029 XGA XGC XG XG pre-abx Roseburia_intestinalis_56239 FALSE
XGB-029 XGC-029 XGB XGC XG XG pre-abx Roseburia_intestinalis_56239 TRUE
XIA-064 XIB-064 XIA XIB XI XI final Roseburia_intestinalis_56239 TRUE
XTA-064 XTB-065 XTA XTB XT XT final Roseburia_intestinalis_56239 FALSE
XUA-029 XUB-029 XUA XUB XU XU pre-abx Roseburia_intestinalis_56239 FALSE
XBA-029 XBB-029 XBA XBB XB XB pre-abx Roseburia_inulinivorans_61943 FALSE
XEA-001 XEB-001 XEA XEB XE XE initial Roseburia_inulinivorans_61943 FALSE
XEA-029 XEB-029 XEA XEB XE XE pre-abx Roseburia_inulinivorans_61943 FALSE
XEA-036 XEB-036 XEA XEB XE XE post-abx Roseburia_inulinivorans_61943 FALSE
XHA-003 XHC-001 XHA XHC XH XH initial Roseburia_inulinivorans_61943 FALSE
XHB-029 XHC-029 XHB XHC XH XH pre-abx Roseburia_inulinivorans_61943 FALSE
XHB-064 XHC-064 XHB XHC XH XH final Roseburia_inulinivorans_61943 FALSE
XIA-002 XIB-002 XIA XIB XI XI initial Roseburia_inulinivorans_61943 FALSE
XIA-002 XIC-008 XIA XIC XI XI initial Roseburia_inulinivorans_61943 FALSE
XIA-029 XIB-029 XIA XIB XI XI pre-abx Roseburia_inulinivorans_61943 TRUE
XIA-029 XIC-029 XIA XIC XI XI pre-abx Roseburia_inulinivorans_61943 TRUE
XIA-064 XIB-064 XIA XIB XI XI final Roseburia_inulinivorans_61943 TRUE
XIA-064 XIC-064 XIA XIC XI XI final Roseburia_inulinivorans_61943 TRUE
XIB-002 XIC-008 XIB XIC XI XI initial Roseburia_inulinivorans_61943 FALSE
XIB-029 XIC-029 XIB XIC XI XI pre-abx Roseburia_inulinivorans_61943 FALSE
XIB-064 XIC-064 XIB XIC XI XI final Roseburia_inulinivorans_61943 TRUE
XMA-029 XMB-029 XMA XMB XM XM pre-abx Roseburia_inulinivorans_61943 FALSE
XMA-064 XMB-064 XMA XMB XM XM final Roseburia_inulinivorans_61943 FALSE
XOA-029 XOB-028 XOA XOB XO XO pre-abx Roseburia_inulinivorans_61943 FALSE
XQA-001 XQB-001 XQA XQB XQ XQ initial Roseburia_inulinivorans_61943 TRUE
XQA-029 XQB-029 XQA XQB XQ XQ pre-abx Roseburia_inulinivorans_61943 TRUE
XQA-036 XQB-036 XQA XQB XQ XQ post-abx Roseburia_inulinivorans_61943 FALSE
XQA-064 XQB-064 XQA XQB XQ XQ final Roseburia_inulinivorans_61943 TRUE
XRA-001 XRB-002 XRA XRB XR XR initial Roseburia_inulinivorans_61943 FALSE
XRA-029 XRB-029 XRA XRB XR XR pre-abx Roseburia_inulinivorans_61943 FALSE
XSA-036 XSB-036 XSA XSB XS XS post-abx Roseburia_inulinivorans_61943 FALSE
XTA-001 XTB-001 XTA XTB XT XT initial Roseburia_inulinivorans_61943 FALSE
XUA-064 XUB-064 XUA XUB XU XU final Roseburia_inulinivorans_61943 FALSE
XFA-001 XFB-001 XFA XFB XF XF initial Ruminococcus_bicirculans_59300 FALSE
XGB-029 XGC-029 XGB XGC XG XG pre-abx Ruminococcus_bicirculans_59300 FALSE
XGB-064 XGC-064 XGB XGC XG XG final Ruminococcus_bicirculans_59300 FALSE
XHA-003 XHC-001 XHA XHC XH XH initial Ruminococcus_bicirculans_59300 FALSE
