species sample1 sample2 subject1 subject2 hh1 hh2 keyTimepoint sharedStrainFishing
Eubacterium_eligens_61678 XRA-064 XRB-059 XRA XRB XR XR final FALSE
Eubacterium_eligens_61678 XRA-064 XRB-059 XRA XRB XR XR post-abx FALSE
Eubacterium_eligens_61678 XTA-001 XTB-001 XTA XTB XT XT initial FALSE
Eubacterium_eligens_61678 XTA-029 XTB-028 XTA XTB XT XT initial FALSE
Eubacterium_eligens_61678 XTA-029 XTB-028 XTA XTB XT XT pre-abx FALSE
Eubacterium_eligens_61678 XVA-001 XVB-001 XVA XVB XV XV initial FALSE
Eubacterium_eligens_61678 XVA-029 XVB-027 XVA XVB XV XV initial FALSE
Eubacterium_eligens_61678 XVA-064 XVB-064 XVA XVB XV XV final FALSE
Eubacterium_eligens_61678 YAC-001 YAD-001 YAC YAD YA YA initial FALSE
Eubacterium_eligens_61678 YEA-004 YEB-001 YEA YEB YE YE initial FALSE
Eubacterium_eligens_61678 YEA-004 YEC-005 YEA YEC YE YE initial TRUE
Eubacterium_eligens_61678 YEB-001 YEC-005 YEB YEC YE YE initial FALSE
Eubacterium_eligens_61678 ZAA-002 ZAB-002 ZAA ZAB ZA ZA initial FALSE
Eubacterium_eligens_61678 ZAA-002 ZAC-263 ZAA ZAC ZA ZA final FALSE
Eubacterium_eligens_61678 ZAA-002 ZAC-263 ZAA ZAC ZA ZA initial FALSE
Eubacterium_eligens_61678 ZAB-002 ZAC-263 ZAB ZAC ZA ZA final FALSE
Eubacterium_eligens_61678 ZAB-002 ZAC-263 ZAB ZAC ZA ZA initial FALSE
Eubacterium_eligens_61678 ZCA-001 ZCB-001 ZCA ZCB ZC ZC initial FALSE
Eubacterium_eligens_61678 ZDA-001 ZDB-001 ZDA ZDB ZD ZD initial FALSE
Eubacterium_eligens_61678 ZEA-001 ZEC-001 ZEA ZEC ZE ZE initial FALSE
Eubacterium_hallii_61477 XGA-064 XGC-064 XGA XGC XG XG final TRUE
Eubacterium_hallii_61477 XIA-002 XIB-002 XIA XIB XI XI initial FALSE
Eubacterium_hallii_61477 XIA-029 XIB-029 XIA XIB XI XI pre-abx FALSE
Eubacterium_hallii_61477 XIA-029 XIC-029 XIA XIC XI XI pre-abx FALSE
Eubacterium_hallii_61477 XIA-064 XIC-064 XIA XIC XI XI final FALSE
Eubacterium_hallii_61477 XIB-002 XIC-008 XIB XIC XI XI initial FALSE
Eubacterium_hallii_61477 XIB-029 XIC-029 XIB XIC XI XI pre-abx FALSE
Eubacterium_hallii_61477 XMA-001 XMB-001 XMA XMB XM XM initial TRUE
Eubacterium_hallii_61477 XMA-029 XMB-029 XMA XMB XM XM pre-abx TRUE
Eubacterium_hallii_61477 XMA-064 XMB-064 XMA XMB XM XM final TRUE
Eubacterium_hallii_61477 XOA-029 XOB-028 XOA XOB XO XO initial FALSE
Eubacterium_hallii_61477 XOA-029 XOB-028 XOA XOB XO XO pre-abx FALSE
Eubacterium_hallii_61477 XPA-002 XPB-008 XPA XPB XP XP initial FALSE
Eubacterium_hallii_61477 XPA-029 XPB-028 XPA XPB XP XP initial FALSE
Eubacterium_hallii_61477 XPA-072 XPB-063 XPA XPB XP XP final FALSE
Eubacterium_hallii_61477 XQA-001 XQB-001 XQA XQB XQ XQ initial FALSE
Eubacterium_hallii_61477 XQA-029 XQB-029 XQA XQB XQ XQ pre-abx FALSE
Eubacterium_hallii_61477 XQA-064 XQB-064 XQA XQB XQ XQ final FALSE
Eubacterium_hallii_61477 XRA-064 XRB-059 XRA XRB XR XR post-abx FALSE
Eubacterium_hallii_61477 XSA-029 XSB-029 XSA XSB XS XS pre-abx FALSE
Eubacterium_hallii_61477 XSA-036 XSB-036 XSA XSB XS XS post-abx FALSE
Eubacterium_hallii_61477 XSA-064 XSB-064 XSA XSB XS XS final FALSE
Eubacterium_hallii_61477 XUA-001 XUB-001 XUA XUB XU XU initial TRUE
Eubacterium_hallii_61477 XUA-029 XUB-029 XUA XUB XU XU pre-abx TRUE
Eubacterium_hallii_61477 XUA-036 XUB-036 XUA XUB XU XU post-abx TRUE
Eubacterium_hallii_61477 XUA-064 XUB-064 XUA XUB XU XU final TRUE
Eubacterium_hallii_61477 ZDA-001 ZDB-001 ZDA ZDB ZD ZD initial FALSE
Eubacterium_rectale_56927 XAA-002 XAC-002 XAA XAC XA XA initial FALSE
Eubacterium_rectale_56927 XBA-001 XBB-001 XBA XBB XB XB initial FALSE
Eubacterium_rectale_56927 XBA-029 XBB-029 XBA XBB XB XB pre-abx FALSE
Eubacterium_rectale_56927 XBA-036 XBB-036 XBA XBB XB XB post-abx FALSE
Eubacterium_rectale_56927 XCA-001 XCB-001 XCA XCB XC XC initial FALSE
Eubacterium_rectale_56927 XCA-029 XCB-029 XCA XCB XC XC pre-abx FALSE
Eubacterium_rectale_56927 XCA-036 XCB-036 XCA XCB XC XC post-abx FALSE
Eubacterium_rectale_56927 XCA-064 XCB-064 XCA XCB XC XC final FALSE
Eubacterium_rectale_56927 XDA-001 XDB-001 XDA XDB XD XD initial FALSE
Eubacterium_rectale_56927 XDA-029 XDB-029 XDA XDB XD XD pre-abx FALSE
Eubacterium_rectale_56927 XDA-036 XDB-036 XDA XDB XD XD post-abx FALSE
Eubacterium_rectale_56927 XDA-064 XDB-064 XDA XDB XD XD final FALSE
Eubacterium_rectale_56927 XEA-001 XEB-001 XEA XEB XE XE initial FALSE
Eubacterium_rectale_56927 XEA-029 XEB-029 XEA XEB XE XE pre-abx FALSE
Eubacterium_rectale_56927 XEA-064 XEB-064 XEA XEB XE XE final FALSE
Eubacterium_rectale_56927 XFA-001 XFB-001 XFA XFB XF XF initial FALSE
Eubacterium_rectale_56927 XFA-029 XFB-029 XFA XFB XF XF pre-abx FALSE
Eubacterium_rectale_56927 XFA-036 XFB-036 XFA XFB XF XF post-abx FALSE
Eubacterium_rectale_56927 XFA-064 XFB-064 XFA XFB XF XF final FALSE
Eubacterium_rectale_56927 XGA-001 XGB-001 XGA XGB XG XG initial FALSE
Eubacterium_rectale_56927 XGA-029 XGB-029 XGA XGB XG XG pre-abx FALSE
Eubacterium_rectale_56927 XGA-036 XGB-036 XGA XGB XG XG post-abx FALSE
Eubacterium_rectale_56927 XGA-064 XGB-064 XGA XGB XG XG final FALSE
Eubacterium_rectale_56927 XGA-064 XGC-064 XGA XGC XG XG final FALSE
Eubacterium_rectale_56927 XGB-001 XGC-001 XGB XGC XG XG initial FALSE
Eubacterium_rectale_56927 XGB-029 XGC-029 XGB XGC XG XG pre-abx FALSE
Eubacterium_rectale_56927 XGB-064 XGC-064 XGB XGC XG XG final FALSE
Eubacterium_rectale_56927 XHB-001 XHC-001 XHB XHC XH XH initial FALSE
Eubacterium_rectale_56927 XHB-029 XHC-029 XHB XHC XH XH pre-abx FALSE
Eubacterium_rectale_56927 XHB-036 XHC-036 XHB XHC XH XH post-abx FALSE
Eubacterium_rectale_56927 XHB-064 XHC-064 XHB XHC XH XH final FALSE
Eubacterium_rectale_56927 XIA-002 XIB-002 XIA XIB XI XI initial FALSE
Eubacterium_rectale_56927 XIA-002 XIC-008 XIA XIC XI XI initial FALSE
Eubacterium_rectale_56927 XIA-029 XIB-029 XIA XIB XI XI pre-abx FALSE
Eubacterium_rectale_56927 XIA-029 XIC-029 XIA XIC XI XI pre-abx FALSE
Eubacterium_rectale_56927 XIA-036 XIB-036 XIA XIB XI XI post-abx FALSE
Eubacterium_rectale_56927 XIA-036 XIC-036 XIA XIC XI XI post-abx FALSE
Eubacterium_rectale_56927 XIA-064 XIB-064 XIA XIB XI XI final FALSE
Eubacterium_rectale_56927 XIA-064 XIC-064 XIA XIC XI XI final FALSE
Eubacterium_rectale_56927 XIB-002 XIC-008 XIB XIC XI XI initial FALSE
Eubacterium_rectale_56927 XIB-029 XIC-029 XIB XIC XI XI pre-abx FALSE
Eubacterium_rectale_56927 XIB-036 XIC-036 XIB XIC XI XI post-abx FALSE
Eubacterium_rectale_56927 XIB-064 XIC-064 XIB XIC XI XI final FALSE
Eubacterium_rectale_56927 XKA-001 XKB-001 XKA XKB XK XK initial FALSE
Eubacterium_rectale_56927 XLA-029 XLB-029 XLA XLB XL XL pre-abx FALSE
Eubacterium_rectale_56927 XLA-036 XLB-036 XLA XLB XL XL post-abx FALSE
Eubacterium_rectale_56927 XLA-064 XLB-064 XLA XLB XL XL final FALSE
Eubacterium_rectale_56927 XMA-001 XMB-001 XMA XMB XM XM initial FALSE
Eubacterium_rectale_56927 XMA-029 XMB-029 XMA XMB XM XM pre-abx FALSE
Eubacterium_rectale_56927 XMA-064 XMB-064 XMA XMB XM XM final FALSE
Eubacterium_rectale_56927 XNA-036 XNB-036 XNA XNB XN XN post-abx FALSE
Eubacterium_rectale_56927 XOA-001 XOB-001 XOA XOB XO XO initial FALSE
Eubacterium_rectale_56927 XOA-029 XOB-028 XOA XOB XO XO pre-abx FALSE
Eubacterium_rectale_56927 XOA-036 XOB-036 XOA XOB XO XO post-abx FALSE
Eubacterium_rectale_56927 XOA-064 XOB-064 XOA XOB XO XO final FALSE
Eubacterium_rectale_56927 XPA-072 XPB-063 XPA XPB XP XP final FALSE
Eubacterium_rectale_56927 XQA-001 XQB-001 XQA XQB XQ XQ initial FALSE
Eubacterium_rectale_56927 XQA-029 XQB-029 XQA XQB XQ XQ pre-abx FALSE
Eubacterium_rectale_56927 XQA-036 XQB-036 XQA XQB XQ XQ post-abx FALSE
Eubacterium_rectale_56927 XQA-064 XQB-064 XQA XQB XQ XQ final FALSE
Eubacterium_rectale_56927 XRA-064 XRB-059 XRA XRB XR XR final FALSE
Eubacterium_rectale_56927 XSA-001 XSB-001 XSA XSB XS XS initial FALSE
Eubacterium_rectale_56927 XSA-029 XSB-029 XSA XSB XS XS pre-abx FALSE
Eubacterium_rectale_56927 XSA-036 XSB-036 XSA XSB XS XS post-abx FALSE
Eubacterium_rectale_56927 XSA-064 XSB-064 XSA XSB XS XS final FALSE
Eubacterium_rectale_56927 XTA-001 XTB-001 XTA XTB XT XT initial FALSE
Eubacterium_rectale_56927 XTA-029 XTB-028 XTA XTB XT XT initial FALSE
Eubacterium_rectale_56927 XTA-029 XTB-028 XTA XTB XT XT pre-abx FALSE
Eubacterium_rectale_56927 XTA-036 XTB-038 XTA XTB XT XT post-abx FALSE
Eubacterium_rectale_56927 XTA-064 XTB-065 XTA XTB XT XT final FALSE
Eubacterium_rectale_56927 XUA-001 XUB-001 XUA XUB XU XU initial FALSE
Eubacterium_rectale_56927 XUA-029 XUB-029 XUA XUB XU XU pre-abx FALSE
Eubacterium_rectale_56927 XUA-036 XUB-036 XUA XUB XU XU post-abx FALSE
Eubacterium_rectale_56927 XUA-064 XUB-064 XUA XUB XU XU final FALSE
Eubacterium_rectale_56927 YAB-001 YAC-001 YAB YAC YA YA initial FALSE
Eubacterium_rectale_56927 YAB-001 YAD-001 YAB YAD YA YA initial FALSE
Eubacterium_rectale_56927 YBA-004 YBB-029 YBA YBB YB YB pre-abx FALSE
Eubacterium_rectale_56927 YBA-004 YBC-001 YBA YBC YB YB initial FALSE
Eubacterium_rectale_56927 YBB-029 YBC-001 YBB YBC YB YB initial FALSE
Eubacterium_rectale_56927 YBB-029 YBC-001 YBB YBC YB YB pre-abx FALSE
Eubacterium_rectale_56927 YEA-004 YEC-005 YEA YEC YE YE initial FALSE
Eubacterium_rectale_56927 YEB-001 YEC-005 YEB YEC YE YE initial FALSE
Eubacterium_rectale_56927 ZAA-002 ZAB-002 ZAA ZAB ZA ZA initial FALSE
Eubacterium_rectale_56927 ZAA-002 ZAC-263 ZAA ZAC ZA ZA final FALSE
Eubacterium_rectale_56927 ZAA-002 ZAC-263 ZAA ZAC ZA ZA initial FALSE
Eubacterium_rectale_56927 ZAB-002 ZAC-263 ZAB ZAC ZA ZA final FALSE
Eubacterium_rectale_56927 ZAB-002 ZAC-263 ZAB ZAC ZA ZA initial FALSE
Eubacterium_rectale_56927 ZCA-001 ZCB-001 ZCA ZCB ZC ZC initial FALSE
Eubacterium_rectale_56927 ZDA-001 ZDB-001 ZDA ZDB ZD ZD initial TRUE
Eubacterium_rectale_56927 ZEA-001 ZEB-001 ZEA ZEB ZE ZE initial FALSE
Eubacterium_rectale_56927 ZEA-001 ZEC-001 ZEA ZEC ZE ZE initial FALSE
Eubacterium_rectale_56927 ZEB-001 ZEC-001 ZEB ZEC ZE ZE initial FALSE
Eubacterium_siraeum_57634 XEA-064 XEB-064 XEA XEB XE XE final TRUE
Eubacterium_siraeum_57634 XFA-001 XFB-001 XFA XFB XF XF initial TRUE
Eubacterium_siraeum_57634 XFA-029 XFB-029 XFA XFB XF XF pre-abx TRUE
Eubacterium_siraeum_57634 XQA-001 XQB-001 XQA XQB XQ XQ initial TRUE
Eubacterium_siraeum_57634 XQA-029 XQB-029 XQA XQB XQ XQ pre-abx TRUE
Eubacterium_siraeum_57634 XQA-064 XQB-064 XQA XQB XQ XQ final TRUE
Eubacterium_siraeum_57634 XVA-001 XVB-001 XVA XVB XV XV initial TRUE
Eubacterium_siraeum_57634 XVA-036 XVB-036 XVA XVB XV XV post-abx TRUE
Eubacterium_siraeum_57634 ZEA-001 ZEC-001 ZEA ZEC ZE ZE initial FALSE
Eubacterium_ventriosum_61474 XAA-002 XAD-003 XAA XAD XA XA initial FALSE
Eubacterium_ventriosum_61474 XFA-001 XFB-001 XFA XFB XF XF initial FALSE
Eubacterium_ventriosum_61474 XGA-001 XGC-001 XGA XGC XG XG initial FALSE
Eubacterium_ventriosum_61474 XGA-064 XGC-064 XGA XGC XG XG final FALSE
Eubacterium_ventriosum_61474 XIA-029 XIC-029 XIA XIC XI XI pre-abx TRUE
Eubacterium_ventriosum_61474 XIA-064 XIC-064 XIA XIC XI XI final TRUE
Eubacterium_ventriosum_61474 XOA-036 XOB-036 XOA XOB XO XO post-abx FALSE
Eubacterium_ventriosum_61474 XUA-064 XUB-064 XUA XUB XU XU final FALSE
Eubacterium_ventriosum_61474 YEB-001 YEC-005 YEB YEC YE YE initial FALSE
Faecalibacterium_cf_62236 XCA-029 XCB-029 XCA XCB XC XC pre-abx FALSE
Faecalibacterium_cf_62236 XCA-064 XCB-064 XCA XCB XC XC final FALSE
Faecalibacterium_cf_62236 XDA-064 XDB-064 XDA XDB XD XD final TRUE
Faecalibacterium_cf_62236 XGA-029 XGB-029 XGA XGB XG XG pre-abx TRUE
Faecalibacterium_cf_62236 XGA-036 XGB-036 XGA XGB XG XG post-abx TRUE
Faecalibacterium_cf_62236 XGA-064 XGB-064 XGA XGB XG XG final TRUE
Faecalibacterium_cf_62236 XGB-029 XGC-029 XGB XGC XG XG pre-abx FALSE
Faecalibacterium_cf_62236 XGB-036 XGC-037 XGB XGC XG XG post-abx FALSE
Faecalibacterium_cf_62236 XGB-064 XGC-064 XGB XGC XG XG final FALSE
Faecalibacterium_cf_62236 XHA-003 XHC-001 XHA XHC XH XH initial FALSE
Faecalibacterium_cf_62236 XHA-029 XHC-029 XHA XHC XH XH pre-abx FALSE
Faecalibacterium_cf_62236 XHA-036 XHC-036 XHA XHC XH XH post-abx FALSE
Faecalibacterium_cf_62236 XHA-064 XHB-064 XHA XHB XH XH final FALSE
Faecalibacterium_cf_62236 XHA-064 XHC-064 XHA XHC XH XH final FALSE
Faecalibacterium_cf_62236 XHB-001 XHC-001 XHB XHC XH XH initial TRUE
Faecalibacterium_cf_62236 XHB-029 XHC-029 XHB XHC XH XH pre-abx TRUE
Faecalibacterium_cf_62236 XHB-064 XHC-064 XHB XHC XH XH final TRUE
Faecalibacterium_cf_62236 XJA-029 XJB-029 XJA XJB XJ XJ pre-abx TRUE
Faecalibacterium_cf_62236 XJA-064 XJB-064 XJA XJB XJ XJ final TRUE
Faecalibacterium_cf_62236 XLA-001 XLB-001 XLA XLB XL XL initial TRUE
Faecalibacterium_cf_62236 XLA-029 XLB-029 XLA XLB XL XL pre-abx FALSE
Faecalibacterium_cf_62236 XLA-036 XLB-036 XLA XLB XL XL post-abx FALSE
Faecalibacterium_cf_62236 XLA-064 XLB-064 XLA XLB XL XL final FALSE
Faecalibacterium_cf_62236 XOA-001 XOB-001 XOA XOB XO XO initial FALSE
Faecalibacterium_cf_62236 XOA-029 XOB-028 XOA XOB XO XO initial FALSE
Faecalibacterium_cf_62236 XOA-036 XOB-036 XOA XOB XO XO post-abx FALSE
Faecalibacterium_cf_62236 XOA-064 XOB-064 XOA XOB XO XO final FALSE
Faecalibacterium_cf_62236 XPA-072 XPB-063 XPA XPB XP XP final FALSE
Faecalibacterium_cf_62236 XQA-001 XQB-001 XQA XQB XQ XQ initial FALSE
Faecalibacterium_cf_62236 XQA-029 XQB-029 XQA XQB XQ XQ pre-abx TRUE
Faecalibacterium_cf_62236 XRA-001 XRB-002 XRA XRB XR XR initial FALSE
Faecalibacterium_cf_62236 XRA-029 XRB-029 XRA XRB XR XR pre-abx FALSE
Faecalibacterium_cf_62236 XRA-036 XRB-036 XRA XRB XR XR post-abx FALSE
Faecalibacterium_cf_62236 XRA-064 XRB-059 XRA XRB XR XR final FALSE
Faecalibacterium_cf_62236 XSA-001 XSB-001 XSA XSB XS XS initial FALSE
Faecalibacterium_cf_62236 XSA-029 XSB-029 XSA XSB XS XS pre-abx FALSE
Faecalibacterium_cf_62236 XSA-064 XSB-064 XSA XSB XS XS final FALSE
Faecalibacterium_cf_62236 YEA-004 YEB-001 YEA YEB YE YE initial FALSE
Faecalibacterium_cf_62236 YEA-004 YEC-005 YEA YEC YE YE initial FALSE
Faecalibacterium_prausnitzii_57453 XAA-002 XAC-002 XAA XAC XA XA initial FALSE
Faecalibacterium_prausnitzii_57453 XAA-029 XAC-029 XAA XAC XA XA pre-abx FALSE
Faecalibacterium_prausnitzii_57453 XCA-001 XCB-001 XCA XCB XC XC initial FALSE
Faecalibacterium_prausnitzii_57453 XCA-029 XCB-029 XCA XCB XC XC pre-abx FALSE
Faecalibacterium_prausnitzii_57453 XCA-036 XCB-036 XCA XCB XC XC post-abx FALSE
Faecalibacterium_prausnitzii_57453 XCA-064 XCB-064 XCA XCB XC XC final FALSE
Faecalibacterium_prausnitzii_57453 XEA-001 XEB-001 XEA XEB XE XE initial FALSE
Faecalibacterium_prausnitzii_57453 XEA-029 XEB-029 XEA XEB XE XE pre-abx FALSE
Faecalibacterium_prausnitzii_57453 XFA-001 XFB-001 XFA XFB XF XF initial FALSE
Faecalibacterium_prausnitzii_57453 XFA-029 XFB-029 XFA XFB XF XF pre-abx FALSE
Faecalibacterium_prausnitzii_57453 XFA-064 XFB-064 XFA XFB XF XF final FALSE
Faecalibacterium_prausnitzii_57453 XGA-001 XGC-001 XGA XGC XG XG initial TRUE
Faecalibacterium_prausnitzii_57453 XGA-029 XGB-029 XGA XGB XG XG pre-abx FALSE
Faecalibacterium_prausnitzii_57453 XGA-029 XGC-029 XGA XGC XG XG pre-abx TRUE
Faecalibacterium_prausnitzii_57453 XGA-036 XGB-036 XGA XGB XG XG post-abx FALSE
Faecalibacterium_prausnitzii_57453 XGA-036 XGC-037 XGA XGC XG XG post-abx TRUE
Faecalibacterium_prausnitzii_57453 XGA-064 XGB-064 XGA XGB XG XG final TRUE
Faecalibacterium_prausnitzii_57453 XGA-064 XGC-064 XGA XGC XG XG final TRUE
Faecalibacterium_prausnitzii_57453 XGB-001 XGC-001 XGB XGC XG XG initial FALSE
Faecalibacterium_prausnitzii_57453 XGB-029 XGC-029 XGB XGC XG XG pre-abx FALSE
Faecalibacterium_prausnitzii_57453 XGB-036 XGC-037 XGB XGC XG XG post-abx FALSE
Faecalibacterium_prausnitzii_57453 XGB-064 XGC-064 XGB XGC XG XG final FALSE
Faecalibacterium_prausnitzii_57453 XIA-002 XIC-008 XIA XIC XI XI initial FALSE
Faecalibacterium_prausnitzii_57453 XIA-029 XIC-029 XIA XIC XI XI pre-abx FALSE
Faecalibacterium_prausnitzii_57453 XIA-036 XIC-036 XIA XIC XI XI post-abx FALSE
Faecalibacterium_prausnitzii_57453 XIA-064 XIC-064 XIA XIC XI XI final FALSE
Faecalibacterium_prausnitzii_57453 XIB-002 XIC-008 XIB XIC XI XI initial TRUE
Faecalibacterium_prausnitzii_57453 XIB-029 XIC-029 XIB XIC XI XI pre-abx TRUE
Faecalibacterium_prausnitzii_57453 XIB-036 XIC-036 XIB XIC XI XI post-abx TRUE
Faecalibacterium_prausnitzii_57453 XIB-064 XIC-064 XIB XIC XI XI final TRUE
Faecalibacterium_prausnitzii_57453 XKA-001 XKB-001 XKA XKB XK XK initial FALSE
Faecalibacterium_prausnitzii_57453 XKA-029 XKB-029 XKA XKB XK XK pre-abx FALSE
Faecalibacterium_prausnitzii_57453 XMA-001 XMB-001 XMA XMB XM XM initial FALSE
Faecalibacterium_prausnitzii_57453 XMA-029 XMB-029 XMA XMB XM XM pre-abx FALSE
Faecalibacterium_prausnitzii_57453 XMA-064 XMB-064 XMA XMB XM XM final FALSE
Faecalibacterium_prausnitzii_57453 XQA-029 XQB-029 XQA XQB XQ XQ pre-abx FALSE
Faecalibacterium_prausnitzii_57453 XQA-064 XQB-064 XQA XQB XQ XQ final FALSE
Faecalibacterium_prausnitzii_57453 XRA-064 XRB-059 XRA XRB XR XR final FALSE
Faecalibacterium_prausnitzii_57453 XRA-064 XRB-059 XRA XRB XR XR post-abx FALSE
Faecalibacterium_prausnitzii_57453 XSA-001 XSB-001 XSA XSB XS XS initial FALSE
Faecalibacterium_prausnitzii_57453 XSA-029 XSB-029 XSA XSB XS XS pre-abx FALSE
Faecalibacterium_prausnitzii_57453 XUA-001 XUB-001 XUA XUB XU XU initial TRUE
Faecalibacterium_prausnitzii_57453 XUA-029 XUB-029 XUA XUB XU XU pre-abx TRUE
Faecalibacterium_prausnitzii_57453 XUA-036 XUB-036 XUA XUB XU XU post-abx TRUE
Faecalibacterium_prausnitzii_57453 XUA-064 XUB-064 XUA XUB XU XU final TRUE
Faecalibacterium_prausnitzii_57453 XVA-001 XVB-001 XVA XVB XV XV initial FALSE
Faecalibacterium_prausnitzii_57453 XVA-029 XVB-027 XVA XVB XV XV initial FALSE
Faecalibacterium_prausnitzii_57453 XVA-064 XVB-064 XVA XVB XV XV final FALSE
Faecalibacterium_prausnitzii_57453 YAB-001 YAC-001 YAB YAC YA YA initial FALSE
Faecalibacterium_prausnitzii_57453 YAB-001 YAD-001 YAB YAD YA YA initial FALSE
Faecalibacterium_prausnitzii_57453 YEB-001 YEC-005 YEB YEC YE YE initial FALSE
Faecalibacterium_prausnitzii_57453 ZAA-002 ZAB-002 ZAA ZAB ZA ZA initial FALSE
Faecalibacterium_prausnitzii_57453 ZAA-002 ZAC-263 ZAA ZAC ZA ZA final FALSE
Faecalibacterium_prausnitzii_57453 ZAB-002 ZAC-263 ZAB ZAC ZA ZA final FALSE
Faecalibacterium_prausnitzii_57453 ZAB-002 ZAC-263 ZAB ZAC ZA ZA initial FALSE
Faecalibacterium_prausnitzii_57453 ZEA-001 ZEB-001 ZEA ZEB ZE ZE initial FALSE
Faecalibacterium_prausnitzii_57453 ZEB-001 ZEC-001 ZEB ZEC ZE ZE initial FALSE
Faecalibacterium_prausnitzii_61481 XCA-001 XCB-001 XCA XCB XC XC initial FALSE
Faecalibacterium_prausnitzii_61481 XCA-029 XCB-029 XCA XCB XC XC pre-abx FALSE
Faecalibacterium_prausnitzii_61481 XCA-036 XCB-036 XCA XCB XC XC post-abx FALSE
Faecalibacterium_prausnitzii_61481 XCA-064 XCB-064 XCA XCB XC XC final FALSE
Faecalibacterium_prausnitzii_61481 XEA-001 XEB-001 XEA XEB XE XE initial FALSE
Faecalibacterium_prausnitzii_61481 XEA-029 XEB-029 XEA XEB XE XE pre-abx FALSE
Faecalibacterium_prausnitzii_61481 XFA-001 XFB-001 XFA XFB XF XF initial FALSE
Faecalibacterium_prausnitzii_61481 XFA-029 XFB-029 XFA XFB XF XF pre-abx FALSE
Faecalibacterium_prausnitzii_61481 XGA-001 XGC-001 XGA XGC XG XG initial TRUE
Faecalibacterium_prausnitzii_61481 XGA-029 XGC-029 XGA XGC XG XG pre-abx TRUE
Faecalibacterium_prausnitzii_61481 XGA-064 XGC-064 XGA XGC XG XG final TRUE
Faecalibacterium_prausnitzii_61481 XHB-001 XHC-001 XHB XHC XH XH initial TRUE
Faecalibacterium_prausnitzii_61481 XHB-029 XHC-029 XHB XHC XH XH pre-abx TRUE
Faecalibacterium_prausnitzii_61481 XHB-064 XHC-064 XHB XHC XH XH final FALSE
Faecalibacterium_prausnitzii_61481 XMA-029 XMB-029 XMA XMB XM XM pre-abx FALSE
Faecalibacterium_prausnitzii_61481 XNA-001 XNB-001 XNA XNB XN XN initial FALSE
Faecalibacterium_prausnitzii_61481 XNA-029 XNB-029 XNA XNB XN XN pre-abx FALSE
Faecalibacterium_prausnitzii_61481 XOA-029 XOB-028 XOA XOB XO XO initial FALSE
Faecalibacterium_prausnitzii_61481 XQA-001 XQB-001 XQA XQB XQ XQ initial FALSE
Faecalibacterium_prausnitzii_61481 XQA-029 XQB-029 XQA XQB XQ XQ pre-abx FALSE
Faecalibacterium_prausnitzii_61481 XQA-064 XQB-064 XQA XQB XQ XQ final FALSE
Faecalibacterium_prausnitzii_61481 XRA-001 XRB-002 XRA XRB XR XR initial FALSE
Faecalibacterium_prausnitzii_61481 XRA-029 XRB-029 XRA XRB XR XR pre-abx FALSE
Faecalibacterium_prausnitzii_61481 XRA-036 XRB-036 XRA XRB XR XR post-abx FALSE
Faecalibacterium_prausnitzii_61481 XRA-064 XRB-059 XRA XRB XR XR final FALSE
Faecalibacterium_prausnitzii_61481 XRA-064 XRB-059 XRA XRB XR XR post-abx FALSE
Faecalibacterium_prausnitzii_61481 XSA-001 XSB-001 XSA XSB XS XS initial FALSE
Faecalibacterium_prausnitzii_61481 XSA-029 XSB-029 XSA XSB XS XS pre-abx FALSE
Faecalibacterium_prausnitzii_61481 XTA-029 XTB-028 XTA XTB XT XT pre-abx FALSE
Faecalibacterium_prausnitzii_61481 XUA-029 XUB-029 XUA XUB XU XU pre-abx FALSE
Faecalibacterium_prausnitzii_61481 XVA-001 XVB-001 XVA XVB XV XV initial FALSE
Faecalibacterium_prausnitzii_61481 XVA-029 XVB-027 XVA XVB XV XV pre-abx FALSE
Faecalibacterium_prausnitzii_61481 XVA-064 XVB-064 XVA XVB XV XV final FALSE
Faecalibacterium_prausnitzii_61481 YAB-001 YAC-001 YAB YAC YA YA initial FALSE
Faecalibacterium_prausnitzii_61481 YAB-001 YAD-001 YAB YAD YA YA initial FALSE
Faecalibacterium_prausnitzii_61481 YAC-001 YAD-001 YAC YAD YA YA initial FALSE
Faecalibacterium_prausnitzii_61481 YBA-004 YBB-029 YBA YBB YB YB initial FALSE
Faecalibacterium_prausnitzii_61481 YBA-004 YBC-001 YBA YBC YB YB initial FALSE
Faecalibacterium_prausnitzii_61481 YBB-029 YBC-001 YBB YBC YB YB initial TRUE
Faecalibacterium_prausnitzii_61481 YEA-004 YEB-001 YEA YEB YE YE initial FALSE
Faecalibacterium_prausnitzii_61481 YEA-004 YEC-005 YEA YEC YE YE initial FALSE
Faecalibacterium_prausnitzii_61481 YEB-001 YEC-005 YEB YEC YE YE initial FALSE
Faecalibacterium_prausnitzii_61481 ZAA-002 ZAC-263 ZAA ZAC ZA ZA final FALSE
Faecalibacterium_prausnitzii_61481 ZCA-001 ZCB-001 ZCA ZCB ZC ZC initial TRUE
Faecalibacterium_prausnitzii_61481 ZEA-001 ZEB-001 ZEA ZEB ZE ZE initial FALSE
Faecalibacterium_prausnitzii_61481 ZEA-001 ZEC-001 ZEA ZEC ZE ZE initial FALSE
Faecalibacterium_prausnitzii_61481 ZEB-001 ZEC-001 ZEB ZEC ZE ZE initial FALSE
