site_id after before
2304964 0 1
2305346 0 1
2310962 0 1
2311091 0 1
2311139 0 1
2311202 0 1
2311211 0 1
2311229 0.111 1
2311235 0 1
2311238 0 1
2311250 0 1
2311274 0 1
2311622 1 0.125
2311631 0 1
2311730 0 1
2311808 1 0
2312165 1 0
2312207 1 0
2312219 1 0
2312239 0 1
2312273 1 0
2312336 1 0
2312359 1 0
2312398 1 0
2312420 1 0
2312426 1 0
2312429 1 0
2312444 1 0
2312447 1 0
2312645 1 0
2313182 0 1
2313575 1 0.167
2313578 1 0.167
2313581 1 0.167
2317926 1 0
2318265 1 0
2318325 1 0
2318418 1 0
2318444 1 0
2318578 1 0
2318652 1 0
2318665 1 0
2318668 1 0
2318671 1 0
2318674 1 0
2318680 1 0
2318742 1 0
2318782 1 0
2318783 1 0
2318792 1 0
2318800 1 0
2318992 1 0
2319109 1 0
2319229 1 0
2319241 1 0
2319361 1 0
2319871 1 0
2319943 1 0
2319970 1 0
2319988 1 0
2322317 1 0
2348748 1 0
2348820 0 1
2348823 0 1
2348841 0 1
2348853 0 1
2349102 1 0.158
2349462 1 0
2349468 1 0
2349477 1 0
2349486 0 1
2349513 1 0.05
2349516 1 0.05
2349519 1 0.0556
2349897 0.0196 0.833
2349900 0.0204 0.833
2349910 0.0196 1
2350125 0 1
2350164 0 1
2350242 1 0.143
2350248 1 0.167
2350545 1 0.167
2350707 1 0.143
2350709 1 0.158
2351021 0 1
2351574 1 0.0938
2351592 1 0.1
2351619 1 0.143
2351637 1 0.125
2356291 0 1
2356538 0.111 1
2356616 0 1
2356625 0 1
2356741 0 0.9
2356742 0 1
2374167 0 1
2374172 0 1
2374176 0 1
2374177 0 1
2374414 0 1
2374469 0 1
2374777 0 1
2374901 0 1
2375410 0 1
2375428 0 1
2375601 0 1
2375645 0 1
2375716 0 1
2375836 0 1
2375894 0 1
2375907 0 1
2375965 0 1
2375977 0 1
2376244 1 0.1
2376322 1 0.125
2376351 1 0.182
2377816 1 0.158
2377875 1 0.158
2378040 0 1
2378042 0 1
2393985 0 1
2393989 0 1
2394060 1 0.0417
2395919 0 1
2395931 0 1
2395933 0 1
2395945 0 1
2395985 0 1
2396255 0 1
2396264 0 1
2396267 0 1
2396276 0.0098 1
2396279 0 1
2396330 0 1
2396336 0 1
2396422 0 1
2396553 0 1
2396561 0.04 1
2396586 0 1
2396600 0 1
2396721 0.00826 1
2396742 0 1
2396753 0 1
2403233 0 1
2403939 0 1
2406357 1 0
2408348 0 1
2408352 0 1
2408354 0 1
