sample	subject	hh	timepoint	species_id	relative_abundance	totalReads	speciesColonizedTransientlyMain	speciesColonizedTransientlyAll	timeOfRecoveryColonizationTurnover	typeOfRecoveryColonizationTurnover	r	K	tstar	closest_t_before_tstar	closest_t_after_star	inferred_tau	inferred_f0	Reason	tstarTimepoint	timepointIndex	timepointIndexTstar	lastUndetectableTimepointIndexBeforeTstar	lastUndetectableTimepointBeforeTstar	lastTimepointBeforeTstar	numTimepointsToReachK	timeIntervalToReachK
XQA-029	XQA	XQ	29	Clostridiales_bacterium_43336	8.69519136328e-06	251304	TRUE	TRUE	37	new species	3.69358	0.000516109	36.9945	36	37	35	3.26133e-07	SUCCESS	37	10	18	16	35	36	2	2
XQA-030	XQA	XQ	30	Clostridiales_bacterium_43336	0	27004	TRUE	TRUE	37	new species	3.69358	0.000516109	36.9945	36	37	35	3.26133e-07	SUCCESS	37	11	18	16	35	36	2	2
XQA-031	XQA	XQ	31	Clostridiales_bacterium_43336	0	26981	TRUE	TRUE	37	new species	3.69358	0.000516109	36.9945	36	37	35	3.26133e-07	SUCCESS	37	12	18	16	35	36	2	2
XQA-032	XQA	XQ	32	Clostridiales_bacterium_43336	0	5460	TRUE	TRUE	37	new species	3.69358	0.000516109	36.9945	36	37	35	3.26133e-07	SUCCESS	37	13	18	16	35	36	2	2
XQA-033	XQA	XQ	33	Clostridiales_bacterium_43336	0	9675	TRUE	TRUE	37	new species	3.69358	0.000516109	36.9945	36	37	35	3.26133e-07	SUCCESS	37	14	18	16	35	36	2	2
XQA-034	XQA	XQ	34	Clostridiales_bacterium_43336	0	7023	TRUE	TRUE	37	new species	3.69358	0.000516109	36.9945	36	37	35	3.26133e-07	SUCCESS	37	15	18	16	35	36	2	2
XQA-035	XQA	XQ	35	Clostridiales_bacterium_43336	0	19783	TRUE	TRUE	37	new species	3.69358	0.000516109	36.9945	36	37	35	3.26133e-07	SUCCESS	37	16	18	16	35	36	2	2
XQA-036	XQA	XQ	36	Clostridiales_bacterium_43336	1.24109530728e-05	93383	TRUE	TRUE	37	new species	3.69358	0.000516109	36.9945	36	37	35	3.26133e-07	SUCCESS	37	17	18	16	35	36	2	2
XQA-037	XQA	XQ	37	Clostridiales_bacterium_43336	0.00115745830959	53875	TRUE	TRUE	37	new species	3.69358	0.000516109	36.9945	36	37	35	3.26133e-07	SUCCESS	37	18	18	16	35	36	2	2
XQA-038	XQA	XQ	38	Clostridiales_bacterium_43336	0.00165897439308	40573	TRUE	TRUE	37	new species	3.69358	0.000516109	36.9945	36	37	35	3.26133e-07	SUCCESS	37	19	18	16	35	36	2	2
XQA-039	XQA	XQ	39	Clostridiales_bacterium_43336	0.000658133752079	29090	TRUE	TRUE	37	new species	3.69358	0.000516109	36.9945	36	37	35	3.26133e-07	SUCCESS	37	20	18	16	35	36	2	2
XQA-040	XQA	XQ	40	Clostridiales_bacterium_43336	0.000355190269705	26551	TRUE	TRUE	37	new species	3.69358	0.000516109	36.9945	36	37	35	3.26133e-07	SUCCESS	37	21	18	16	35	36	2	2
XQA-043	XQA	XQ	43	Clostridiales_bacterium_43336	7.78358394518e-05	14512	TRUE	TRUE	37	new species	3.69358	0.000516109	36.9945	36	37	35	3.26133e-07	SUCCESS	37	22	18	16	35	36	2	2
XQA-050	XQA	XQ	50	Clostridiales_bacterium_43336	0	20040	TRUE	TRUE	37	new species	3.69358	0.000516109	36.9945	36	37	35	3.26133e-07	SUCCESS	37	23	18	16	35	36	2	2
XQA-057	XQA	XQ	57	Clostridiales_bacterium_43336	0	11885	TRUE	TRUE	37	new species	3.69358	0.000516109	36.9945	36	37	35	3.26133e-07	SUCCESS	37	24	18	16	35	36	2	2
XQA-064	XQA	XQ	64	Clostridiales_bacterium_43336	2.1354918731e-05	329940	TRUE	TRUE	37	new species	3.69358	0.000516109	36.9945	36	37	35	3.26133e-07	SUCCESS	37	25	18	16	35	36	2	2
XQA-133	XQA	XQ	133	Clostridiales_bacterium_43336	6.58194137076e-05	67825	TRUE	TRUE	37	new species	3.69358	0.000516109	36.9945	36	37	35	3.26133e-07	SUCCESS	37	26	18	16	35	36	2	2
XQA-244	XQA	XQ	244	Clostridiales_bacterium_43336	1.612522643e-05	54891	TRUE	TRUE	37	new species	3.69358	0.000516109	36.9945	36	37	35	3.26133e-07	SUCCESS	37	27	18	16	35	36	2	2
XQA-351	XQA	XQ	351	Clostridiales_bacterium_43336	0	5600	TRUE	TRUE	37	new species	3.69358	0.000516109	36.9945	36	37	35	3.26133e-07	SUCCESS	37	28	18	16	35	36	2	2
XQA-455	XQA	XQ	455	Clostridiales_bacterium_43336	8.08779891175e-05	16640	TRUE	TRUE	37	new species	3.69358	0.000516109	36.9945	36	37	35	3.26133e-07	SUCCESS	37	29	18	16	35	36	2	2
XQA-532	XQA	XQ	532	Clostridiales_bacterium_43336	0	26809	TRUE	TRUE	37	new species	3.69358	0.000516109	36.9945	36	37	35	3.26133e-07	SUCCESS	37	30	18	16	35	36	2	2
XQA-648	XQA	XQ	648	Clostridiales_bacterium_43336	0.000189567034306	20524	TRUE	TRUE	37	new species	3.69358	0.000516109	36.9945	36	37	35	3.26133e-07	SUCCESS	37	31	18	16	35	36	2	2
XQA-001	XQA	XQ	1	Clostridiales_bacterium_56470	0.000465481590011	102543	NA	NA	35	unknown strain	3.12301	0.00321363	32.6457	32	33	31	1.85316e-05	SUCCESS	33	1	14	12	31	32	2	2
XQA-009	XQA	XQ	9	Clostridiales_bacterium_56470	0.000169625187687	17324	NA	NA	35	unknown strain	3.12301	0.00321363	32.6457	32	33	31	1.85316e-05	SUCCESS	33	2	14	12	31	32	2	2
XQA-015	XQA	XQ	15	Clostridiales_bacterium_56470	0.000595311539669	26689	NA	NA	35	unknown strain	3.12301	0.00321363	32.6457	32	33	31	1.85316e-05	SUCCESS	33	3	14	12	31	32	2	2
XQA-022	XQA	XQ	22	Clostridiales_bacterium_56470	0.00120450698709	39325	NA	NA	35	unknown strain	3.12301	0.00321363	32.6457	32	33	31	1.85316e-05	SUCCESS	33	4	14	12	31	32	2	2
XQA-024	XQA	XQ	24	Clostridiales_bacterium_56470	0.00150394180514	16970	NA	NA	35	unknown strain	3.12301	0.00321363	32.6457	32	33	31	1.85316e-05	SUCCESS	33	5	14	12	31	32	2	2
XQA-025	XQA	XQ	25	Clostridiales_bacterium_56470	0.00117124528187	17876	NA	NA	35	unknown strain	3.12301	0.00321363	32.6457	32	33	31	1.85316e-05	SUCCESS	33	6	14	12	31	32	2	2
XQA-026	XQA	XQ	26	Clostridiales_bacterium_56470	0.000160193599092	9156	NA	NA	35	unknown strain	3.12301	0.00321363	32.6457	32	33	31	1.85316e-05	SUCCESS	33	7	14	12	31	32	2	2
XQA-027	XQA	XQ	27	Clostridiales_bacterium_56470	0.000458849079876	12437	NA	NA	35	unknown strain	3.12301	0.00321363	32.6457	32	33	31	1.85316e-05	SUCCESS	33	8	14	12	31	32	2	2
XQA-028	XQA	XQ	28	Clostridiales_bacterium_56470	0.000166765247707	17723	NA	NA	35	unknown strain	3.12301	0.00321363	32.6457	32	33	31	1.85316e-05	SUCCESS	33	9	14	12	31	32	2	2
XQA-029	XQA	XQ	29	Clostridiales_bacterium_56470	0.00032080804551	251304	NA	NA	35	unknown strain	3.12301	0.00321363	32.6457	32	33	31	1.85316e-05	SUCCESS	33	10	14	12	31	32	2	2
XQA-030	XQA	XQ	30	Clostridiales_bacterium_56470	0.00104254467474	27004	NA	NA	35	unknown strain	3.12301	0.00321363	32.6457	32	33	31	1.85316e-05	SUCCESS	33	11	14	12	31	32	2	2
XQA-031	XQA	XQ	31	Clostridiales_bacterium_56470	0	26981	NA	NA	35	unknown strain	3.12301	0.00321363	32.6457	32	33	31	1.85316e-05	SUCCESS	33	12	14	12	31	32	2	2
XQA-032	XQA	XQ	32	Clostridiales_bacterium_56470	0.000434633557208	5460	NA	NA	35	unknown strain	3.12301	0.00321363	32.6457	32	33	31	1.85316e-05	SUCCESS	33	13	14	12	31	32	2	2
XQA-033	XQA	XQ	33	Clostridiales_bacterium_56470	0.00355479250853	9675	NA	NA	35	unknown strain	3.12301	0.00321363	32.6457	32	33	31	1.85316e-05	SUCCESS	33	14	14	12	31	32	2	2
XQA-034	XQA	XQ	34	Clostridiales_bacterium_56470	0.016572596082	7023	NA	NA	35	unknown strain	3.12301	0.00321363	32.6457	32	33	31	1.85316e-05	SUCCESS	33	15	14	12	31	32	2	2
XQA-035	XQA	XQ	35	Clostridiales_bacterium_56470	0.0135409789878	19783	NA	NA	35	unknown strain	3.12301	0.00321363	32.6457	32	33	31	1.85316e-05	SUCCESS	33	16	14	12	31	32	2	2
XQA-036	XQA	XQ	36	Clostridiales_bacterium_56470	0.008167064929	93383	NA	NA	35	unknown strain	3.12301	0.00321363	32.6457	32	33	31	1.85316e-05	SUCCESS	33	17	14	12	31	32	2	2
XQA-037	XQA	XQ	37	Clostridiales_bacterium_56470	0.00606560337704	53875	NA	NA	35	unknown strain	3.12301	0.00321363	32.6457	32	33	31	1.85316e-05	SUCCESS	33	18	14	12	31	32	2	2
XQA-038	XQA	XQ	38	Clostridiales_bacterium_56470	0.00268458257952	40573	NA	NA	35	unknown strain	3.12301	0.00321363	32.6457	32	33	31	1.85316e-05	SUCCESS	33	19	14	12	31	32	2	2
XQA-039	XQA	XQ	39	Clostridiales_bacterium_56470	0.00298673996285	29090	NA	NA	35	unknown strain	3.12301	0.00321363	32.6457	32	33	31	1.85316e-05	SUCCESS	33	20	14	12	31	32	2	2
XQA-040	XQA	XQ	40	Clostridiales_bacterium_56470	0.00124640877512	26551	NA	NA	35	unknown strain	3.12301	0.00321363	32.6457	32	33	31	1.85316e-05	SUCCESS	33	21	14	12	31	32	2	2
XQA-043	XQA	XQ	43	Clostridiales_bacterium_56470	0.00103603335767	14512	NA	NA	35	unknown strain	3.12301	0.00321363	32.6457	32	33	31	1.85316e-05	SUCCESS	33	22	14	12	31	32	2	2
XQA-050	XQA	XQ	50	Clostridiales_bacterium_56470	0.000287489098057	20040	NA	NA	35	unknown strain	3.12301	0.00321363	32.6457	32	33	31	1.85316e-05	SUCCESS	33	23	14	12	31	32	2	2
XQA-057	XQA	XQ	57	Clostridiales_bacterium_56470	0	11885	NA	NA	35	unknown strain	3.12301	0.00321363	32.6457	32	33	31	1.85316e-05	SUCCESS	33	24	14	12	31	32	2	2
XQA-064	XQA	XQ	64	Clostridiales_bacterium_56470	0.000305396791493	329940	NA	NA	35	unknown strain	3.12301	0.00321363	32.6457	32	33	31	1.85316e-05	SUCCESS	33	25	14	12	31	32	2	2
XQA-133	XQA	XQ	133	Clostridiales_bacterium_56470	0.00135609092972	67825	NA	NA	35	unknown strain	3.12301	0.00321363	32.6457	32	33	31	1.85316e-05	SUCCESS	33	26	14	12	31	32	2	2
XQA-244	XQA	XQ	244	Clostridiales_bacterium_56470	0.000315628000027	54891	NA	NA	35	unknown strain	3.12301	0.00321363	32.6457	32	33	31	1.85316e-05	SUCCESS	33	27	14	12	31	32	2	2
XQA-351	XQA	XQ	351	Clostridiales_bacterium_56470	0.00057349500438	5600	NA	NA	35	unknown strain	3.12301	0.00321363	32.6457	32	33	31	1.85316e-05	SUCCESS	33	28	14	12	31	32	2	2
XQA-455	XQA	XQ	455	Clostridiales_bacterium_56470	0.000177449318901	16640	NA	NA	35	unknown strain	3.12301	0.00321363	32.6457	32	33	31	1.85316e-05	SUCCESS	33	29	14	12	31	32	2	2
XQA-532	XQA	XQ	532	Clostridiales_bacterium_56470	0.000901047287528	26809	NA	NA	35	unknown strain	3.12301	0.00321363	32.6457	32	33	31	1.85316e-05	SUCCESS	33	30	14	12	31	32	2	2
XQA-648	XQA	XQ	648	Clostridiales_bacterium_56470	0.000143910489889	20524	NA	NA	35	unknown strain	3.12301	0.00321363	32.6457	32	33	31	1.85316e-05	SUCCESS	33	31	14	12	31	32	2	2
XQA-001	XQA	XQ	1	Collinsella_sp_60729	0.00122224857319	102543	NA	NA	38	unknown strain	1.03821	0.00184676	39.5334	39	40	35	1.66857e-05	SUCCESS	40	1	21	16	35	39	5	5
XQA-009	XQA	XQ	9	Collinsella_sp_60729	0.000616515657708	17324	NA	NA	38	unknown strain	1.03821	0.00184676	39.5334	39	40	35	1.66857e-05	SUCCESS	40	2	21	16	35	39	5	5
XQA-015	XQA	XQ	15	Collinsella_sp_60729	0.00172867086404	26689	NA	NA	38	unknown strain	1.03821	0.00184676	39.5334	39	40	35	1.66857e-05	SUCCESS	40	3	21	16	35	39	5	5
XQA-022	XQA	XQ	22	Collinsella_sp_60729	0.00136432540836	39325	NA	NA	38	unknown strain	1.03821	0.00184676	39.5334	39	40	35	1.66857e-05	SUCCESS	40	4	21	16	35	39	5	5
XQA-024	XQA	XQ	24	Collinsella_sp_60729	0.00100708135843	16970	NA	NA	38	unknown strain	1.03821	0.00184676	39.5334	39	40	35	1.66857e-05	SUCCESS	40	5	21	16	35	39	5	5
XQA-025	XQA	XQ	25	Collinsella_sp_60729	0.000910724374733	17876	NA	NA	38	unknown strain	1.03821	0.00184676	39.5334	39	40	35	1.66857e-05	SUCCESS	40	6	21	16	35	39	5	5
XQA-026	XQA	XQ	26	Collinsella_sp_60729	0.000354927003209	9156	NA	NA	38	unknown strain	1.03821	0.00184676	39.5334	39	40	35	1.66857e-05	SUCCESS	40	7	21	16	35	39	5	5
XQA-027	XQA	XQ	27	Collinsella_sp_60729	0.00143051116259	12437	NA	NA	38	unknown strain	1.03821	0.00184676	39.5334	39	40	35	1.66857e-05	SUCCESS	40	8	21	16	35	39	5	5
XQA-028	XQA	XQ	28	Collinsella_sp_60729	0.00312555285502	17723	NA	NA	38	unknown strain	1.03821	0.00184676	39.5334	39	40	35	1.66857e-05	SUCCESS	40	9	21	16	35	39	5	5
XQA-029	XQA	XQ	29	Collinsella_sp_60729	0.00112634654077	251304	NA	NA	38	unknown strain	1.03821	0.00184676	39.5334	39	40	35	1.66857e-05	SUCCESS	40	10	21	16	35	39	5	5
XQA-030	XQA	XQ	30	Collinsella_sp_60729	0.00252634847488	27004	NA	NA	38	unknown strain	1.03821	0.00184676	39.5334	39	40	35	1.66857e-05	SUCCESS	40	11	21	16	35	39	5	5
XQA-031	XQA	XQ	31	Collinsella_sp_60729	0	26981	NA	NA	38	unknown strain	1.03821	0.00184676	39.5334	39	40	35	1.66857e-05	SUCCESS	40	12	21	16	35	39	5	5
XQA-032	XQA	XQ	32	Collinsella_sp_60729	0	5460	NA	NA	38	unknown strain	1.03821	0.00184676	39.5334	39	40	35	1.66857e-05	SUCCESS	40	13	21	16	35	39	5	5
XQA-033	XQA	XQ	33	Collinsella_sp_60729	0	9675	NA	NA	38	unknown strain	1.03821	0.00184676	39.5334	39	40	35	1.66857e-05	SUCCESS	40	14	21	16	35	39	5	5
XQA-034	XQA	XQ	34	Collinsella_sp_60729	0	7023	NA	NA	38	unknown strain	1.03821	0.00184676	39.5334	39	40	35	1.66857e-05	SUCCESS	40	15	21	16	35	39	5	5
XQA-035	XQA	XQ	35	Collinsella_sp_60729	0	19783	NA	NA	38	unknown strain	1.03821	0.00184676	39.5334	39	40	35	1.66857e-05	SUCCESS	40	16	21	16	35	39	5	5
XQA-036	XQA	XQ	36	Collinsella_sp_60729	6.27029359215e-05	93383	NA	NA	38	unknown strain	1.03821	0.00184676	39.5334	39	40	35	1.66857e-05	SUCCESS	40	17	21	16	35	39	5	5
XQA-037	XQA	XQ	37	Collinsella_sp_60729	4.17064100787e-05	53875	NA	NA	38	unknown strain	1.03821	0.00184676	39.5334	39	40	35	1.66857e-05	SUCCESS	40	18	21	16	35	39	5	5
XQA-038	XQA	XQ	38	Collinsella_sp_60729	0.00154805470613	40573	NA	NA	38	unknown strain	1.03821	0.00184676	39.5334	39	40	35	1.66857e-05	SUCCESS	40	19	21	16	35	39	5	5
XQA-039	XQA	XQ	39	Collinsella_sp_60729	0.000618025220643	29090	NA	NA	38	unknown strain	1.03821	0.00184676	39.5334	39	40	35	1.66857e-05	SUCCESS	40	20	21	16	35	39	5	5
XQA-040	XQA	XQ	40	Collinsella_sp_60729	0.000651066998291	26551	NA	NA	38	unknown strain	1.03821	0.00184676	39.5334	39	40	35	1.66857e-05	SUCCESS	40	21	21	16	35	39	5	5
XQA-043	XQA	XQ	43	Collinsella_sp_60729	0.00337869953131	14512	NA	NA	38	unknown strain	1.03821	0.00184676	39.5334	39	40	35	1.66857e-05	SUCCESS	40	22	21	16	35	39	5	5
XQA-050	XQA	XQ	50	Collinsella_sp_60729	0.000223318249197	20040	NA	NA	38	unknown strain	1.03821	0.00184676	39.5334	39	40	35	1.66857e-05	SUCCESS	40	23	21	16	35	39	5	5
XQA-057	XQA	XQ	57	Collinsella_sp_60729	0.00255795116039	11885	NA	NA	38	unknown strain	1.03821	0.00184676	39.5334	39	40	35	1.66857e-05	SUCCESS	40	24	21	16	35	39	5	5
XQA-064	XQA	XQ	64	Collinsella_sp_60729	0.00142638684351	329940	NA	NA	38	unknown strain	1.03821	0.00184676	39.5334	39	40	35	1.66857e-05	SUCCESS	40	25	21	16	35	39	5	5
XQA-133	XQA	XQ	133	Collinsella_sp_60729	0.0021458121237	67825	NA	NA	38	unknown strain	1.03821	0.00184676	39.5334	39	40	35	1.66857e-05	SUCCESS	40	26	21	16	35	39	5	5
XQA-244	XQA	XQ	244	Collinsella_sp_60729	0.0026826933887	54891	NA	NA	38	unknown strain	1.03821	0.00184676	39.5334	39	40	35	1.66857e-05	SUCCESS	40	27	21	16	35	39	5	5
XQA-351	XQA	XQ	351	Collinsella_sp_60729	0.00159589713942	5600	NA	NA	38	unknown strain	1.03821	0.00184676	39.5334	39	40	35	1.66857e-05	SUCCESS	40	28	21	16	35	39	5	5
XQA-455	XQA	XQ	455	Collinsella_sp_60729	0.00354978717236	16640	NA	NA	38	unknown strain	1.03821	0.00184676	39.5334	39	40	35	1.66857e-05	SUCCESS	40	29	21	16	35	39	5	5
XQA-532	XQA	XQ	532	Collinsella_sp_60729	0.00728242171295	26809	NA	NA	38	unknown strain	1.03821	0.00184676	39.5334	39	40	35	1.66857e-05	SUCCESS	40	30	21	16	35	39	5	5
XQA-648	XQA	XQ	648	Collinsella_sp_60729	0.00200424496971	20524	NA	NA	38	unknown strain	1.03821	0.00184676	39.5334	39	40	35	1.66857e-05	SUCCESS	40	31	21	16	35	39	5	5
XQA-001	XQA	XQ	1	Coprobacter_fastidiosus_56550	0.00174468701863	102543	NA	NA	38	same strain	1.47947	0.00196504	39.4378	39	40	35	2.76652e-06	SUCCESS	39	1	20	17	36	38	3	3
XQA-009	XQA	XQ	9	Coprobacter_fastidiosus_56550	0.00293127271154	17324	NA	NA	38	same strain	1.47947	0.00196504	39.4378	39	40	35	2.76652e-06	SUCCESS	39	2	20	17	36	38	3	3
XQA-015	XQA	XQ	15	Coprobacter_fastidiosus_56550	0.00431276860057	26689	NA	NA	38	same strain	1.47947	0.00196504	39.4378	39	40	35	2.76652e-06	SUCCESS	39	3	20	17	36	38	3	3
XQA-022	XQA	XQ	22	Coprobacter_fastidiosus_56550	0.00123745831255	39325	NA	NA	38	same strain	1.47947	0.00196504	39.4378	39	40	35	2.76652e-06	SUCCESS	39	4	20	17	36	38	3	3
XQA-024	XQA	XQ	24	Coprobacter_fastidiosus_56550	0.00333976405792	16970	NA	NA	38	same strain	1.47947	0.00196504	39.4378	39	40	35	2.76652e-06	SUCCESS	39	5	20	17	36	38	3	3
XQA-025	XQA	XQ	25	Coprobacter_fastidiosus_56550	0.00324131636128	17876	NA	NA	38	same strain	1.47947	0.00196504	39.4378	39	40	35	2.76652e-06	SUCCESS	39	6	20	17	36	38	3	3
XQA-026	XQA	XQ	26	Coprobacter_fastidiosus_56550	0.00526535710889	9156	NA	NA	38	same strain	1.47947	0.00196504	39.4378	39	40	35	2.76652e-06	SUCCESS	39	7	20	17	36	38	3	3
XQA-027	XQA	XQ	27	Coprobacter_fastidiosus_56550	0.00172095903306	12437	NA	NA	38	same strain	1.47947	0.00196504	39.4378	39	40	35	2.76652e-06	SUCCESS	39	8	20	17	36	38	3	3
XQA-028	XQA	XQ	28	Coprobacter_fastidiosus_56550	0.00128975453255	17723	NA	NA	38	same strain	1.47947	0.00196504	39.4378	39	40	35	2.76652e-06	SUCCESS	39	9	20	17	36	38	3	3
XQA-029	XQA	XQ	29	Coprobacter_fastidiosus_56550	0.00158912553315	251304	NA	NA	38	same strain	1.47947	0.00196504	39.4378	39	40	35	2.76652e-06	SUCCESS	39	10	20	17	36	38	3	3
XQA-030	XQA	XQ	30	Coprobacter_fastidiosus_56550	0.000407110567514	27004	NA	NA	38	same strain	1.47947	0.00196504	39.4378	39	40	35	2.76652e-06	SUCCESS	39	11	20	17	36	38	3	3
XQA-031	XQA	XQ	31	Coprobacter_fastidiosus_56550	0	26981	NA	NA	38	same strain	1.47947	0.00196504	39.4378	39	40	35	2.76652e-06	SUCCESS	39	12	20	17	36	38	3	3
XQA-032	XQA	XQ	32	Coprobacter_fastidiosus_56550	0	5460	NA	NA	38	same strain	1.47947	0.00196504	39.4378	39	40	35	2.76652e-06	SUCCESS	39	13	20	17	36	38	3	3
XQA-033	XQA	XQ	33	Coprobacter_fastidiosus_56550	0	9675	NA	NA	38	same strain	1.47947	0.00196504	39.4378	39	40	35	2.76652e-06	SUCCESS	39	14	20	17	36	38	3	3
XQA-034	XQA	XQ	34	Coprobacter_fastidiosus_56550	0	7023	NA	NA	38	same strain	1.47947	0.00196504	39.4378	39	40	35	2.76652e-06	SUCCESS	39	15	20	17	36	38	3	3
XQA-035	XQA	XQ	35	Coprobacter_fastidiosus_56550	0	19783	NA	NA	38	same strain	1.47947	0.00196504	39.4378	39	40	35	2.76652e-06	SUCCESS	39	16	20	17	36	38	3	3
XQA-036	XQA	XQ	36	Coprobacter_fastidiosus_56550	9.01207671588e-06	93383	NA	NA	38	same strain	1.47947	0.00196504	39.4378	39	40	35	2.76652e-06	SUCCESS	39	17	20	17	36	38	3	3
XQA-037	XQA	XQ	37	Coprobacter_fastidiosus_56550	7.58928929225e-05	53875	NA	NA	38	same strain	1.47947	0.00196504	39.4378	39	40	35	2.76652e-06	SUCCESS	39	18	20	17	36	38	3	3
XQA-038	XQA	XQ	38	Coprobacter_fastidiosus_56550	0.000273731555843	40573	NA	NA	38	same strain	1.47947	0.00196504	39.4378	39	40	35	2.76652e-06	SUCCESS	39	19	20	17	36	38	3	3
XQA-039	XQA	XQ	39	Coprobacter_fastidiosus_56550	0.000833027843817	29090	NA	NA	38	same strain	1.47947	0.00196504	39.4378	39	40	35	2.76652e-06	SUCCESS	39	20	20	17	36	38	3	3
XQA-040	XQA	XQ	40	Coprobacter_fastidiosus_56550	0.00121149347919	26551	NA	NA	38	same strain	1.47947	0.00196504	39.4378	39	40	35	2.76652e-06	SUCCESS	39	21	20	17	36	38	3	3
XQA-043	XQA	XQ	43	Coprobacter_fastidiosus_56550	0.00724669442908	14512	NA	NA	38	same strain	1.47947	0.00196504	39.4378	39	40	35	2.76652e-06	SUCCESS	39	22	20	17	36	38	3	3
XQA-050	XQA	XQ	50	Coprobacter_fastidiosus_56550	0.00682982175747	20040	NA	NA	38	same strain	1.47947	0.00196504	39.4378	39	40	35	2.76652e-06	SUCCESS	39	23	20	17	36	38	3	3
XQA-057	XQA	XQ	57	Coprobacter_fastidiosus_56550	0.00358862334525	11885	NA	NA	38	same strain	1.47947	0.00196504	39.4378	39	40	35	2.76652e-06	SUCCESS	39	24	20	17	36	38	3	3
XQA-064	XQA	XQ	64	Coprobacter_fastidiosus_56550	0.00273468950582	329940	NA	NA	38	same strain	1.47947	0.00196504	39.4378	39	40	35	2.76652e-06	SUCCESS	39	25	20	17	36	38	3	3
XQA-133	XQA	XQ	133	Coprobacter_fastidiosus_56550	0.00197591272907	67825	NA	NA	38	same strain	1.47947	0.00196504	39.4378	39	40	35	2.76652e-06	SUCCESS	39	26	20	17	36	38	3	3
XQA-244	XQA	XQ	244	Coprobacter_fastidiosus_56550	0.000912254237343	54891	NA	NA	38	same strain	1.47947	0.00196504	39.4378	39	40	35	2.76652e-06	SUCCESS	39	27	20	17	36	38	3	3
XQA-351	XQA	XQ	351	Coprobacter_fastidiosus_56550	0.00160882097324	5600	NA	NA	38	same strain	1.47947	0.00196504	39.4378	39	40	35	2.76652e-06	SUCCESS	39	28	20	17	36	38	3	3
XQA-455	XQA	XQ	455	Coprobacter_fastidiosus_56550	0.00147544909211	16640	NA	NA	38	same strain	1.47947	0.00196504	39.4378	39	40	35	2.76652e-06	SUCCESS	39	29	20	17	36	38	3	3
XQA-532	XQA	XQ	532	Coprobacter_fastidiosus_56550	0.000266812101458	26809	NA	NA	38	same strain	1.47947	0.00196504	39.4378	39	40	35	2.76652e-06	SUCCESS	39	30	20	17	36	38	3	3
XQA-648	XQA	XQ	648	Coprobacter_fastidiosus_56550	0.00251397205803	20524	NA	NA	38	same strain	1.47947	0.00196504	39.4378	39	40	35	2.76652e-06	SUCCESS	39	31	20	17	36	38	3	3
XQA-001	XQA	XQ	1	Coprococcus_catus_62200	0.000989367714188	102543	NA	NA	35	unknown strain	0.850147	0.000510927	36.1036	36	37	35	0.000199945	SUCCESS	36	1	17	15	34	35	2	2
XQA-009	XQA	XQ	9	Coprococcus_catus_62200	0.000543286728717	17324	NA	NA	35	unknown strain	0.850147	0.000510927	36.1036	36	37	35	0.000199945	SUCCESS	36	2	17	15	34	35	2	2
XQA-015	XQA	XQ	15	Coprococcus_catus_62200	0.00261554854824	26689	NA	NA	35	unknown strain	0.850147	0.000510927	36.1036	36	37	35	0.000199945	SUCCESS	36	3	17	15	34	35	2	2
XQA-022	XQA	XQ	22	Coprococcus_catus_62200	0.00129366846379	39325	NA	NA	35	unknown strain	0.850147	0.000510927	36.1036	36	37	35	0.000199945	SUCCESS	36	4	17	15	34	35	2	2
XQA-024	XQA	XQ	24	Coprococcus_catus_62200	0.000226451969434	16970	NA	NA	35	unknown strain	0.850147	0.000510927	36.1036	36	37	35	0.000199945	SUCCESS	36	5	17	15	34	35	2	2
XQA-025	XQA	XQ	25	Coprococcus_catus_62200	0.000719048130721	17876	NA	NA	35	unknown strain	0.850147	0.000510927	36.1036	36	37	35	0.000199945	SUCCESS	36	6	17	15	34	35	2	2
XQA-026	XQA	XQ	26	Coprococcus_catus_62200	0.00107790867587	9156	NA	NA	35	unknown strain	0.850147	0.000510927	36.1036	36	37	35	0.000199945	SUCCESS	36	7	17	15	34	35	2	2
XQA-027	XQA	XQ	27	Coprococcus_catus_62200	0.000492047223935	12437	NA	NA	35	unknown strain	0.850147	0.000510927	36.1036	36	37	35	0.000199945	SUCCESS	36	8	17	15	34	35	2	2
XQA-028	XQA	XQ	28	Coprococcus_catus_62200	0.000453699861799	17723	NA	NA	35	unknown strain	0.850147	0.000510927	36.1036	36	37	35	0.000199945	SUCCESS	36	9	17	15	34	35	2	2
XQA-029	XQA	XQ	29	Coprococcus_catus_62200	0.000876056886284	251304	NA	NA	35	unknown strain	0.850147	0.000510927	36.1036	36	37	35	0.000199945	SUCCESS	36	10	17	15	34	35	2	2
XQA-030	XQA	XQ	30	Coprococcus_catus_62200	0.00382363083243	27004	NA	NA	35	unknown strain	0.850147	0.000510927	36.1036	36	37	35	0.000199945	SUCCESS	36	11	17	15	34	35	2	2
XQA-031	XQA	XQ	31	Coprococcus_catus_62200	0.000548027839607	26981	NA	NA	35	unknown strain	0.850147	0.000510927	36.1036	36	37	35	0.000199945	SUCCESS	36	12	17	15	34	35	2	2
XQA-032	XQA	XQ	32	Coprococcus_catus_62200	0.000506810721288	5460	NA	NA	35	unknown strain	0.850147	0.000510927	36.1036	36	37	35	0.000199945	SUCCESS	36	13	17	15	34	35	2	2
