"subject" "species_id" "kingdom" "phylum" "class" "order" "family" "genus" "species" "speciesStatusAbxAllTimepoints" "speciesStatusColonizationAllTimepoints" "timeOfRecoveryAllTimepoints" "timeOfColonizationAllTimepoints" "speciesStatusAbxKTfollowup" "speciesStatusColonizationKTfollowup" "timeOfRecoveryKTfollowup" "timeOfColonizationKTfollowup" "strainTurnover" "timeOfStrainTurnover" "speciesColonizedTransientlyMain" "speciesColonizedTransientlyAll" "sharingHhAnyTimepoint" "sharingHhPreAbx" "sharingHhPostAbx" "sharingHhMain" "sharingHhFollowup" "sharingHhPostAbxFollowup" "sharingSubjectPreAbx" "sharingSubjectPostAbx" "sharingSubjectFollowup" "sharingSubjectPostAbxFollowup" "sharingSubjectFinal"
"XUA" "Phascolarctobacterium_sp_59817" "Bacteria" "Firmicutes" "Negativicutes" "Selenomonadales" "Acidaminococcaceae" "Phascolarctobacterium" "Phascolarctobacterium sp. CAG" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA NA NA NA NA "strainsNotShared" "strainsUnknown" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XUA" "Roseburia_hominis_61877" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Roseburia" "Roseburia hominis" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared"
"XUA" "Roseburia_intestinalis_56239" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Roseburia" "Roseburia intestinalis" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA NA NA NA NA "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XUA" "Roseburia_inulinivorans_61943" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Roseburia" "Roseburia inulinivorans" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsUnknown" "strainsNotShared" "strainsUnknown" "strainsShared" "strainsUnknown" "strainsShared" "strainsShared"
"XUA" "Ruminococcus_bicirculans_59300" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Ruminococcus" "Ruminococcus bicirculans" "speciesRecoveredMain" "speciesNotColonized" 36 NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsUnknown" "speciesNotShared" "strainsUnknown" "strainsUnknown" "speciesNotShared" "strainsUnknown" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared"
"XUA" "Ruminococcus_bromii_62047" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Ruminococcus" "Ruminococcus bromii" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared"
"XUA" "Ruminococcus_gnavus_57638" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "" "Lachnospiraceae bacterium 2_1_58FAA" NA "speciesNotColonized" NA NA NA NA NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "speciesAbsent"
"XUA" "Ruminococcus_lactaris_55568" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Ruminococcus" "Ruminococcus lactaris" "speciesRecoveredMain" "speciesNotColonized" 50 NA "speciesRecoveredMain" "speciesNotColonized" 64 NA FALSE NA NA NA "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "strainsShared" "strainsShared" "strainsUnknown" "strainsShared" "strainsShared"
"XUA" "Ruminococcus_obeum_61472" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Blautia" "[Ruminococcus] obeum" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XUA" "Ruminococcus_sp_55468" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Blautia" "Blautia sp. KLE 1732" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared"
"XUA" "Ruminococcus_sp_58571" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Ruminococcus" "Ruminococcus sp. JC304" NA "speciesNotColonized" NA NA NA "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XUA" "Ruminococcus_torques_62045" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Blautia" "[Ruminococcus] torques" NA "speciesNotColonized" NA NA NA NA NA NA NA NA NA NA "strainsNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XUA" "Streptococcus_salivarius_58022" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Streptococcaceae" "Streptococcus" "Streptococcus salivarius" NA "speciesNotColonized" NA NA NA NA NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "speciesAbsent"
"XUA" "Streptococcus_salivarius_58037" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Streptococcaceae" "Streptococcus" "Streptococcus sp. HSISS1" NA "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "speciesAbsent"
"XUB" "Acidaminococcus_intestini_54097" "Bacteria" "Firmicutes" "Negativicutes" "Selenomonadales" "Acidaminococcaceae" "Acidaminococcus" "Acidaminococcus intestini" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared"
"XUB" "Alistipes_finegoldii_56071" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Rikenellaceae" "Alistipes" "Alistipes sp. HGB5" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsUnknown" "strainsUnknown" "speciesNotShared" "strainsUnknown" "speciesNotShared" "speciesNotShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsUnknown"
"XUB" "Alistipes_putredinis_61533" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Rikenellaceae" "Alistipes" "Alistipes putredinis" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsNotShared" "strainsNotShared" "speciesNotShared" "strainsNotShared" "strainsUnknown" "strainsUnknown" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared"
"XUB" "Alistipes_shahii_62199" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Rikenellaceae" "Alistipes" "Alistipes shahii" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsNotShared" "strainsNotShared" "speciesNotShared" "strainsNotShared" "speciesNotShared" "speciesNotShared" "strainsShared" "strainsUnknown" "strainsShared" "strainsShared" "strainsUnknown"
"XUB" "Anaerostipes_hadrus_55206" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "" "" "butyrate-producing bacterium SSC/2" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared"
"XUB" "Bacteroides_acidifaciens_59693" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Bacteroidaceae" "Bacteroides" "Bacteroides acidifaciens" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XUB" "Bacteroides_caccae_53434" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Bacteroidaceae" "Bacteroides" "Bacteroides caccae" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "speciesNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XUB" "Bacteroides_massiliensis_44749" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Bacteroidaceae" "Bacteroides" "Bacteroides massiliensis" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared"
"XUB" "Bacteroides_ovatus_58035" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Bacteroidaceae" "Bacteroides" "Bacteroides ovatus" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared"
"XUB" "Bacteroides_rodentium_59708" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Bacteroidaceae" "Bacteroides" "Bacteroides rodentium" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XUB" "Bacteroides_stercoris_56735" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Bacteroidaceae" "Bacteroides" "Bacteroides stercoris" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared"
"XUB" "Bacteroides_thetaiotaomicron_56941" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Bacteroidaceae" "Bacteroides" "Bacteroides sp. 1_1_6" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared"
"XUB" "Bacteroides_uniformis_57318" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Bacteroidaceae" "Bacteroides" "Bacteroides uniformis" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared"
"XUB" "Bacteroides_vulgatus_57955" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Bacteroidaceae" "Bacteroides" "Bacteroides vulgatus" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared"
"XUB" "Bacteroides_xylanisolvens_57185" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Bacteroidaceae" "Bacteroides" "Bacteroides sp. D1" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsShared" "strainsNotShared" "strainsNotShared" "strainsShared" "strainsNotShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared"
"XUB" "Barnesiella_intestinihominis_62208" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Porphyromonadaceae" "Barnesiella" "Barnesiella intestinihominis" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA NA NA NA NA "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XUB" "Bifidobacterium_adolescentis_56815" "Bacteria" "Actinobacteria" "Actinobacteridae" "Bifidobacteriales" "Bifidobacteriaceae" "Bifidobacterium" "Bifidobacterium stercoris" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA NA NA NA NA "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XUB" "Bifidobacterium_catenulatum_58257" "Bacteria" "Actinobacteria" "Actinobacteridae" "Bifidobacteriales" "Bifidobacteriaceae" "Bifidobacterium" "Bifidobacterium catenulatum" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "speciesNotShared" "strainsUnknown" "speciesNotShared" "speciesNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XUB" "Bifidobacterium_longum_57796" "Bacteria" "Actinobacteria" "Actinobacteridae" "Bifidobacteriales" "Bifidobacteriaceae" "Bifidobacterium" "Bifidobacterium longum subsp. infantis" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsShared" "strainsNotShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared"
"XUB" "Bifidobacterium_pseudocatenulatum_57754" "Bacteria" "Actinobacteria" "Actinobacteridae" "Bifidobacteriales" "Bifidobacteriaceae" "Bifidobacterium" "Bifidobacterium pseudocatenulatum" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA NA NA NA NA "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "speciesNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XUB" "Bilophila_wadsworthia_57364" "Bacteria" "delta/epsilon subdivisions" "Deltaproteobacteria" "Desulfovibrionales" "Desulfovibrionaceae" "Bilophila" "Bilophila wadsworthia" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "speciesNotShared" "strainsUnknown" "speciesNotShared" "speciesNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XUB" "Blautia_wexlerae_56130" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Blautia" "Blautia wexlerae" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsShared" "strainsNotShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared"
"XUB" "Burkholderiales_bacterium_56577" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "" "" "Burkholderiales bacterium 1_1_47" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA NA NA NA NA "strainsNotShared" "strainsNotShared" "speciesNotShared" "strainsNotShared" "speciesNotShared" "speciesNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XUB" "Clostridiales_bacterium_61057" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "" "" "butyrate-producing bacterium SS3/4" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsShared" "strainsNotShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared"
"XUB" "Collinsella_aerofaciens_61484" "Bacteria" "Actinobacteria" "Coriobacteridae" "Coriobacterineae" "Coriobacteriaceae" "Collinsella" "Collinsella aerofaciens" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XUB" "Collinsella_sp_62205" "Bacteria" "Actinobacteria" "Coriobacteridae" "Coriobacterineae" "Coriobacteriaceae" "Collinsella" "Collinsella sp. 4_8_47FAA" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XUB" "Coprobacter_fastidiosus_56550" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Porphyromonadaceae" "Tannerella" "Tannerella sp. 6_1_58FAA_CT1" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XUB" "Coprococcus_catus_62200" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Coprococcus" "Coprococcus catus" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XUB" "Coprococcus_comes_61587" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Coprococcus" "Coprococcus comes" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA NA NA NA NA "strainsNotShared" "strainsUnknown" "strainsNotShared" "strainsNotShared" "strainsUnknown" "strainsNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XUB" "Dorea_formicigenerans_56346" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Dorea" "Dorea formicigenerans" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XUB" "Dorea_longicatena_61473" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Dorea" "Dorea longicatena" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared"
"XUB" "Escherichia_coli_58110" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Enterobacteriales" "Enterobacteriaceae" "Escherichia" "Escherichia coli" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "speciesNotShared" "strainsUnknown" "speciesNotShared" "speciesNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XUB" "Eubacterium_biforme_61684" "Bacteria" "Firmicutes" "Erysipelotrichia" "Erysipelotrichales" "Erysipelotrichaceae" "Holdemanella" "Holdemanella biformis" NA "speciesNotColonized" NA NA NA "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "speciesNotShared" "strainsUnknown" "speciesNotShared" "speciesNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XUB" "Eubacterium_eligens_61678" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Eubacteriaceae" "Eubacterium" "[Eubacterium] eligens" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XUB" "Eubacterium_hallii_61477" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Eubacteriaceae" "Eubacterium" "[Eubacterium] hallii" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared"
"XUB" "Eubacterium_ramulus_59802" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Eubacteriaceae" "Eubacterium" "Eubacterium ramulus" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA NA NA NA NA "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XUB" "Eubacterium_rectale_56927" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Eubacteriaceae" "Eubacterium" "Eubacterium rectale" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared"
"XUB" "Eubacterium_ventriosum_61474" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Eubacteriaceae" "Eubacterium" "Eubacterium ventriosum" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsNotShared" "strainsUnknown" "strainsNotShared" "strainsNotShared" "strainsUnknown" "strainsNotShared" "strainsUnknown" "strainsShared" "strainsUnknown" "strainsShared" "strainsShared"
"XUB" "Faecalibacterium_cf_62236" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Faecalibacterium" "Faecalibacterium prausnitzii" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA NA NA NA NA "strainsNotShared" "strainsUnknown" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown" "strainsUnknown"
"XUB" "Faecalibacterium_prausnitzii_57453" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Faecalibacterium" "Faecalibacterium prausnitzii" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsShared" "strainsUnknown" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared"
"XUB" "Faecalibacterium_prausnitzii_61481" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Faecalibacterium" "Faecalibacterium prausnitzii" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared"
"XUB" "Faecalibacterium_prausnitzii_62201" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Faecalibacterium" "Faecalibacterium prausnitzii" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsNotShared" "strainsShared" "strainsShared" "strainsUnknown" "strainsShared" "strainsShared"
"XUB" "Guyana_massiliensis_60772" "Bacteria" "" "" "" "" "" "bacterium LF-3" "speciesNotDisrupted" "speciesNotColonized" NA NA "speciesNotDisrupted" "speciesNotColonized" NA NA FALSE NA NA NA "strainsShared" "strainsShared" "speciesNotShared" "strainsShared" "speciesNotShared" "speciesNotShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared" "strainsShared"
