species_id	genome_id	genome_name	taxon_id	kingdom	phylum	class	order	family	genus	species	taxon_lineage_ids	taxon_lineage_names
Xanthomonas_axonopodis_57683	434928.4	Xanthomonas citri pv. citri LE3-1	434928	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas citri	131567;2;1224;1236;135614;32033;338;643453;346;434928	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas;Xanthomonas citri group;Xanthomonas citri;Xanthomonas citri pv. citri
Streptococcus_oralis_57687	1161414.3	Streptococcus sp. BS21	1161414	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. BS21	131567;2;1239;91061;186826;1300;1301;1161414	cellular organisms;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sp. BS21
Bacillus_marmarensis_57685	1188261.3	Bacillus marmarensis DSM 21297	1188261	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus marmarensis	131567;2;1239;91061;1385;186817;1386;521377;1188261	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus marmarensis;Bacillus marmarensis DSM 21297
Streptococcus_pneumoniae_57684	1313.2455	Streptococcus pneumoniae SMRU2224	1313	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae	131567;2;1239;91061;186826;1300;1301;1313	cellular organisms;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus pneumoniae
Alteromonas_macleodii_57135	1004786.3	Alteromonas macleodii AltDE1	1004786	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas macleodii	131567;2;1224;1236;135622;72275;226;28108;1004786	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;Alteromonas macleodii;Alteromonas macleodii AltDE1
Acinetobacter_sp_57689	1217692.3	Acinetobacter sp. NIPH 298	1217692	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter sp. NIPH 298	131567;2;1224;1236;72274;468;469;1217692	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter sp. NIPH 298
Bacillus_anthracis_57688	261591.4	Bacillus anthracis str. Vollum	261591	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	131567;2;1239;91061;1385;186817;1386;86661;1392;261591	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus cereus group;Bacillus anthracis;Bacillus anthracis str. Vollum
Bifidobacterium_breve_57133	1074482.3	Bifidobacterium breve DPC 6330	1074482	Bacteria	Actinobacteria	Actinobacteridae	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium breve	131567;2;201174;1760;85003;85004;31953;1678;1685;1074482	cellular organisms;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium breve;Bifidobacterium breve DPC 6330
Synechococcus_sp_61879	585425.3	Synechococcus sp. KORDI-52	585425	Bacteria	Cyanobacteria	Oscillatoriophycideae	Chroococcales		Synechococcus	Synechococcus sp. KORDI-52	131567;2;1117;1301283;1118;1129;585425	cellular organisms;Bacteria;Cyanobacteria;Oscillatoriophycideae;Chroococcales;Synechococcus;Synechococcus sp. KORDI-52
Synechococcus_sp_61878	585423.3	Synechococcus sp. KORDI-49	585423	Bacteria	Cyanobacteria	Oscillatoriophycideae	Chroococcales		Synechococcus	Synechococcus sp. KORDI-49	131567;2;1117;1301283;1118;1129;585423	cellular organisms;Bacteria;Cyanobacteria;Oscillatoriophycideae;Chroococcales;Synechococcus;Synechococcus sp. KORDI-49
Streptomyces_celluloflavus_61871	58344.4	Streptomyces celluloflavus	58344	Bacteria	Actinobacteria	Actinobacteridae	Streptomycineae	Streptomycetaceae	Streptomyces	Streptomyces celluloflavus	131567;2;201174;1760;85003;2037;85011;2062;1883;58344	cellular organisms;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces;Streptomyces celluloflavus
Streptomyces_lavendulae_61870	58340.14	Streptomyces lavendulae subsp. lavendulae	58340	Bacteria	Actinobacteria	Actinobacteridae	Streptomycineae	Streptomycetaceae	Streptomyces	Streptomyces lavendulae subsp. lavendulae	131567;2;201174;1760;85003;2037;85011;2062;1883;1914;58340	cellular organisms;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces;Streptomyces lavendulae;Streptomyces lavendulae subsp. lavendulae
Aminomonas_paucivorans_61873	584708.3	Aminomonas paucivorans DSM 12260	584708	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Aminomonas	Aminomonas paucivorans	131567;2;508458;649775;649776;649777;81411;81412;584708	cellular organisms;Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Aminomonas;Aminomonas paucivorans;Aminomonas paucivorans DSM 12260
Intrasporangium_sp_61872	584657.3	Intrasporangium sp. Q5-1	584657	Bacteria	Actinobacteria	Actinobacteridae	Micrococcineae	Intrasporangiaceae	Intrasporangium	Intrasporangium chromatireducens	131567;2;201174;1760;85003;2037;85006;85021;53357;1386088;584657	cellular organisms;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Intrasporangiaceae;Intrasporangium;Intrasporangium chromatireducens;Intrasporangium chromatireducens Q5-1
Streptococcus_mitis_61875	585203.3	Streptococcus mitis SK564	585203	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mitis	131567;2;1239;91061;186826;1300;1301;28037;585203	cellular organisms;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mitis;Streptococcus mitis SK564
Streptococcus_mitis_61874	585202.3	Streptococcus mitis SK321	585202	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mitis	131567;2;1239;91061;186826;1300;1301;28037;585202	cellular organisms;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mitis;Streptococcus mitis SK321
Roseburia_hominis_61877	585394.18	Roseburia hominis A2-183	585394	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia hominis	131567;2;1239;186801;186802;186803;841;301301;585394	cellular organisms;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;Roseburia hominis;Roseburia hominis A2-183
Streptococcus_mitis_61876	585204.3	Streptococcus mitis SK597	585204	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mitis	131567;2;1239;91061;186826;1300;1301;28037;585204	cellular organisms;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mitis;Streptococcus mitis SK597
Nocardia_thailandica_59477	1206740.4	Nocardia thailandica NBRC 100428	1206740	Bacteria	Actinobacteria	Actinobacteridae	Corynebacterineae	Nocardiaceae	Nocardia	Nocardia thailandica	131567;2;201174;1760;85003;2037;85007;85025;1817;257275;1206740	cellular organisms;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Nocardiaceae;Nocardia;Nocardia thailandica;Nocardia thailandica NBRC 100428
Pseudomonas_alcaligenes_56085	1405803.3	Pseudomonas alcaligenes MRY13-0052	1405803	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas alcaligenes	131567;2;1224;1236;72274;135621;286;136841;43263;1405803	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas aeruginosa group;Pseudomonas alcaligenes;Pseudomonas alcaligenes MRY13-0052
Staphylococcus_schleiferi_56081	1295.13	Staphylococcus schleiferi 2317	1295	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus schleiferi	131567;2;1239;91061;1385;90964;1279;1295	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus schleiferi
Actinomyces_johnsonii_57359	653386.3	Actinomyces sp. oral taxon 849 str. F0330	653386	Bacteria	Actinobacteria	Actinobacteridae	Actinomycineae	Actinomycetaceae	Actinomyces	Actinomyces sp. oral taxon 849	131567;2;201174;1760;85003;2037;85005;2049;1654;653385;653386	cellular organisms;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Actinomycineae;Actinomycetaceae;Actinomyces;Actinomyces sp. oral taxon 849;Actinomyces sp. oral taxon 849 str. F0330
Vibrio_tasmaniensis_57351	1191324.3	Vibrio tasmaniensis 1F-267	1191324	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio tasmaniensis	131567;2;1224;1236;135623;641;662;212663;1191324	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio tasmaniensis;Vibrio tasmaniensis 1F-267
Borrelia_miyamotoi_57350	47466.3	Borrelia miyamotoi CT14D4	47466	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Borrelia	Borrelia miyamotoi	131567;2;203691;203692;136;137;138;47466	cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Borrelia;Borrelia miyamotoi
Lactobacillus_crispatus_56887	883094.3	Lactobacillus crispatus FB049-03	883094	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus crispatus	131567;2;1239;91061;186826;33958;1578;47770;883094	cellular organisms;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus crispatus;Lactobacillus crispatus FB049-03
Clostridium_novyi_56884	1443114.3	Clostridium haemolyticum NCTC 9693	1443114	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium haemolyticum	131567;2;1239;186801;186802;31979;1485;84025;1443114	cellular organisms;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium haemolyticum;Clostridium haemolyticum NCTC 9693
Solobacterium_moorei_56880	706433.3	Solobacterium moorei F0204	706433	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	Solobacterium moorei	131567;2;1239;526524;526525;128827;123375;102148;706433	cellular organisms;Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Solobacterium;Solobacterium moorei;Solobacterium moorei F0204
Prochlorococcus_marinus_49991	167544.3	Prochlorococcus marinus str. MIT 9116	167544	Bacteria	Cyanobacteria		Prochlorales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus	131567;2;1117;1212;1217;1218;1219;167544	cellular organisms;Bacteria;Cyanobacteria;Prochlorales;Prochlorococcaceae;Prochlorococcus;Prochlorococcus marinus;Prochlorococcus marinus str. MIT 9116
Salmonella_enterica_58156	1412537.3	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120528	1412537	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica subsp. enterica	131567;2;1224;1236;91347;543;590;28901;59201;149539;1412537	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Enteritidis;Salmonella enterica subsp. enter
Aeromonas_veronii_58155	197701.3	Aeromonas veronii bv. veronii CECT 4257	197701	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas veronii	131567;2;1224;1236;135624;84642;642;654;197701	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;Aeromonas veronii;Aeromonas veronii bv. veronii
Methylophilus_sp_58152	1115834.3	Methylophilus sp. 42	1115834	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylophilus	Methylophilus sp. 42	131567;2;1224;28216;206350;32011;16;1115834	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;Methylophilus;Methylophilus sp. 42
Clostridium_botulinum_58153	929506.3	Clostridium botulinum BKT015925	929506	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	131567;2;1239;186801;186802;31979;1485;1491;929506	cellular organisms;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium botulinum;Clostridium botulinum BKT015925
Hymenobacter_sp_60235	1356852.3	Hymenobacter sp. APR13	1356852	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Hymenobacter	Hymenobacter sp. APR13	131567;2;68336;976;768503;768507;89373;89966;1356852	cellular organisms;Bacteria;Bacteroidetes/Chlorobi group;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Hymenobacter;Hymenobacter sp. APR13
Basilea_psittacipulmonis_58484	1072685.4	Basilea psittacipulmonis DSM 24701	1072685	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Basilea	Basilea psittacipulmonis	131567;2;1224;28216;80840;506;1472344;1472345;1072685	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Basilea;Basilea psittacipulmonis;Basilea psittacipulmonis DSM 24701
Campylobacter_showae_58485	1073353.3	Campylobacter showae CC57C	1073353	Bacteria	delta/epsilon subdivisions	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter showae	131567;2;1224;68525;29547;213849;72294;194;204;1073353	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter showae;Campylobacter showae CC57C
Eikenella_corrodens_58486	1073362.3	Eikenella corrodens CC92I	1073362	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Eikenella	Eikenella corrodens	131567;2;1224;28216;206351;481;538;539;1073362	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Eikenella;Eikenella corrodens;Eikenella corrodens CC92I
Streptococcus_parasanguinis_58487	1073372.3	Streptococcus parasanguinis CC87K	1073372	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parasanguinis	131567;2;1239;91061;186826;1300;1301;1318;1073372	cellular organisms;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus parasanguinis;Streptococcus parasanguinis CC87K
Bacillus_sp_58480	1071061.3	Bacillus sp. MSP13	1071061	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. MSP13	131567;2;1239;91061;1385;186817;1386;1071061	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sp. MSP13
Bacillus_sp_58481	1071078.3	Bacillus sp. NSP9.1	1071078	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. NSP9.1	131567;2;1239;91061;1385;186817;1386;1071078	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sp. NSP9.1
Burkholderia_grimmiae_58482	1071679.4	Burkholderia grimmiae	1071679	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia grimmiae	131567;2;1224;28216;80840;119060;32008;1071679	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia grimmiae
Pseudomonas_sp_54652	1163398.3	Pseudomonas sp. HYS	1163398	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. HYS	131567;2;1224;1236;72274;135621;286;1163398	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. HYS
Lactobacillus_equi_54659	1236948.3	Lactobacillus equi JCM 10991	1236948								131567;2;1239;91061;186826;33958;1578;137357;1423740	cellular organisms;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus equi;Lactobacillus equi DSM 15833 = JCM 10991
Streptomyces_olivaceus_54658	579932.3	Streptomyces sp. FXJ7.023	579932	Bacteria	Actinobacteria	Actinobacteridae	Streptomycineae	Streptomycetaceae	Streptomyces	Streptomyces sp. FXJ7.023	131567;2;201174;1760;85003;2037;85011;2062;1883;579932	cellular organisms;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces;Streptomyces sp. FXJ7.023
Clostridium_citroniae_62210	742733.3	Clostridium citroniae WAL-17108	742733	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] citroniae	131567;2;1239;186801;186802;186803;1506553;358743;742733	cellular organisms;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium;[Clostridium] citroniae;[Clostridium] citroniae WAL-17108
Clostridium_hathewayi_62211	742737.3	Clostridium hathewayi WAL-18680	742737	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] hathewayi	131567;2;1239;186801;186802;186803;1506553;154046;742737	cellular organisms;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium;[Clostridium] hathewayi;[Clostridium] hathewayi WAL-18680
Collinsella_tanakaei_62212	742742.3	Collinsella tanakaei YIT 12063	742742	Bacteria	Actinobacteria	Coriobacteridae	Coriobacterineae	Coriobacteriaceae	Collinsella	Collinsella tanakaei	131567;2;201174;1760;84998;84999;255727;84107;102106;626935;742742	cellular organisms;Bacteria;Actinobacteria;Actinobacteria;Coriobacteridae;Coriobacteriales;Coriobacterineae;Coriobacteriaceae;Collinsella;Collinsella tanakaei;Collinsella tanakaei YIT 12063
Flavobacterium_branchiophilum_58379	1034807.5	Flavobacterium branchiophilum	55197	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium branchiophilum	131567;2;68336;976;117743;200644;49546;237;55197	cellular organisms;Bacteria;Bacteroidetes/Chlorobi group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium branchiophilum
Dysgonomonas_gadei_62214	742766.3	Dysgonomonas gadei ATCC BAA-286	742766	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Dysgonomonas	Dysgonomonas gadei	131567;2;68336;976;200643;171549;171551;156973;156974;742766	cellular organisms;Bacteria;Bacteroidetes/Chlorobi group;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Dysgonomonas;Dysgonomonas gadei;Dysgonomonas gadei ATCC BAA-286
Dysgonomonas_mossii_62215	742767.3	Dysgonomonas mossii DSM 22836	742767	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Dysgonomonas	Dysgonomonas mossii	131567;2;68336;976;200643;171549;171551;156973;163665;742767	cellular organisms;Bacteria;Bacteroidetes/Chlorobi group;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Dysgonomonas;Dysgonomonas mossii;Dysgonomonas mossii DSM 22836
Odoribacter_laneus_62216	742817.3	Odoribacter laneus YIT 12061	742817	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Odoribacter	Odoribacter laneus	131567;2;68336;976;200643;171549;171551;283168;626933;742817	cellular organisms;Bacteria;Bacteroidetes/Chlorobi group;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Odoribacter;Odoribacter laneus;Odoribacter laneus YIT 12061
Slackia_piriformis_62217	742818.3	Slackia piriformis YIT 12062	742818	Bacteria	Actinobacteria	Coriobacteridae	Coriobacterineae	Coriobacteriaceae	Slackia	Slackia piriformis	131567;2;201174;1760;84998;84999;255727;84107;84108;626934;742818	cellular organisms;Bacteria;Actinobacteria;Actinobacteria;Coriobacteridae;Coriobacteriales;Coriobacterineae;Coriobacteriaceae;Slackia;Slackia piriformis;Slackia piriformis YIT 12062
Sutterella_wadsworthensis_62218	742823.3	Sutterella wadsworthensis 2_1_59BFAA	742823	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	Sutterella wadsworthensis	131567;2;1224;28216;80840;995019;40544;40545;742823	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella;Sutterella wadsworthensis;Sutterella wadsworthensis 2_1_59BFAA
Salinisphaera_shabanensis_58373	1033802.3	Salinisphaera shabanensis E1L3A	1033802	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Salinisphaeraceae	Salinisphaera	Salinisphaera shabanensis	131567;2;1224;1236;742030;742031;180541;180542;1033802	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Salinisphaerales;Salinisphaeraceae;Salinisphaera;Salinisphaera shabanensis;Salinisphaera shabanensis E1L3A
Kurthia_sp_58370	1033740.3	Kurthia sp. JC8E	1033740	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Kurthia	Kurthia sp. JC8E	131567;2;1239;91061;1385;186818;1649;1033740	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Kurthia;Kurthia sp. JC8E
Paenibacillus_sp_58371	1033743.3	Paenibacillus sp. JC66	1033743	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus senegalensis	131567;2;1239;91061;1385;186822;44249;1465766;1033743	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus senegalensis;Paenibacillus senegalensis JC66
Clostridiaceae_bacterium_58376	1034346.3	Clostridiaceae bacterium JC13	1034346	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Dielma	Dielma fastidiosa	131567;2;1239;526524;526525;128827;1472649;1034346	cellular organisms;Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Dielma;Dielma fastidiosa
Bacillus_massiliosenegalensis_58377	1034347.3	Bacillus massiliosenegalensis JC6	1034347	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus massiliosenegalensis	131567;2;1239;91061;1385;186817;1386;1287657;1034347	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus massiliosenegalensis;Bacillus massiliosenegalensis JC6
Haloplasma_contractile_58374	1033810.4	Haloplasma contractile SSD-17B	1033810	Bacteria			Haloplasmatales	Haloplasmataceae	Haloplasma	Haloplasma contractile	131567;2;2323;471822;471823;471824;471825;1033810	cellular organisms;Bacteria;unclassified Bacteria;Haloplasmatales;Haloplasmataceae;Haloplasma;Haloplasma contractile;Haloplasma contractile SSD-17B
Coriobacteriaceae_bacterium_58375	1034345.3	Coriobacteriaceae bacterium JC110	1034345	Bacteria	Actinobacteria	Coriobacteridae	Coriobacterineae	Coriobacteriaceae	Senegalimassilia	Senegalimassilia anaerobia	131567;2;201174;1760;84998;84999;255727;84107;1473205;1473216;1034345	cellular organisms;Bacteria;Actinobacteria;Actinobacteria;Coriobacteridae;Coriobacteriales;Coriobacterineae;Coriobacteriaceae;Senegalimassilia;Senegalimassilia anaerobia;Senegalimassilia anaerobia JC110
Corynebacterium_efficiens_34857	196164.1	Corynebacterium efficiens YS-314 (Prj:34585)	196164	Bacteria	Actinobacteria	Actinobacteridae	Corynebacterineae	Corynebacteriaceae	Corynebacterium	Corynebacterium efficiens	131567;2;201174;1760;85003;2037;85007;1653;1716;152794;196164	cellular organisms;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Corynebacteriaceae;Corynebacterium;Corynebacterium efficiens;Corynebacterium efficiens YS-314
Helicobacter_pylori_58271	1156914.3	Helicobacter pylori NAB47	1156914	Bacteria	delta/epsilon subdivisions	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori	131567;2;1224;68525;29547;213849;72293;209;210;1156914	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter pylori;Helicobacter pylori NAB47
Kitasatospora_setae_34852	2066.3	Kitasatospora setae	2066	Bacteria	Actinobacteria	Actinobacteridae	Streptomycineae	Streptomycetaceae	Kitasatospora	Kitasatospora setae	131567;2;201174;1760;85003;2037;85011;2062;2063;2066	cellular organisms;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Streptomycineae;Streptomycetaceae;Kitasatospora;Kitasatospora setae
Paenibacillus_zanthoxyli_58276	1333534.3	Paenibacillus azotofixans ATCC 35681	1333534	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus durus	131567;2;1239;91061;1385;186822;44249;44251;1333534	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus durus;Paenibacillus azotofixans ATCC 35681
Geobacter_metallireducens_47482	269799.8	Geobacter metallireducens GS-15	269799	Bacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter metallireducens	131567;2;1224;68525;28221;69541;213422;28231;28232;269799	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter;Geobacter metallireducens;Geobacter metallireducens GS-15
Lachnospiraceae_bacterium_59689	1235799.3	Lachnospiraceae bacterium 3-2	1235799	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium 3-2	131567;2;1239;186801;186802;186803;186928;1235799	cellular organisms;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified Lachnospiraceae;Lachnospiraceae bacterium 3-2
Dorea_sp_59688	1235798.3	Dorea sp. 5-2	1235798	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	Dorea sp. 5-2	131567;2;1239;186801;186802;186803;189330;1235798	cellular organisms;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Dorea;Dorea sp. 5-2
