sample subject hh timepoint species_id relative_abundance totalReads speciesStatusColonizationAllTimepoints timeOfColonizationAllTimepoints strainTurnover timeOfStrainTurnover
XIA-259 XIA XI 259 Megamonas_hypermegale_57114 0.00106043439934 96212 followup 259 NA NA
XIA-259 XIA XI 259 Prevotella_copri_61740 0.68273959072 96212 post-abx 39 NA NA
XIA-277 XIA XI 277 Bacteroides_fragilis_54507 0.0175026363975 60751 followup 259 NA NA
XIA-277 XIA XI 277 Clostridium_symbiosum_54029 0.00122374496318 60751 followup 277 NA NA
XIA-277 XIA XI 277 Dialister_invisus_61905 0.000105247446693 60751 post-abx 45 NA NA
XIA-277 XIA XI 277 Megamonas_hypermegale_57114 0.00926622715261 60751 followup 259 NA NA
XIA-277 XIA XI 277 Prevotella_copri_61740 0.147348302747 60751 post-abx 39 NA NA
XIC-008 XIC XI 8 Bifidobacterium_adolescentis_56815 0 67784 pre-abx 25 NA NA
XIC-008 XIC XI 8 Citrobacter_freundii_56148 0 67784 followup 198 NA NA
XIC-008 XIC XI 8 Enterobacter_cloacae_55612 0 67784 abx 34 NA NA
XIC-008 XIC XI 8 Megasphaera_elsdenii_56779 0 67784 post-abx 50 NA NA
XIC-015 XIC XI 15 Bifidobacterium_adolescentis_56815 0 17697 pre-abx 25 NA NA
XIC-015 XIC XI 15 Citrobacter_freundii_56148 0 17697 followup 198 NA NA
XIC-015 XIC XI 15 Enterobacter_cloacae_55612 0 17697 abx 34 NA NA
XIC-015 XIC XI 15 Megasphaera_elsdenii_56779 0 17697 post-abx 50 NA NA
XIC-022 XIC XI 22 Bifidobacterium_adolescentis_56815 0 12989 pre-abx 25 NA NA
XIC-022 XIC XI 22 Citrobacter_freundii_56148 0 12989 followup 198 NA NA
XIC-022 XIC XI 22 Enterobacter_cloacae_55612 0 12989 abx 34 NA NA
XIC-022 XIC XI 22 Megasphaera_elsdenii_56779 0 12989 post-abx 50 NA NA
XIC-023 XIC XI 23 Bifidobacterium_adolescentis_56815 0 4309 pre-abx 25 NA NA
XIC-023 XIC XI 23 Citrobacter_freundii_56148 0 4309 followup 198 NA NA
XIC-023 XIC XI 23 Enterobacter_cloacae_55612 0 4309 abx 34 NA NA
XIC-023 XIC XI 23 Megasphaera_elsdenii_56779 0 4309 post-abx 50 NA NA
XIC-024 XIC XI 24 Bifidobacterium_adolescentis_56815 3.75419581757e-05 24443 pre-abx 25 NA NA
XIC-024 XIC XI 24 Citrobacter_freundii_56148 0 24443 followup 198 NA NA
XIC-024 XIC XI 24 Enterobacter_cloacae_55612 0 24443 abx 34 NA NA
XIC-024 XIC XI 24 Megasphaera_elsdenii_56779 0 24443 post-abx 50 NA NA
XIC-025 XIC XI 25 Bifidobacterium_adolescentis_56815 0.00232313897057 13525 pre-abx 25 NA NA
XIC-025 XIC XI 25 Citrobacter_freundii_56148 0 13525 followup 198 NA NA
XIC-025 XIC XI 25 Enterobacter_cloacae_55612 0 13525 abx 34 NA NA
XIC-025 XIC XI 25 Megasphaera_elsdenii_56779 0 13525 post-abx 50 NA NA
XIC-026 XIC XI 26 Bifidobacterium_adolescentis_56815 0.00199469461827 11734 pre-abx 25 NA NA
XIC-026 XIC XI 26 Citrobacter_freundii_56148 0 11734 followup 198 NA NA
XIC-026 XIC XI 26 Enterobacter_cloacae_55612 0 11734 abx 34 NA NA
XIC-026 XIC XI 26 Megasphaera_elsdenii_56779 0 11734 post-abx 50 NA NA
XIC-027 XIC XI 27 Bifidobacterium_adolescentis_56815 0.0009028699337 16039 pre-abx 25 NA NA
XIC-027 XIC XI 27 Citrobacter_freundii_56148 0 16039 followup 198 NA NA
XIC-027 XIC XI 27 Enterobacter_cloacae_55612 0 16039 abx 34 NA NA
XIC-027 XIC XI 27 Megasphaera_elsdenii_56779 0 16039 post-abx 50 NA NA
XIC-028 XIC XI 28 Bifidobacterium_adolescentis_56815 0.00125078665202 22713 pre-abx 25 NA NA
XIC-028 XIC XI 28 Citrobacter_freundii_56148 0 22713 followup 198 NA NA
XIC-028 XIC XI 28 Enterobacter_cloacae_55612 0 22713 abx 34 NA NA
XIC-028 XIC XI 28 Megasphaera_elsdenii_56779 0 22713 post-abx 50 NA NA
XIC-029 XIC XI 29 Bifidobacterium_adolescentis_56815 0.00667515707917 91403 pre-abx 25 NA NA
XIC-029 XIC XI 29 Citrobacter_freundii_56148 0 91403 followup 198 NA NA
XIC-029 XIC XI 29 Enterobacter_cloacae_55612 0 91403 abx 34 NA NA
XIC-029 XIC XI 29 Megasphaera_elsdenii_56779 0 91403 post-abx 50 NA NA
XIC-030 XIC XI 30 Bifidobacterium_adolescentis_56815 0.000500895172559 10006 pre-abx 25 NA NA
XIC-030 XIC XI 30 Citrobacter_freundii_56148 0 10006 followup 198 NA NA
XIC-030 XIC XI 30 Enterobacter_cloacae_55612 0 10006 abx 34 NA NA
XIC-030 XIC XI 30 Megasphaera_elsdenii_56779 0 10006 post-abx 50 NA NA
XIC-031 XIC XI 31 Bifidobacterium_adolescentis_56815 0.00130459641425 16571 pre-abx 25 NA NA
XIC-031 XIC XI 31 Citrobacter_freundii_56148 0 16571 followup 198 NA NA
XIC-031 XIC XI 31 Enterobacter_cloacae_55612 0 16571 abx 34 NA NA
XIC-031 XIC XI 31 Megasphaera_elsdenii_56779 0 16571 post-abx 50 NA NA
XIC-032 XIC XI 32 Bifidobacterium_adolescentis_56815 0.000952160518039 15254 pre-abx 25 NA NA
XIC-032 XIC XI 32 Citrobacter_freundii_56148 0 15254 followup 198 NA NA
XIC-032 XIC XI 32 Enterobacter_cloacae_55612 0 15254 abx 34 NA NA
XIC-032 XIC XI 32 Megasphaera_elsdenii_56779 0 15254 post-abx 50 NA NA
XIC-033 XIC XI 33 Bifidobacterium_adolescentis_56815 0.00125169124944 14815 pre-abx 25 NA NA
XIC-033 XIC XI 33 Citrobacter_freundii_56148 0 14815 followup 198 NA NA
XIC-033 XIC XI 33 Enterobacter_cloacae_55612 0 14815 abx 34 NA NA
XIC-033 XIC XI 33 Megasphaera_elsdenii_56779 0 14815 post-abx 50 NA NA
XIC-034 XIC XI 34 Bifidobacterium_adolescentis_56815 0.000421503936194 19521 pre-abx 25 NA NA
XIC-034 XIC XI 34 Citrobacter_freundii_56148 0 19521 followup 198 NA NA
XIC-034 XIC XI 34 Enterobacter_cloacae_55612 0.0013498943125 19521 abx 34 NA NA
XIC-034 XIC XI 34 Megasphaera_elsdenii_56779 0 19521 post-abx 50 NA NA
XIC-035 XIC XI 35 Bifidobacterium_adolescentis_56815 0.00080386740863 11091 pre-abx 25 NA NA
XIC-035 XIC XI 35 Citrobacter_freundii_56148 0 11091 followup 198 NA NA
XIC-035 XIC XI 35 Enterobacter_cloacae_55612 0.00121849158843 11091 abx 34 NA NA
XIC-035 XIC XI 35 Megasphaera_elsdenii_56779 0 11091 post-abx 50 NA NA
XIC-036 XIC XI 36 Bifidobacterium_adolescentis_56815 0.00138305421063 87272 pre-abx 25 NA NA
XIC-036 XIC XI 36 Citrobacter_freundii_56148 0 87272 followup 198 NA NA
XIC-036 XIC XI 36 Enterobacter_cloacae_55612 4.46122332354e-05 87272 abx 34 NA NA
XIC-036 XIC XI 36 Megasphaera_elsdenii_56779 0 87272 post-abx 50 NA NA
XIC-039 XIC XI 39 Bifidobacterium_adolescentis_56815 0.00630997388343 12326 pre-abx 25 NA NA
XIC-039 XIC XI 39 Citrobacter_freundii_56148 0 12326 followup 198 NA NA
XIC-039 XIC XI 39 Enterobacter_cloacae_55612 0 12326 abx 34 NA NA
XIC-039 XIC XI 39 Megasphaera_elsdenii_56779 0.000154862027333 12326 post-abx 50 NA NA
XIC-043 XIC XI 43 Bifidobacterium_adolescentis_56815 0.000808849890675 12049 pre-abx 25 NA NA
XIC-043 XIC XI 43 Citrobacter_freundii_56148 0 12049 followup 198 NA NA
XIC-043 XIC XI 43 Enterobacter_cloacae_55612 0 12049 abx 34 NA NA
XIC-043 XIC XI 43 Megasphaera_elsdenii_56779 0.000340507310093 12049 post-abx 50 NA NA
XIC-050 XIC XI 50 Bifidobacterium_adolescentis_56815 0.000465616336913 11649 pre-abx 25 NA NA
XIC-050 XIC XI 50 Citrobacter_freundii_56148 0 11649 followup 198 NA NA
XIC-050 XIC XI 50 Enterobacter_cloacae_55612 0 11649 abx 34 NA NA
XIC-050 XIC XI 50 Megasphaera_elsdenii_56779 0.00164209410326 11649 post-abx 50 NA NA
XIC-057 XIC XI 57 Bifidobacterium_adolescentis_56815 0.000553655240297 21421 pre-abx 25 NA NA
XIC-057 XIC XI 57 Citrobacter_freundii_56148 0 21421 followup 198 NA NA
XIC-057 XIC XI 57 Enterobacter_cloacae_55612 0 21421 abx 34 NA NA
XIC-057 XIC XI 57 Megasphaera_elsdenii_56779 0.00187807727215 21421 post-abx 50 NA NA
XIC-064 XIC XI 64 Bifidobacterium_adolescentis_56815 0.000389711198408 95897 pre-abx 25 NA NA
XIC-064 XIC XI 64 Citrobacter_freundii_56148 0 95897 followup 198 NA NA
XIC-064 XIC XI 64 Enterobacter_cloacae_55612 0 95897 abx 34 NA NA
XIC-064 XIC XI 64 Megasphaera_elsdenii_56779 0.00238371856877 95897 post-abx 50 NA NA
XIC-198 XIC XI 198 Bifidobacterium_adolescentis_56815 0.00327859640881 103396 pre-abx 25 NA NA
XIC-198 XIC XI 198 Citrobacter_freundii_56148 0.00228336996498 103396 followup 198 NA NA
XIC-198 XIC XI 198 Enterobacter_cloacae_55612 0 103396 abx 34 NA NA
XIC-198 XIC XI 198 Megasphaera_elsdenii_56779 0.00220970879254 103396 post-abx 50 NA NA
XJA-001 XJA XJ 1 Bacteroides_acidifaciens_59693 0 19342 abx 33 NA NA
XJA-001 XJA XJ 1 Clostridiales_bacterium_61057 0.0129947435611 19342 speciesNotColonized NA TRUE 36
XJA-008 XJA XJ 8 Bacteroides_acidifaciens_59693 0 10027 abx 33 NA NA
XJA-008 XJA XJ 8 Clostridiales_bacterium_61057 0.00720235285507 10027 speciesNotColonized NA TRUE 36
XJA-015 XJA XJ 15 Bacteroides_acidifaciens_59693 0 4659 abx 33 NA NA
XJA-015 XJA XJ 15 Clostridiales_bacterium_61057 0.00626134299199 4659 speciesNotColonized NA TRUE 36
XJA-022 XJA XJ 22 Bacteroides_acidifaciens_59693 0 10450 abx 33 NA NA
XJA-022 XJA XJ 22 Clostridiales_bacterium_61057 0.00780487026356 10450 speciesNotColonized NA TRUE 36
XJA-023 XJA XJ 23 Bacteroides_acidifaciens_59693 0 7275 abx 33 NA NA
XJA-023 XJA XJ 23 Clostridiales_bacterium_61057 0.0117089259166 7275 speciesNotColonized NA TRUE 36
XJA-024 XJA XJ 24 Bacteroides_acidifaciens_59693 0 7227 abx 33 NA NA
XJA-024 XJA XJ 24 Clostridiales_bacterium_61057 0.00872600174121 7227 speciesNotColonized NA TRUE 36
XJA-025 XJA XJ 25 Bacteroides_acidifaciens_59693 0 3407 abx 33 NA NA
XJA-025 XJA XJ 25 Clostridiales_bacterium_61057 0.00530949919391 3407 speciesNotColonized NA TRUE 36
XJA-026 XJA XJ 26 Bacteroides_acidifaciens_59693 0 7050 abx 33 NA NA
XJA-026 XJA XJ 26 Clostridiales_bacterium_61057 0.00463796187684 7050 speciesNotColonized NA TRUE 36
XJA-027 XJA XJ 27 Bacteroides_acidifaciens_59693 0.000294935613421 3560 abx 33 NA NA
XJA-027 XJA XJ 27 Clostridiales_bacterium_61057 0.00975093722345 3560 speciesNotColonized NA TRUE 36
XJA-028 XJA XJ 28 Bacteroides_acidifaciens_59693 0.000161203328216 6026 abx 33 NA NA
XJA-028 XJA XJ 28 Clostridiales_bacterium_61057 0.0095902726918 6026 speciesNotColonized NA TRUE 36
XJA-029 XJA XJ 29 Bacteroides_acidifaciens_59693 0.000237526887188 20632 abx 33 NA NA
XJA-029 XJA XJ 29 Clostridiales_bacterium_61057 0.0155688505244 20632 speciesNotColonized NA TRUE 36
XJA-030 XJA XJ 30 Bacteroides_acidifaciens_59693 0 8563 abx 33 NA NA
XJA-030 XJA XJ 30 Clostridiales_bacterium_61057 0.0159484962067 8563 speciesNotColonized NA TRUE 36
XJA-031 XJA XJ 31 Bacteroides_acidifaciens_59693 0 3886 abx 33 NA NA
XJA-031 XJA XJ 31 Clostridiales_bacterium_61057 0.0038879719644 3886 speciesNotColonized NA TRUE 36
XJA-032 XJA XJ 32 Bacteroides_acidifaciens_59693 0.000819003084839 5920 abx 33 NA NA
XJA-032 XJA XJ 32 Clostridiales_bacterium_61057 0 5920 speciesNotColonized NA TRUE 36
XJA-033 XJA XJ 33 Bacteroides_acidifaciens_59693 0.00126975443521 12047 abx 33 NA NA
XJA-033 XJA XJ 33 Clostridiales_bacterium_61057 0 12047 speciesNotColonized NA TRUE 36
XJA-034 XJA XJ 34 Bacteroides_acidifaciens_59693 0.00198980190125 10057 abx 33 NA NA
XJA-034 XJA XJ 34 Clostridiales_bacterium_61057 0.000490839143314 10057 speciesNotColonized NA TRUE 36
XJA-035 XJA XJ 35 Bacteroides_acidifaciens_59693 0 10395 abx 33 NA NA
XJA-035 XJA XJ 35 Clostridiales_bacterium_61057 0.0049802447666 10395 speciesNotColonized NA TRUE 36
XJA-036 XJA XJ 36 Bacteroides_acidifaciens_59693 0.000414774534085 112746 abx 33 NA NA
XJA-036 XJA XJ 36 Clostridiales_bacterium_61057 0.00650595659495 112746 speciesNotColonized NA TRUE 36
XJA-037 XJA XJ 37 Bacteroides_acidifaciens_59693 0.000494335192007 7864 abx 33 NA NA
XJA-037 XJA XJ 37 Clostridiales_bacterium_61057 0.00896929292284 7864 speciesNotColonized NA TRUE 36
XJA-038 XJA XJ 38 Bacteroides_acidifaciens_59693 0.00199205194262 6578 abx 33 NA NA
XJA-038 XJA XJ 38 Clostridiales_bacterium_61057 0.00801685665818 6578 speciesNotColonized NA TRUE 36
XJA-039 XJA XJ 39 Bacteroides_acidifaciens_59693 0.000236603300139 9951 abx 33 NA NA
XJA-039 XJA XJ 39 Clostridiales_bacterium_61057 0.0115160607049 9951 speciesNotColonized NA TRUE 36
XJA-040 XJA XJ 40 Bacteroides_acidifaciens_59693 0.000504887225436 9958 abx 33 NA NA
XJA-040 XJA XJ 40 Clostridiales_bacterium_61057 0.0105233399754 9958 speciesNotColonized NA TRUE 36
XJA-043 XJA XJ 43 Bacteroides_acidifaciens_59693 8.15456972307e-05 3175 abx 33 NA NA
XJA-043 XJA XJ 43 Clostridiales_bacterium_61057 0.00287096897563 3175 speciesNotColonized NA TRUE 36
XJA-050 XJA XJ 50 Bacteroides_acidifaciens_59693 0 3290 abx 33 NA NA
XJA-050 XJA XJ 50 Clostridiales_bacterium_61057 0.000806966767989 3290 speciesNotColonized NA TRUE 36
XJA-057 XJA XJ 57 Bacteroides_acidifaciens_59693 0 5604 abx 33 NA NA
XJA-057 XJA XJ 57 Clostridiales_bacterium_61057 0.00432737638808 5604 speciesNotColonized NA TRUE 36
XJA-064 XJA XJ 64 Bacteroides_acidifaciens_59693 0 20889 abx 33 NA NA
XJA-064 XJA XJ 64 Clostridiales_bacterium_61057 0.00305955485532 20889 speciesNotColonized NA TRUE 36
XKA-001 XKA XK 1 Bacteroides_stercoris_56735 0 64916 post-abx 57 NA NA
XKA-001 XKA XK 1 Bacteroides_thetaiotaomicron_56941 0.0626451130547 64916 speciesNotColonized NA TRUE 289
XKA-001 XKA XK 1 Burkholderiales_bacterium_56577 0 64916 followup 332 NA NA
XKA-001 XKA XK 1 Escherichia_coli_58110 0.0104433681877 64916 speciesNotColonized NA TRUE 22
XKA-001 XKA XK 1 Eubacterium_eligens_61678 0 64916 followup 205 NA NA
XKA-001 XKA XK 1 Roseburia_intestinalis_56239 0 64916 abx 33 NA NA
XKA-001 XKA XK 1 Subdoligranulum_sp_62068 0 64916 followup 580 NA NA
XKA-008 XKA XK 8 Bacteroides_stercoris_56735 0 17809 post-abx 57 NA NA
XKA-008 XKA XK 8 Bacteroides_thetaiotaomicron_56941 0.0805074059635 17809 speciesNotColonized NA TRUE 289
XKA-008 XKA XK 8 Burkholderiales_bacterium_56577 0 17809 followup 332 NA NA
XKA-008 XKA XK 8 Escherichia_coli_58110 0.0028739945266 17809 speciesNotColonized NA TRUE 22
XKA-008 XKA XK 8 Eubacterium_eligens_61678 0 17809 followup 205 NA NA
XKA-008 XKA XK 8 Roseburia_intestinalis_56239 0 17809 abx 33 NA NA
XKA-008 XKA XK 8 Subdoligranulum_sp_62068 0 17809 followup 580 NA NA
XKA-022 XKA XK 22 Bacteroides_stercoris_56735 0 21071 post-abx 57 NA NA
XKA-022 XKA XK 22 Bacteroides_thetaiotaomicron_56941 0.0391734000238 21071 speciesNotColonized NA TRUE 289
XKA-022 XKA XK 22 Burkholderiales_bacterium_56577 0 21071 followup 332 NA NA
XKA-022 XKA XK 22 Escherichia_coli_58110 0.0386051852264 21071 speciesNotColonized NA TRUE 22
XKA-022 XKA XK 22 Eubacterium_eligens_61678 0 21071 followup 205 NA NA
XKA-022 XKA XK 22 Roseburia_intestinalis_56239 0 21071 abx 33 NA NA
XKA-022 XKA XK 22 Subdoligranulum_sp_62068 0 21071 followup 580 NA NA
XKA-023 XKA XK 23 Bacteroides_stercoris_56735 0 14976 post-abx 57 NA NA
XKA-023 XKA XK 23 Bacteroides_thetaiotaomicron_56941 0.0989811315543 14976 speciesNotColonized NA TRUE 289
XKA-023 XKA XK 23 Burkholderiales_bacterium_56577 0 14976 followup 332 NA NA
XKA-023 XKA XK 23 Escherichia_coli_58110 0.00620759877458 14976 speciesNotColonized NA TRUE 22
XKA-023 XKA XK 23 Eubacterium_eligens_61678 0 14976 followup 205 NA NA
XKA-023 XKA XK 23 Roseburia_intestinalis_56239 0 14976 abx 33 NA NA
XKA-023 XKA XK 23 Subdoligranulum_sp_62068 0 14976 followup 580 NA NA
XKA-024 XKA XK 24 Bacteroides_stercoris_56735 0 9838 post-abx 57 NA NA
XKA-024 XKA XK 24 Bacteroides_thetaiotaomicron_56941 0.0163882133219 9838 speciesNotColonized NA TRUE 289
XKA-024 XKA XK 24 Burkholderiales_bacterium_56577 0 9838 followup 332 NA NA
XKA-024 XKA XK 24 Escherichia_coli_58110 0.0133570023063 9838 speciesNotColonized NA TRUE 22
XKA-024 XKA XK 24 Eubacterium_eligens_61678 0 9838 followup 205 NA NA
XKA-024 XKA XK 24 Roseburia_intestinalis_56239 0 9838 abx 33 NA NA
XKA-024 XKA XK 24 Subdoligranulum_sp_62068 0 9838 followup 580 NA NA
XKA-025 XKA XK 25 Bacteroides_stercoris_56735 0 35363 post-abx 57 NA NA
XKA-025 XKA XK 25 Bacteroides_thetaiotaomicron_56941 0.0424286051934 35363 speciesNotColonized NA TRUE 289
XKA-025 XKA XK 25 Burkholderiales_bacterium_56577 0 35363 followup 332 NA NA
XKA-025 XKA XK 25 Escherichia_coli_58110 0.0154705777344 35363 speciesNotColonized NA TRUE 22
XKA-025 XKA XK 25 Eubacterium_eligens_61678 0 35363 followup 205 NA NA
XKA-025 XKA XK 25 Roseburia_intestinalis_56239 0 35363 abx 33 NA NA
XKA-025 XKA XK 25 Subdoligranulum_sp_62068 0 35363 followup 580 NA NA
XKA-026 XKA XK 26 Bacteroides_stercoris_56735 0 58886 post-abx 57 NA NA
XKA-026 XKA XK 26 Bacteroides_thetaiotaomicron_56941 0.0413784728443 58886 speciesNotColonized NA TRUE 289
XKA-026 XKA XK 26 Burkholderiales_bacterium_56577 0 58886 followup 332 NA NA
XKA-026 XKA XK 26 Escherichia_coli_58110 0.00344061773252 58886 speciesNotColonized NA TRUE 22
XKA-026 XKA XK 26 Eubacterium_eligens_61678 0 58886 followup 205 NA NA
XKA-026 XKA XK 26 Roseburia_intestinalis_56239 9.63110405719e-05 58886 abx 33 NA NA
XKA-026 XKA XK 26 Subdoligranulum_sp_62068 0 58886 followup 580 NA NA
XKA-028 XKA XK 28 Bacteroides_stercoris_56735 0 7336 post-abx 57 NA NA
XKA-028 XKA XK 28 Bacteroides_thetaiotaomicron_56941 0.0500297792513 7336 speciesNotColonized NA TRUE 289
XKA-028 XKA XK 28 Burkholderiales_bacterium_56577 0 7336 followup 332 NA NA
XKA-028 XKA XK 28 Escherichia_coli_58110 0.0152809196474 7336 speciesNotColonized NA TRUE 22
XKA-028 XKA XK 28 Eubacterium_eligens_61678 0 7336 followup 205 NA NA
XKA-028 XKA XK 28 Roseburia_intestinalis_56239 0 7336 abx 33 NA NA
XKA-028 XKA XK 28 Subdoligranulum_sp_62068 0 7336 followup 580 NA NA
XKA-029 XKA XK 29 Bacteroides_stercoris_56735 0.00153325736695 75325 post-abx 57 NA NA
XKA-029 XKA XK 29 Bacteroides_thetaiotaomicron_56941 0.0274761097303 75325 speciesNotColonized NA TRUE 289
XKA-029 XKA XK 29 Burkholderiales_bacterium_56577 0 75325 followup 332 NA NA
XKA-029 XKA XK 29 Escherichia_coli_58110 0.0190602436991 75325 speciesNotColonized NA TRUE 22
XKA-029 XKA XK 29 Eubacterium_eligens_61678 0 75325 followup 205 NA NA
XKA-029 XKA XK 29 Roseburia_intestinalis_56239 0 75325 abx 33 NA NA
XKA-029 XKA XK 29 Subdoligranulum_sp_62068 0 75325 followup 580 NA NA
XKA-031 XKA XK 31 Bacteroides_stercoris_56735 0 3585 post-abx 57 NA NA
XKA-031 XKA XK 31 Bacteroides_thetaiotaomicron_56941 0 3585 speciesNotColonized NA TRUE 289
XKA-031 XKA XK 31 Burkholderiales_bacterium_56577 0 3585 followup 332 NA NA
XKA-031 XKA XK 31 Escherichia_coli_58110 0 3585 speciesNotColonized NA TRUE 22
XKA-031 XKA XK 31 Eubacterium_eligens_61678 0 3585 followup 205 NA NA
XKA-031 XKA XK 31 Roseburia_intestinalis_56239 0 3585 abx 33 NA NA
XKA-031 XKA XK 31 Subdoligranulum_sp_62068 0 3585 followup 580 NA NA
XKA-032 XKA XK 32 Bacteroides_stercoris_56735 0 77666 post-abx 57 NA NA
XKA-032 XKA XK 32 Bacteroides_thetaiotaomicron_56941 0 77666 speciesNotColonized NA TRUE 289
XKA-032 XKA XK 32 Burkholderiales_bacterium_56577 0 77666 followup 332 NA NA
XKA-032 XKA XK 32 Escherichia_coli_58110 1.3703699368e-05 77666 speciesNotColonized NA TRUE 22
XKA-032 XKA XK 32 Eubacterium_eligens_61678 0 77666 followup 205 NA NA
XKA-032 XKA XK 32 Roseburia_intestinalis_56239 0 77666 abx 33 NA NA
XKA-032 XKA XK 32 Subdoligranulum_sp_62068 0 77666 followup 580 NA NA
XKA-033 XKA XK 33 Bacteroides_stercoris_56735 1.53264413835e-05 70604 post-abx 57 NA NA
XKA-033 XKA XK 33 Bacteroides_thetaiotaomicron_56941 0 70604 speciesNotColonized NA TRUE 289
XKA-033 XKA XK 33 Burkholderiales_bacterium_56577 0 70604 followup 332 NA NA
XKA-033 XKA XK 33 Escherichia_coli_58110 0.001301590477 70604 speciesNotColonized NA TRUE 22
XKA-033 XKA XK 33 Eubacterium_eligens_61678 0 70604 followup 205 NA NA
XKA-033 XKA XK 33 Roseburia_intestinalis_56239 0.0017751574696 70604 abx 33 NA NA
XKA-033 XKA XK 33 Subdoligranulum_sp_62068 0 70604 followup 580 NA NA
XKA-034 XKA XK 34 Bacteroides_stercoris_56735 2.73720667752e-05 41069 post-abx 57 NA NA
XKA-034 XKA XK 34 Bacteroides_thetaiotaomicron_56941 8.35093939691e-05 41069 speciesNotColonized NA TRUE 289
XKA-034 XKA XK 34 Burkholderiales_bacterium_56577 0 41069 followup 332 NA NA
XKA-034 XKA XK 34 Escherichia_coli_58110 0 41069 speciesNotColonized NA TRUE 22
XKA-034 XKA XK 34 Eubacterium_eligens_61678 0.000133243987623 41069 followup 205 NA NA
XKA-034 XKA XK 34 Roseburia_intestinalis_56239 0.0133080611812 41069 abx 33 NA NA
XKA-034 XKA XK 34 Subdoligranulum_sp_62068 0 41069 followup 580 NA NA
XKA-035 XKA XK 35 Bacteroides_stercoris_56735 0 7990 post-abx 57 NA NA
XKA-035 XKA XK 35 Bacteroides_thetaiotaomicron_56941 0 7990 speciesNotColonized NA TRUE 289
XKA-035 XKA XK 35 Burkholderiales_bacterium_56577 0 7990 followup 332 NA NA
XKA-035 XKA XK 35 Escherichia_coli_58110 0.0067361538415 7990 speciesNotColonized NA TRUE 22
XKA-035 XKA XK 35 Eubacterium_eligens_61678 0 7990 followup 205 NA NA
XKA-035 XKA XK 35 Roseburia_intestinalis_56239 0.0025764869438 7990 abx 33 NA NA
XKA-035 XKA XK 35 Subdoligranulum_sp_62068 0 7990 followup 580 NA NA
XKA-036 XKA XK 36 Bacteroides_stercoris_56735 1.6543908628e-05 66422 post-abx 57 NA NA
XKA-036 XKA XK 36 Bacteroides_thetaiotaomicron_56941 0 66422 speciesNotColonized NA TRUE 289
XKA-036 XKA XK 36 Burkholderiales_bacterium_56577 0 66422 followup 332 NA NA
XKA-036 XKA XK 36 Escherichia_coli_58110 0.0511407882988 66422 speciesNotColonized NA TRUE 22
XKA-036 XKA XK 36 Eubacterium_eligens_61678 0 66422 followup 205 NA NA
XKA-036 XKA XK 36 Roseburia_intestinalis_56239 0.00247929711025 66422 abx 33 NA NA
XKA-036 XKA XK 36 Subdoligranulum_sp_62068 0 66422 followup 580 NA NA
XKA-037 XKA XK 37 Bacteroides_stercoris_56735 0 6231 post-abx 57 NA NA
XKA-037 XKA XK 37 Bacteroides_thetaiotaomicron_56941 0 6231 speciesNotColonized NA TRUE 289
XKA-037 XKA XK 37 Burkholderiales_bacterium_56577 0 6231 followup 332 NA NA
XKA-037 XKA XK 37 Escherichia_coli_58110 0.0772539242183 6231 speciesNotColonized NA TRUE 22
XKA-037 XKA XK 37 Eubacterium_eligens_61678 0 6231 followup 205 NA NA
XKA-037 XKA XK 37 Roseburia_intestinalis_56239 0.000159135978649 6231 abx 33 NA NA
XKA-037 XKA XK 37 Subdoligranulum_sp_62068 0 6231 followup 580 NA NA
XKA-038 XKA XK 38 Bacteroides_stercoris_56735 0 9680 post-abx 57 NA NA
XKA-038 XKA XK 38 Bacteroides_thetaiotaomicron_56941 0 9680 speciesNotColonized NA TRUE 289
XKA-038 XKA XK 38 Burkholderiales_bacterium_56577 0 9680 followup 332 NA NA
XKA-038 XKA XK 38 Escherichia_coli_58110 0.0185758856299 9680 speciesNotColonized NA TRUE 22
XKA-038 XKA XK 38 Eubacterium_eligens_61678 8.06067827234e-05 9680 followup 205 NA NA
XKA-038 XKA XK 38 Roseburia_intestinalis_56239 0.000475063959484 9680 abx 33 NA NA
XKA-038 XKA XK 38 Subdoligranulum_sp_62068 0 9680 followup 580 NA NA
XKA-039 XKA XK 39 Bacteroides_stercoris_56735 0 4739 post-abx 57 NA NA
XKA-039 XKA XK 39 Bacteroides_thetaiotaomicron_56941 0 4739 speciesNotColonized NA TRUE 289
XKA-039 XKA XK 39 Burkholderiales_bacterium_56577 0 4739 followup 332 NA NA
XKA-039 XKA XK 39 Escherichia_coli_58110 0.0270581430527 4739 speciesNotColonized NA TRUE 22
XKA-039 XKA XK 39 Eubacterium_eligens_61678 0 4739 followup 205 NA NA
XKA-039 XKA XK 39 Roseburia_intestinalis_56239 0 4739 abx 33 NA NA
XKA-039 XKA XK 39 Subdoligranulum_sp_62068 0 4739 followup 580 NA NA
XKA-040 XKA XK 40 Bacteroides_stercoris_56735 0 37499 post-abx 57 NA NA
XKA-040 XKA XK 40 Bacteroides_thetaiotaomicron_56941 0 37499 speciesNotColonized NA TRUE 289
XKA-040 XKA XK 40 Burkholderiales_bacterium_56577 0 37499 followup 332 NA NA
XKA-040 XKA XK 40 Escherichia_coli_58110 0.029914641116 37499 speciesNotColonized NA TRUE 22
XKA-040 XKA XK 40 Eubacterium_eligens_61678 0 37499 followup 205 NA NA
